,type,Temp_OXid,ppm,Pressure,Oxid_time,thickness,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Line_CD,Wavelength,Resolution,Energy_Exposure,Temp_Etching,Source_Power,Selectivity,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Target,Chamber,Etching_rate
996,wet,1072.53192,38.58,0.201,130,720.601,1.46398,20.701,15.109,19.997,195.089,90.0,501.572,4056.014,4859.641,5.047,90.932,30.016,43.378,405,542.537,108.586,71.573,51.516,1.016,1.36e+16,1.18e+17,1.38e+17,3.01e+17,6e+17,33259.559,103.466,866.0,157,0,23311,166.45025
997,wet,1024.800202,31.09,0.209,158,711.69,1.44505,11.253,15.018,19.997,201.484,89.999,497.102,4029.12,4919.492,4.96,90.563,30.006,26.238,405,526.796,109.346,71.271,51.365,1.064,1.45e+16,9.28e+16,1.38e+17,2.98e+17,6e+17,31061.816,100.571,908.0,153,0,23322,169.6725
998,wet,1154.855062,33.94,0.213,68,707.981,1.52833,15.286,15.061,19.991,203.223,90.001,500.154,3971.194,5012.291,5.077,92.931,29.999,55.854,405,517.972,107.295,71.035,51.542,1.046,1.18e+16,1.38e+17,1.13e+17,2.98e+17,6e+17,32412.623,100.917,905.0,150,0,23333,169.32025
999,dry,893.5374414,22.47,0.222,23,719.042,0.96161,17.587,15.049,20.004,199.464,90.0,499.464,3989.271,4986.589,4.988,91.042,30.002,46.51,405,513.166,109.705,71.904,52.126,1.053,5910000000000000.0,2.54e+16,2.64e+17,3.01e+17,6e+17,32473.356,105.315,861.0,158,0,32111,172.1105
1000,dry,886.9805117,22.48,0.222,23,719.07,1.48912,16.445,15.014,20.002,199.89,90.0,499.89,3997.81,4997.262,5.012,91.411,29.998,55.266,405,508.251,110.249,71.907,52.343,1.059,1.26e+16,9.82e+16,1.38e+17,3.01e+17,6e+17,32478.804,105.858,860.0,159,0,32122,172.69250000000002
1001,dry,883.8129911,22.48,0.224,24,720.337,0.94868,18.774,14.957,19.995,200.404,89.999,500.404,4008.075,5010.094,5.011,91.484,30.011,51.201,405,518.033,110.26,72.034,52.308,1.058,3880000000000000.0,9.24e+16,3.9e+16,3e+17,6e+17,32479.394,105.769,861.0,159,0,32133,173.28425
1002,dry,880.7635638,22.46,0.223,25,720.149,0.83591,17.192,14.959,20.003,200.525,90.001,500.525,4010.5,5013.125,5.01,91.538,29.994,48.472,405,508.752,110.231,72.015,52.325,1.058,1.53e+16,8.62e+16,1.38e+17,3e+17,6e+17,32475.954,105.814,860.0,159,0,32111,175.66225
1003,dry,884.6014471,22.48,0.223,25,720.06,1.36943,16.456,15.005,20.004,200.524,90.0,500.524,4010.486,5013.107,5.012,91.542,30.0,57.166,405,511.851,110.369,72.006,52.381,1.06,4100000000000000.0,1.67e+16,1.77e+16,2.98e+17,6e+17,32473.014,105.952,861.0,159,0,32122,174.96499999999997
1004,dry,894.3038279,22.51,0.223,25,719.864,1.92633,16.714,14.991,19.999,200.489,90.0,500.489,4009.779,5012.223,5.013,91.805,29.994,54.164,405,513.493,110.857,71.986,52.406,1.06,1.98e+16,9.28e+16,1.38e+17,3.01e+17,6e+17,32492.602,106.016,860.0,159,0,32133,172.14100000000002
1005,dry,887.9262549,22.49,0.225,25,721.949,1.41846,16.767,14.876,20.001,201.054,90.0,501.054,4021.084,5026.355,5.027,91.705,29.988,56.267,405,512.855,110.866,72.195,52.573,1.064,1.69e+16,1.6e+17,1.38e+17,3e+17,6e+17,32486.114,106.433,861.0,160,0,32111,174.88725
1006,dry,881.0157989,22.48,0.225,232,721.375,0.67979,17.367,15.133,19.999,201.209,90.0,501.209,4024.184,5030.23,5.031,91.794,30.002,58.781,405,512.409,110.764,72.137,52.568,1.064,1.49e+16,1.49e+17,3.5e+16,3.01e+17,6e+17,32477.288,106.419,861.0,160,0,32122,172.01875
1007,dry,891.5301096,22.48,0.225,232,721.646,0.73422,16.09,14.849,19.998,201.214,90.0,501.214,4024.274,5030.342,5.027,91.805,30.006,52.511,405,508.852,110.863,72.165,52.593,1.065,1.61e+16,2.89e+16,1.38e+17,3e+17,6e+17,32475.062,106.482,861.0,160,0,32133,173.68649999999997
1008,dry,887.6966097,22.48,0.225,232,695.764,0.94868,19.026,15.075,20.006,201.005,89.999,501.005,4020.102,5025.128,5.028,91.721,29.99,52.717,405,506.429,110.82,72.166,52.621,1.066,1.48e+16,9.24e+16,1.38e+17,2.99e+17,6e+17,32474.777,106.552,860.0,160,0,32211,168.541
1009,wet,1280.775372,44.95,0.225,32,727.786,0.72996,18.891,14.983,20.005,201.165,90.001,501.165,4023.292,5029.114,5.025,91.692,29.991,57.235,405,508.916,110.701,72.779,52.57,1.064,1.6e+16,9.24e+16,1.65e+17,3e+17,6e+17,32474.989,106.425,860.0,160,0,32222,176.04649999999998
1010,wet,1291.311533,45.02,0.225,32,725.688,0.79764,13.788,14.907,20.003,201.124,90.0,501.124,4022.471,5028.089,5.008,91.72,29.989,54.258,405,514.94,110.788,72.569,52.282,1.057,1.52e+16,1.01e+17,1.38e+17,2.99e+17,6e+17,32484.167,105.706,861.0,159,0,32233,173.372
1011,wet,1292.735143,44.99,0.225,32,714.309,0.81418,18.771,14.893,20.003,200.92,89.999,500.92,4018.404,5023.005,5.023,91.694,29.997,56.404,405,515.305,110.746,71.431,52.567,1.064,1.29e+16,9.99e+16,1.56e+16,3.01e+17,6e+17,32482.503,106.417,861.0,160,1,32211,167.65225
1012,wet,1275.714282,44.97,0.225,32,725.202,0.5937,20.701,15.084,20.01,201.088,90.0,501.088,4021.769,5027.211,5.027,91.717,30.0,57.353,405,509.664,110.657,72.52,52.483,1.062,1.37e+16,9.24e+16,1.38e+17,3.01e+17,6e+17,32478.466,106.208,861.0,159,0,32222,172.40050000000002
1013,wet,1284.340034,44.96,0.225,32,727.572,0.72065,11.253,14.966,20.001,201.159,90.0,501.159,4023.187,5028.983,5.028,91.789,29.998,50.005,405,508.186,110.568,72.757,52.411,1.06,1.65e+16,1.65e+17,1.38e+17,3.03e+17,6e+17,32471.405,106.027,860.0,159,0,32233,173.868
1014,wet,1286.778492,32.8,0.225,32,729.613,0.9997,15.286,15.086,20.0,201.252,90.001,501.252,4025.04,5031.3,5.035,91.92,30.003,50.959,405,509.796,110.469,72.961,52.464,1.062,2.05e+16,1.7e+17,1.38e+17,3e+17,6e+17,32474.891,106.16,860.0,159,0,32211,173.27825
1015,wet,1290.231008,31.86,0.224,31,718.579,0.83879,12.463,15.041,20.003,201.403,90.002,501.403,4028.054,5035.067,5.035,91.812,30.002,59.032,405,516.204,110.436,71.858,52.404,1.06,1.98e+16,9.24e+16,1.38e+17,3e+17,6e+17,32470.956,106.01,860.0,159,0,32222,171.16974999999996
1016,wet,1278.080073,39.51,0.225,32,711.095,0.91121,19.767,14.989,20.003,201.132,89.999,501.132,4022.646,5028.308,5.029,91.919,30.01,50.527,405,514.286,110.36,71.11,52.382,1.06,1.56e+16,1.12e+17,2.05e+16,3e+17,6e+17,32470.502,105.956,860.0,159,0,32233,169.89875
1017,wet,1282.913166,32.88,0.224,31,725.309,0.7121,16.029,14.928,19.997,201.345,90.0,501.345,4026.909,5033.637,5.034,92.557,30.004,60.929,405,513.875,111.466,72.531,52.336,1.058,2.07e+16,9.24e+16,1.38e+17,3.01e+17,6e+17,32479.61,105.84,860.0,159,0,32311,173.62725
1018,wet,1289.643537,38.11,0.227,34,725.928,0.3825,17.587,14.974,20.002,203.123,89.999,503.123,4062.451,5078.064,5.071,92.103,30.0,52.751,405,499.603,110.59,72.593,52.705,1.068,1.8e+16,8.75e+16,1.38e+17,3.02e+17,6e+17,32473.864,106.764,860.0,160,0,32322,174.432
1019,wet,1292.195725,39.93,0.226,33,722.571,1.26642,16.445,14.99,20.003,201.96,90.001,501.96,4039.208,5049.009,5.054,92.21,30.005,48.958,405,507.852,110.453,72.257,52.385,1.06,1.53e+16,2.33e+16,1.38e+17,3e+17,6e+17,32455.142,105.962,860.0,159,0,32333,173.44275
1020,wet,1286.679952,35.63,0.225,32,716.389,1.11102,12.358,15.017,19.998,202.197,90.001,502.197,4043.939,5054.924,5.055,92.235,30.002,46.75,405,503.27,110.296,71.639,52.326,1.058,1.86e+16,1.83e+17,2.23e+16,2.99e+17,6e+17,32442.676,105.815,860.0,159,0,32311,174.84725
1021,wet,1285.961443,28.6,0.225,32,712.382,0.75859,13.568,15.094,19.997,202.152,90.0,502.152,4043.038,5053.797,5.056,92.336,30.001,52.937,405,503.04,110.208,71.238,52.285,1.057,1.59e+16,1.3e+17,1.38e+17,2.99e+17,6e+17,32423.651,105.711,860.0,159,0,32322,174.0205
1022,wet,1297.276604,45.01,0.225,32,721.441,0.92047,20.8,14.984,19.995,202.393,89.999,502.393,4047.864,5059.83,5.06,92.203,30.001,47.183,405,512.581,109.978,72.144,52.201,1.055,1.02e+16,9.24e+16,2.44e+17,3e+17,6e+17,32413.504,105.503,860.0,158,0,32333,172.03525
1023,wet,1287.833172,44.95,0.225,32,725.621,0.85457,11.582,15.106,20.0,202.294,90.0,502.294,4045.881,5057.352,5.061,92.313,29.996,46.103,405,505.509,109.978,72.562,52.031,1.051,2.02e+16,1.88e+17,1.38e+17,3.01e+17,6e+17,32415.844,105.079,860.0,158,0,32311,173.93025
1024,wet,1295.697293,44.94,0.224,31,715.821,0.84856,20.67,14.935,20.004,202.52,90.0,502.52,4050.393,5062.992,5.064,92.442,30.0,53.813,405,505.441,109.221,71.582,52.006,1.05,2950000000000000.0,3270000000000000.0,1.38e+17,3.01e+17,6e+17,32428.073,105.014,860.0,158,0,32322,171.65525
1025,wet,1290.676423,44.94,0.225,32,724.281,0.81772,10.83,15.005,19.999,202.335,90.0,502.335,4046.705,5058.382,5.035,92.043,29.994,46.438,405,507.155,109.398,72.428,51.709,1.043,2.17e+16,2.17e+17,1.38e+17,3.01e+17,6e+17,32424.728,104.272,860.0,156,0,32333,174.84525
1026,dry,1088.960919,26.11,0.203,27,713.051,1.00107,14.669,15.039,20.001,202.053,90.0,505.264,4029.626,4993.451,4.996,93.5,29.99,51.045,365,536.793,107.575,72.26,51.496,1.047,8060000000000000.0,1.28e+17,1.71e+17,3.02e+17,6e+17,31194.915,101.786,885.0,152,0,22111,168.96275
1027,wet,1054.787096,45.83,0.21,261,697.237,1.66489,15.622,15.109,19.996,200.051,90.001,499.285,4052.404,5020.19,5.076,89.904,30.001,59.607,405,495.138,107.421,71.193,50.583,1.04,1.65e+16,7.79e+16,1.38e+17,3.01e+17,6e+17,31469.225,105.08,913.0,154,0,22222,165.15925
1028,dry,1102.238613,28.76,0.206,19,702.597,1.53778,15.101,15.018,20.002,197.983,90.001,500.665,3990.607,5003.956,5.112,91.107,29.994,37.382,365,492.349,106.902,71.658,51.022,1.01,1e+16,1.48e+17,1.38e+17,2.98e+17,6e+17,32246.843,104.774,907.0,154,0,22333,168.09924999999998
1029,wet,934.5467437,36.93,0.199,112,715.587,0.83265,18.162,14.932,19.994,199.705,90.0,499.886,3985.833,4964.32,5.034,91.392,30.002,35.856,365,549.509,108.781,71.529,52.353,1.033,1.15e+16,8.37e+16,1.38e+17,2.98e+17,6e+17,31801.588,103.624,866.0,153,0,23133,164.64675
1030,dry,1191.036987,35.99,0.188,74,712.987,1.8678,15.117,14.91,19.995,194.623,89.999,497.909,3905.086,4980.191,5.072,92.644,29.999,40.635,436,507.58,104.691,70.417,51.564,1.032,7360000000000000.0,9.35e+16,1.38e+17,3.02e+17,6e+17,32290.539,104.739,907.0,161,0,23222,169.27175
1031,wet,1104.162961,30.27,0.218,97,705.412,1.90408,11.603,15.085,19.997,201.795,90.001,497.376,4027.773,5083.95,5.065,92.04,29.997,48.011,436,517.508,107.628,71.32,50.952,1.037,5580000000000000.0,8.8e+16,1.38e+17,2.99e+17,6e+17,32537.016,102.829,899.0,156,0,23311,165.50300000000001
1032,dry,1092.749425,32.55,0.205,148,699.564,1.0001,15.045,14.96,19.998,200.519,90.0,500.17,4061.253,4899.577,5.026,91.453,29.997,57.117,436,521.413,108.063,72.141,50.637,1.021,1.17e+16,1.05e+17,2.54e+17,2.99e+17,6e+17,30799.8,103.001,882.0,152,0,31111,163.641
1033,wet,1094.904165,34.45,0.19,148,707.661,1.25767,17.886,14.974,19.995,201.975,89.999,499.999,3942.812,4932.54,5.035,89.861,29.994,39.188,365,522.262,107.057,70.271,52.233,1.021,1.14e+16,1.22e+17,1.38e+17,2.99e+17,6e+17,30537.234,104.583,880.0,159,0,31222,167.84025
1034,dry,1105.754021,42.17,0.21,98,723.872,1.61262,15.707,15.108,19.99,202.236,90.0,502.462,4031.279,4989.038,4.927,92.614,29.982,45.88,436,483.277,108.275,70.401,51.138,1.011,7620000000000000.0,1.17e+17,1.38e+17,2.98e+17,6e+17,33254.92,104.377,909.0,156,0,31333,177.29299999999998
1035,dry,999.8458027,24.49,0.203,97,716.982,0.9269,17.451,14.974,19.997,199.461,89.999,496.968,3961.823,5075.76,5.031,91.965,30.009,51.169,405,530.076,110.154,70.567,51.015,1.013,1.51e+16,8.7e+16,1.38e+17,3.02e+17,6e+17,32529.301,103.397,920.0,150,0,32133,170.4205
1036,wet,1124.101951,26.21,0.217,46,701.435,1.36145,14.664,15.029,20.0,203.443,90.001,496.803,3912.049,5047.235,5.033,91.325,30.004,46.793,436,528.894,104.87,72.355,50.9,1.031,1.08e+16,1.26e+17,1.38e+17,3.01e+17,6e+17,31724.033,103.021,913.0,159,0,32222,168.13375
1037,dry,934.3567075,34.19,0.194,186,719.909,0.67036,14.286,14.956,19.999,197.721,90.001,504.888,3944.087,4956.801,4.987,91.335,29.997,50.69,405,454.442,107.687,71.359,51.322,1.042,1.18e+16,6.74e+16,1.38e+17,3e+17,6e+17,32188.034,102.492,892.0,148,0,32311,174.87725
1038,dry,1034.529801,37.64,0.221,153,704.422,1.88646,14.89,15.106,20.0,202.812,90.002,497.049,4002.498,4939.562,5.04,93.239,29.996,6.197,405,490.508,109.468,70.016,50.579,1.041,1.53e+16,1.38e+17,1.38e+17,3e+17,6e+17,32481.944,103.514,879.0,154,0,33111,165.7305
1039,wet,1099.584874,26.89,0.2,82,689.862,0.88798,16.342,15.128,19.996,198.429,89.998,500.323,3956.773,4926.143,5.005,92.335,30.008,53.823,436,528.768,110.415,69.634,51.285,1.013,1.14e+16,1.45e+17,1.38e+17,3.01e+17,6e+17,32373.18,100.696,921.0,152,0,33222,163.8905
1040,wet,1071.853664,43.08,0.213,121,704.781,1.05713,14.749,15.006,19.995,197.594,90.0,502.379,4056.607,4941.828,5.014,92.137,29.999,45.692,365,509.816,108.946,71.823,50.58,1.034,1.27e+16,1.48e+17,1.38e+17,2.99e+17,6e+17,31400.424,100.826,882.0,155,0,33333,168.37025
1041,dry,1075.698265,33.47,0.208,124,703.775,2.18147,16.917,15.059,19.999,198.925,90.0,500.038,4042.905,4982.143,5.008,91.859,30.007,37.213,436,509.415,107.561,70.944,51.155,1.026,1.52e+16,1.76e+17,1.38e+17,3.02e+17,6e+17,30763.793,99.639,895.0,156,0,11133,172.01875
1042,dry,1039.367259,36.92,0.197,59,715.505,1.31503,15.842,14.788,20.009,201.192,90.0,500.848,3987.067,4970.261,5.014,92.849,30.007,47.187,405,516.877,109.055,70.467,51.33,1.024,1.73e+16,8.09e+16,1.38e+17,2.99e+17,6e+17,32021.918,102.771,909.0,153,0,11222,169.82625000000002
1043,wet,1073.721975,32.06,0.207,164,695.708,1.20536,13.988,14.904,20.003,201.11,90.0,501.052,3955.645,5001.707,4.984,90.514,30.005,33.933,436,537.942,109.296,69.779,51.833,1.035,1.18e+16,1.88e+17,1.38e+17,3.02e+17,6e+17,30633.38,104.584,905.0,154,0,11311,164.277
1044,wet,1145.256355,29.95,0.204,115,708.881,1.05396,13.134,15.074,20.005,204.58,90.0,497.968,3908.851,5139.623,5.067,91.647,30.002,31.45,436,528.79,107.562,68.809,50.716,1.037,1.04e+16,7.74e+16,9.51e+16,3.01e+17,6e+17,30605.867,102.588,886.0,156,0,12111,165.47025
1045,dry,1224.933966,29.79,0.196,8,702.273,0.72173,15.068,14.99,20.0,198.61,90.001,500.868,4070.865,5050.582,5.084,92.47,29.995,33.772,436,524.495,109.621,71.225,51.285,1.039,1.23e+16,7.14e+16,1.38e+17,2.99e+17,6e+17,32150.501,102.687,898.0,154,0,12222,165.11825000000002
1046,dry,1236.932859,28.05,0.203,167,708.257,0.97604,12.965,14.99,19.997,201.173,89.999,497.32,4073.84,5081.391,4.928,89.766,30.005,33.146,405,554.141,106.551,72.395,50.909,1.014,1.29e+16,1.37e+17,1.38e+17,2.99e+17,6e+17,33009.054,101.899,915.0,154,0,12333,174.58925
1047,dry,1102.838464,33.6,0.204,114,696.21,2.16264,15.755,15.005,20.003,199.005,90.0,498.841,4109.131,4954.072,5.035,90.765,30.0,47.645,405,505.045,107.389,70.481,50.32,0.987,1.35e+16,6.67e+16,1.38e+17,2.98e+17,6e+17,31843.827,100.682,912.0,152,0,13222,167.0525
1048,wet,1151.560926,32.18,0.206,104,708.267,1.65988,13.311,14.958,20.001,201.381,90.001,497.008,4017.526,5046.224,5.043,93.139,29.99,56.532,436,511.826,108.456,71.438,50.623,1.01,2.21e+16,1.51e+17,1.38e+17,3.01e+17,6e+17,31872.384,104.516,898.0,152,0,13311,172.19175
1049,dry,1047.141233,35.01,0.214,122,709.319,1.59416,13.606,15.079,20.003,202.401,90.001,501.854,4079.103,5011.243,5.052,91.971,29.993,68.056,436,500.912,107.193,71.532,50.292,1.04,9310000000000000.0,4.15e+16,1.38e+17,2.99e+17,6e+17,31336.263,102.568,895.0,156,0,21111,176.10475
1050,wet,1053.521736,38.58,0.201,130,720.601,1.46398,17.619,15.13,19.997,195.089,90.0,498.59,4208.676,4859.641,5.047,90.932,30.016,43.378,405,542.537,108.586,71.573,50.69,1.016,1.36e+16,1.18e+17,1.38e+17,3.01e+17,6e+17,33259.559,103.466,866.0,157,0,21222,166.45025
1051,wet,1012.505975,31.09,0.209,158,711.69,1.44505,16.3,15.06,19.997,201.484,89.999,498.456,4075.958,4919.492,4.96,90.563,30.006,26.238,405,526.796,109.346,71.271,51.365,1.064,1.45e+16,9.28e+16,1.38e+17,2.98e+17,6e+17,31061.816,100.571,908.0,153,0,21333,169.6725
1052,wet,1136.362631,33.94,0.213,68,707.981,1.52833,14.706,15.061,19.991,203.223,90.001,498.723,3995.777,5012.291,5.077,92.931,29.999,55.854,405,517.972,107.295,71.035,51.542,1.046,1.18e+16,1.38e+17,1.13e+17,2.98e+17,6e+17,32412.623,100.917,905.0,150,0,22133,169.32025
1053,dry,874.7659355,22.47,0.222,229,719.042,0.75583,16.684,15.049,20.004,199.464,90.0,499.464,3989.271,4986.589,4.988,91.042,29.998,46.51,405,513.166,109.705,71.904,52.126,1.053,5910000000000000.0,2.54e+16,2.64e+17,3.01e+17,6e+17,32473.356,105.315,861.0,158,0,12133,172.1105
1054,dry,874.9213473,22.48,0.222,229,719.07,0.67822,16.93,15.014,20.002,199.89,90.0,499.89,3997.81,4997.262,5.012,91.411,29.996,55.266,405,508.251,110.249,71.907,52.343,1.059,1.26e+16,9.82e+16,1.38e+17,3.01e+17,6e+17,32478.804,105.858,860.0,159,0,12311,172.69250000000002
1055,dry,874.6567849,22.48,0.224,231,720.337,1.00094,18.774,14.957,19.995,200.404,89.999,500.404,4008.075,5010.094,5.011,91.484,30.006,51.201,405,518.033,110.26,72.034,52.308,1.058,3880000000000000.0,9.24e+16,3.9e+16,3e+17,6e+17,32479.394,105.769,861.0,159,0,13111,173.28425
1056,dry,874.49514,22.46,0.223,230,720.149,0.94321,17.192,14.959,20.003,200.525,90.001,500.525,4010.5,5013.125,5.01,91.538,29.994,48.472,405,508.752,110.231,72.015,52.325,1.058,1.53e+16,8.62e+16,1.38e+17,3e+17,6e+17,32475.954,105.814,860.0,159,0,13222,172.91225
1057,dry,874.6475224,22.48,0.223,230,720.06,0.80788,16.456,15.005,20.004,200.524,90.0,500.524,4010.486,5013.107,5.012,91.542,30.0,57.166,405,511.851,110.369,72.006,52.381,1.06,4100000000000000.0,1.67e+16,1.77e+16,2.98e+17,6e+17,32473.014,105.952,861.0,159,0,13333,174.98999999999998
1058,dry,874.650001,22.51,0.223,230,719.864,0.78753,16.714,14.991,19.999,200.489,90.0,500.489,4009.779,5012.223,5.013,91.805,29.994,54.164,405,513.493,110.857,71.986,52.406,1.06,1.98e+16,9.28e+16,1.38e+17,3.01e+17,6e+17,32492.602,106.016,860.0,159,0,21133,172.316
1059,dry,875.2490053,22.49,0.225,232,721.949,0.8419,16.767,14.876,20.001,201.054,90.0,501.054,4021.084,5026.355,5.027,91.705,29.988,56.267,405,512.855,110.866,72.195,52.573,1.064,1.69e+16,1.6e+17,1.38e+17,3e+17,6e+17,32486.114,106.433,861.0,160,0,21222,174.66225
1060,dry,874.9722399,22.48,0.225,232,721.375,0.85564,16.059,15.133,19.999,201.209,90.0,501.209,4024.184,5030.23,5.031,91.794,30.002,58.781,405,512.409,110.764,72.137,52.568,1.064,1.49e+16,1.49e+17,3.5e+16,3.01e+17,6e+17,32477.288,106.419,861.0,160,0,21311,174.21875
1061,dry,874.9106295,22.48,0.225,232,721.646,0.88105,16.927,14.849,19.998,201.214,90.0,501.214,4024.274,5030.342,5.027,91.805,30.006,52.511,405,508.852,110.863,72.165,52.593,1.065,1.61e+16,2.89e+16,1.38e+17,3e+17,6e+17,32475.062,106.482,861.0,160,0,22111,171.88649999999998
1062,dry,874.934489,22.48,0.225,232,721.658,0.51518,16.395,15.075,20.006,201.005,89.999,501.005,4020.102,5025.128,5.028,91.721,29.99,52.717,405,506.429,110.82,72.166,52.621,1.066,1.48e+16,9.24e+16,1.38e+17,2.99e+17,6e+17,32474.777,106.552,860.0,160,0,22222,174.1395
1063,wet,1272.944225,44.95,0.225,32,727.786,0.72996,13.458,14.983,20.005,201.165,90.001,501.165,4023.292,5029.114,5.025,91.692,29.991,57.235,405,508.916,110.701,72.779,52.57,1.064,1.6e+16,9.24e+16,1.65e+17,3e+17,6e+17,32474.989,106.425,860.0,160,0,22333,174.42149999999998
1064,wet,1279.574302,45.02,0.225,32,725.688,0.79764,13.75,14.907,20.003,201.124,90.0,501.124,4022.471,5028.089,5.008,91.72,29.989,54.258,405,514.94,110.788,72.569,52.282,1.057,1.52e+16,1.01e+17,1.38e+17,2.99e+17,6e+17,32484.167,105.706,861.0,159,0,23133,173.372
1065,wet,1278.151204,44.99,0.225,32,714.309,0.81418,14.845,14.893,20.003,200.92,89.999,500.92,4018.404,5023.005,5.023,91.694,29.997,56.404,405,515.305,110.746,71.431,52.567,1.064,1.29e+16,9.99e+16,1.56e+16,3.01e+17,6e+17,32482.503,106.417,861.0,160,1,23222,167.65225
1066,wet,1272.018759,44.97,0.225,32,725.202,0.5937,20.046,15.084,20.01,201.088,90.0,501.088,4021.769,5027.211,5.027,91.717,30.0,57.353,405,509.664,110.657,72.52,52.483,1.062,1.37e+16,9.24e+16,1.38e+17,3.01e+17,6e+17,32478.466,106.208,861.0,159,0,23311,172.40050000000002
1067,wet,1273.67389,44.96,0.225,32,727.572,0.72065,13.221,14.966,20.001,201.159,90.0,501.159,4023.187,5028.983,5.028,91.789,29.998,50.005,405,508.186,110.568,72.757,52.411,1.06,1.65e+16,1.65e+17,1.38e+17,3.03e+17,6e+17,32471.405,106.027,860.0,159,0,31111,173.868
1068,wet,1274.307552,44.97,0.225,32,729.613,0.9997,11.396,15.086,20.0,201.252,90.001,501.252,4025.04,5031.3,5.035,91.92,30.003,50.959,405,509.796,110.469,72.961,52.464,1.062,2.05e+16,1.7e+17,1.38e+17,3e+17,6e+17,32474.891,106.16,860.0,159,0,31222,173.27825
1069,wet,1275.455879,44.99,0.224,31,718.579,0.83879,11.711,15.041,20.003,201.403,90.002,501.403,4028.054,5035.067,5.035,91.812,30.002,59.032,405,516.204,110.436,71.858,52.404,1.06,1.98e+16,9.24e+16,1.38e+17,3e+17,6e+17,32470.956,106.01,860.0,159,0,31333,171.16974999999996
1070,wet,1269.839966,45.03,0.225,32,711.095,0.91121,13.607,14.989,20.003,201.132,89.999,501.132,4022.646,5028.308,5.029,91.919,30.01,50.527,405,514.286,110.36,71.11,52.382,1.06,1.56e+16,1.12e+17,2.05e+16,3e+17,6e+17,32470.502,105.956,860.0,159,0,32133,169.89875
1071,wet,1268.496552,45.01,0.224,31,725.309,0.7121,20.608,14.928,19.997,201.345,90.0,501.345,4026.909,5033.637,5.034,92.557,30.004,60.929,405,513.875,111.466,72.531,52.336,1.058,2.07e+16,9.24e+16,1.38e+17,3.01e+17,6e+17,32479.61,105.84,860.0,159,0,32222,173.62725
1072,wet,1272.234319,44.98,0.227,34,725.928,0.3825,12.714,14.974,20.002,203.123,89.999,503.123,4062.451,5078.064,5.071,92.103,30.0,52.751,405,499.603,110.59,72.593,52.705,1.068,1.8e+16,8.75e+16,1.38e+17,3.02e+17,6e+17,32473.864,106.764,860.0,160,0,32311,174.432
1073,wet,1281.904577,44.96,0.226,33,722.571,1.26642,13.829,14.99,20.003,201.96,90.001,501.96,4039.208,5049.009,5.054,92.21,30.005,48.958,405,507.852,110.453,72.257,52.385,1.06,1.53e+16,2.33e+16,1.38e+17,3e+17,6e+17,32455.142,105.962,860.0,159,0,33111,173.44275
1074,wet,1278.781256,44.97,0.225,32,716.389,1.11102,12.358,15.017,19.998,202.197,90.001,502.197,4043.939,5054.924,5.055,92.235,30.002,46.75,405,503.27,110.296,71.639,52.326,1.058,1.86e+16,1.83e+17,2.23e+16,2.99e+17,6e+17,32442.676,105.815,860.0,159,0,33222,174.84725
1075,wet,1272.288779,44.96,0.225,32,712.382,0.75859,13.568,15.094,19.997,202.152,90.0,502.152,4043.038,5053.797,5.056,92.336,30.001,52.937,405,503.04,110.208,71.238,52.285,1.057,1.59e+16,1.3e+17,1.38e+17,2.99e+17,6e+17,32423.651,105.711,860.0,159,0,33333,174.0205
1076,wet,1277.848427,45.01,0.225,32,721.441,0.92047,20.8,14.984,19.995,202.393,89.999,502.393,4047.864,5059.83,5.06,92.203,30.001,47.183,405,512.581,109.978,72.144,52.201,1.055,1.02e+16,9.24e+16,2.44e+17,3e+17,6e+17,32413.504,105.503,860.0,158,0,11133,172.03525
1077,wet,1282.615874,44.95,0.225,32,725.621,0.85457,11.582,15.106,20.0,202.294,90.0,502.294,4045.881,5057.352,5.061,92.313,29.996,46.103,405,505.509,109.978,72.562,52.031,1.051,2.02e+16,1.88e+17,1.38e+17,3.01e+17,6e+17,32415.844,105.079,860.0,158,0,11222,173.93025
1078,wet,1276.427083,44.94,0.224,31,715.821,0.84856,20.67,14.935,20.004,202.52,90.0,502.52,4050.393,5062.992,5.064,92.442,30.0,53.813,405,505.441,109.221,71.582,52.006,1.05,2950000000000000.0,3270000000000000.0,1.38e+17,3.01e+17,6e+17,32428.073,105.014,860.0,158,0,11311,171.65525
1079,wet,1281.11012,44.94,0.225,32,724.281,0.81772,10.83,15.005,19.999,202.335,90.0,502.335,4046.705,5058.382,5.035,92.043,29.994,46.438,405,507.155,109.398,72.428,51.709,1.043,2.17e+16,2.17e+17,1.38e+17,3.01e+17,6e+17,32424.728,104.272,860.0,156,0,12111,174.84525
1080,wet,936.3946877,33.37,0.195,66,702.454,0.62438,12.463,15.074,19.997,199.594,90.0,501.394,4035.394,5091.006,5.011,92.114,29.994,36.797,405,517.864,105.323,72.388,51.396,1.025,9270000000000000.0,8.88e+16,1.38e+17,3.01e+17,6e+17,31617.743,104.322,891.0,152,0,31111,166.56349999999998
