Unnamed: 0,No_Die,Etching_Chamber,Process 3,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Lot_Num,Wafer_Num,Datetime
542,NOLSM302330,3,Etching,475,1425,3642,5712,71.448,51.337,1.016,2,30,18-02-2019
543,NOLSM312431,1,Etching,124,1571,3644,5705,71.456,50.466,1.04,2,31,18-02-2019
544,NOLSM322532,2,Etching,479,1655,3653,5687,71.025,50.813,1.034,2,32,18-02-2019
545,NOLSM332633,3,Etching,395,1259,3666,5729,71.306,51.814,1.02,2,33,18-02-2019
546,NOLSM342734,1,Etching,387,1531,3658,5708,71.297,50.787,1.031,2,34,18-02-2019
547,NOLSM352835,2,Etching,304,1555,3685,5693,70.839,50.837,1.028,2,35,18-02-2019
548,NOLSM362936,3,Etching,484,1604,3668,5694,69.835,52.027,1.04,2,36,18-02-2019
549,NOLSM3721037,1,Etching,147,1492,3654,5716,70.848,51.578,1.001,2,37,18-02-2019
550,NOLSM3821138,2,Etching,543,1349,3658,5709,70.915,51.108,1.036,2,38,18-02-2019
551,NOLSM3921239,3,Etching,620,1462,3641,5734,69.914,51.379,1.037,2,39,18-02-2019
552,NOLSM4021340,1,Etching,404,1499,3648,5725,70.941,51.727,1.045,2,40,18-02-2019
553,NOLSM4121441,2,Etching,389,1522,3628,5738,71.774,51.297,1.054,2,41,18-02-2019
554,NOLSM4221542,3,Etching,228,1219,3658,5717,69.947,51.177,1.019,2,42,18-02-2019
555,NOLSM4321643,1,Etching,480,1382,3689,5722,71.607,50.932,1.034,2,43,18-02-2019
556,NOLSM4421744,2,Etching,324,1624,3640,5743,71.176,52.269,1.032,2,44,18-02-2019
557,NOLSM4521845,3,Etching,208,1474,3646,5737,70.758,51.796,1.008,2,45,18-02-2019
558,NOLSM4621946,1,Etching,419,1528,3677,5728,70.973,51.77,1.012,2,46,18-02-2019
559,NOLSM4722047,2,Etching,481,1479,3648,5710,71.049,51.212,1.024,2,47,18-02-2019
560,NOLSM4822148,3,Etching,319,1676,3672,5722,70.119,51.77,1.033,2,48,18-02-2019
561,NOLSM4922249,1,Etching,411,1499,3654,5732,72.115,50.716,1.037,2,49,18-02-2019
562,NOLSM5022350,2,Etching,339,1407,3643,5711,70.245,50.29,1.017,2,50,18-02-2019
563,NOLSM5122451,3,Etching,237,1375,3635,5722,70.437,50.087,1.027,2,51,18-02-2019
564,NOLSM5222552,1,Etching,272,1485,3663,5716,70.888,51.091,1.014,2,52,18-02-2019
565,NOLSM5322653,2,Etching,616,1374,3651,5724,70.392,50.488,1.056,2,53,18-02-2019
566,NOLSM5422754,3,Etching,387,1678,3688,5705,72.489,51.776,1.034,2,54,18-02-2019
567,NOLSM568221568,1,Etching,192,1423,3642,5683,71.303,51.476,1.037,22,28,18-02-2019
568,NOLSM569222569,2,Etching,194,1397,3641,5714,71.161,51.463,1.037,22,29,18-02-2019
569,NOLSM570223570,3,Etching,245,1709,3641,5719,71.239,51.495,1.047,22,30,18-02-2019
570,NOLSM571224571,1,Etching,204,1468,3640,5699,71.296,51.45,1.048,22,31,18-02-2019
571,NOLSM572225572,2,Etching,192,1466,3638,5713,71.324,51.567,1.048,22,32,18-02-2019
572,NOLSM573226573,3,Etching,253,1390,3642,5730,71.366,51.581,1.047,22,33,18-02-2019
573,NOLSM574227574,1,Etching,187,1561,3638,5698,71.403,51.384,1.047,22,34,18-02-2019
574,NOLSM575228575,2,Etching,172,1665,3635,5723,71.361,51.396,1.046,22,35,18-02-2019
575,NOLSM576229576,3,Etching,213,1573,3641,5695,71.442,51.35,1.047,22,36,18-02-2019
576,NOLSM5772210577,1,Etching,205,1526,3639,5718,71.283,51.261,1.051,22,37,18-02-2019
577,NOLSM5782211578,2,Etching,182,1481,3640,5690,71.323,51.566,1.052,22,38,18-02-2019
578,NOLSM5792212579,3,Etching,143,1588,3640,5715,71.519,51.449,1.053,22,39,18-02-2019
579,NOLSM5802213580,1,Etching,196,1441,3641,5711,71.41,51.256,1.056,22,40,18-02-2019
580,NOLSM5812214581,2,Etching,122,1304,3635,5721,71.36,51.265,1.032,22,41,18-02-2019
581,NOLSM5822215582,3,Etching,265,1402,3641,5713,71.327,51.141,1.029,22,42,18-02-2019
582,NOLSM5832216583,1,Etching,179,1340,3633,5691,71.069,51.761,1.044,22,43,18-02-2019
583,NOLSM5842217584,2,Etching,187,1472,3635,5695,71.107,51.6,1.04,22,44,18-02-2019
584,NOLSM5852218585,3,Etching,192,1376,3634,5725,71.081,50.912,1.035,22,45,18-02-2019
585,NOLSM5862219586,1,Etching,174,1400,3637,5695,71.178,51.963,1.032,22,46,18-02-2019
586,NOLSM5872220587,2,Etching,206,1422,3639,5711,71.276,53.272,1.037,22,47,18-02-2019
587,NOLSM5882221588,3,Etching,170,1392,3640,5710,71.304,50.718,1.036,22,48,18-02-2019
588,NOLSM5892222589,1,Etching,299,1332,3639,5694,71.211,52.102,1.031,22,49,18-02-2019
589,NOLSM5902223590,2,Etching,213,1477,3641,5714,71.358,50.724,1.031,22,50,18-02-2019
590,NOLSM5912224591,3,Etching,277,1346,3642,5726,71.22,50.849,1.029,22,51,18-02-2019
591,NOLSM5922225592,1,Etching,221,1409,3643,5686,71.355,51.179,1.033,22,52,18-02-2019
592,NOLSM5932226593,2,Etching,203,1464,3640,5708,71.376,51.177,1.029,22,53,18-02-2019
593,NOLSM5942227594,3,Etching,161,1471,3639,5691,71.276,51.828,1.031,22,54,18-02-2019
594,NOLSM2821,2,Etching,402,1399,3648,5735,70.341,51.052,1.06,2,1,18-02-2019
595,NOLSM2922,3,Etching,288,1457,3669,5712,71.972,52.479,1.042,2,2,18-02-2019
596,NOLSM3023,3,Etching,475,1425,3642,5712,71.448,51.337,1.016,2,3,18-02-2019
597,NOLSM3124,1,Etching,124,1571,3644,5705,71.456,50.466,1.04,2,4,18-02-2019
598,NOLSM3225,1,Etching,479,1655,3653,5687,71.025,50.813,1.034,2,5,18-02-2019
599,NOLSM3326,3,Etching,395,1259,3666,5729,71.306,51.814,1.02,2,6,18-02-2019
600,NOLSM3427,3,Etching,387,1531,3658,5708,71.297,50.787,1.031,2,7,18-02-2019
601,NOLSM3528,2,Etching,304,1555,3685,5693,70.839,50.837,1.028,2,8,18-02-2019
602,NOLSM3629,1,Etching,484,1604,3668,5694,69.835,52.027,1.04,2,9,18-02-2019
603,NOLSM37210,1,Etching,147,1492,3654,5716,70.848,51.578,1.001,2,10,18-02-2019
604,NOLSM38211,2,Etching,543,1349,3658,5709,70.915,51.108,1.036,2,11,18-02-2019
605,NOLSM39212,3,Etching,620,1462,3641,5734,69.914,51.379,1.037,2,12,18-02-2019
606,NOLSM40213,3,Etching,404,1499,3648,5725,70.941,51.727,1.045,2,13,18-02-2019
607,NOLSM41214,2,Etching,389,1522,3628,5738,71.774,51.297,1.054,2,14,18-02-2019
608,NOLSM42215,1,Etching,228,1219,3658,5717,69.947,51.177,1.019,2,15,18-02-2019
609,NOLSM43216,1,Etching,480,1382,3689,5722,71.607,50.932,1.034,2,16,18-02-2019
610,NOLSM44217,2,Etching,324,1624,3640,5743,71.176,52.269,1.032,2,17,18-02-2019
611,NOLSM45218,3,Etching,208,1474,3646,5737,70.758,51.796,1.008,2,18,18-02-2019
612,NOLSM46219,3,Etching,419,1528,3677,5728,70.973,51.77,1.012,2,19,18-02-2019
613,NOLSM47220,2,Etching,481,1479,3648,5710,71.049,51.212,1.024,2,20,18-02-2019
614,NOLSM48221,1,Etching,319,1676,3672,5722,70.119,51.77,1.033,2,21,18-02-2019
615,NOLSM49222,1,Etching,411,1499,3654,5732,72.115,50.716,1.037,2,22,18-02-2019
616,NOLSM50223,2,Etching,339,1407,3643,5711,70.245,50.29,1.017,2,23,18-02-2019
617,NOLSM51224,3,Etching,237,1375,3635,5722,70.437,50.087,1.027,2,24,18-02-2019
618,NOLSM52225,3,Etching,272,1485,3663,5716,70.888,51.091,1.014,2,25,18-02-2019
619,NOLSM53226,2,Etching,616,1374,3651,5724,70.392,50.488,1.056,2,26,18-02-2019
620,NOLSM54227,1,Etching,387,1678,3688,5705,72.489,51.776,1.034,2,27,18-02-2019
621,NOLSM568221,1,Etching,192,1423,3642,5683,71.303,51.476,1.037,22,1,18-02-2019
622,NOLSM569222,2,Etching,194,1397,3641,5714,71.161,51.463,1.037,22,2,18-02-2019
623,NOLSM570223,3,Etching,245,1500,3641,5719,71.239,51.495,1.037,22,3,18-02-2019
624,NOLSM571224,3,Etching,204,1383,3640,5699,71.296,51.45,1.036,22,4,18-02-2019
625,NOLSM572225,2,Etching,192,1361,3638,5713,71.324,51.567,1.039,22,5,18-02-2019
626,NOLSM573226,1,Etching,253,1597,3642,5730,71.366,51.581,1.04,22,6,18-02-2019
627,NOLSM574227,1,Etching,187,1382,3638,5698,71.403,51.384,1.035,22,7,18-02-2019
628,NOLSM575228,2,Etching,172,1351,3635,5723,71.361,51.396,1.035,22,8,18-02-2019
629,NOLSM576229,3,Etching,213,1443,3641,5713,71.442,51.35,1.034,22,9,18-02-2019
630,NOLSM5772210,3,Etching,205,1442,3639,5718,71.283,51.261,1.032,22,10,18-02-2019
631,NOLSM5782211,2,Etching,182,1415,3640,5690,71.323,51.566,1.039,22,11,18-02-2019
632,NOLSM5792212,1,Etching,143,1363,3640,5715,71.519,51.449,1.036,22,12,18-02-2019
633,NOLSM5802213,1,Etching,196,1401,3641,5711,71.41,51.256,1.031,22,13,18-02-2019
634,NOLSM5812214,2,Etching,122,1304,3635,5721,71.36,51.265,1.032,22,14,18-02-2019
635,NOLSM5822215,3,Etching,265,1447,3641,5713,71.327,51.141,1.029,22,15,18-02-2019
636,NOLSM5832216,3,Etching,179,1340,3633,5691,71.069,51.761,1.044,22,16,18-02-2019
637,NOLSM5842217,2,Etching,187,1472,3635,5695,71.107,51.6,1.04,22,17,18-02-2019
638,NOLSM5852218,1,Etching,192,1376,3634,5725,71.081,51.396,1.035,22,18,18-02-2019
639,NOLSM5862219,1,Etching,174,1400,3637,5695,71.178,51.271,1.032,22,19,18-02-2019
640,NOLSM5872220,2,Etching,206,1422,3639,5711,71.276,51.496,1.037,22,20,18-02-2019
641,NOLSM5882221,3,Etching,170,1392,3640,5710,71.304,51.44,1.036,22,21,18-02-2019
642,NOLSM5892222,2,Etching,299,1332,3639,5694,71.211,51.247,1.031,22,22,18-02-2019
643,NOLSM5902223,1,Etching,213,1477,3641,5714,71.358,51.247,1.031,22,23,18-02-2019
644,NOLSM5912224,1,Etching,277,1346,3642,5726,71.22,51.145,1.029,22,24,18-02-2019
645,NOLSM5922225,2,Etching,221,1409,3643,5686,71.355,51.327,1.033,22,25,18-02-2019
646,NOLSM5932226,3,Etching,203,1464,3640,5708,71.376,51.175,1.029,22,26,18-02-2019
647,NOLSM5942227,3,Etching,161,1471,3639,5691,71.276,51.221,1.031,22,27,18-02-2019
648,NOLSM553155,1,Etching,248,1557,3678,5683,72.076,51.556,1.057,3,28,19-02-2019
649,NOLSM563256,2,Etching,683,1546,3659,5717,71.472,51.805,1.033,3,29,19-02-2019
650,NOLSM573357,3,Etching,417,1455,3614,5717,70.563,51.521,1.039,3,30,19-02-2019
651,NOLSM583458,1,Etching,479,1466,3650,5741,71.001,51.364,1.034,3,31,19-02-2019
652,NOLSM593559,2,Etching,433,1466,3657,5724,69.269,51.915,1.03,3,32,19-02-2019
653,NOLSM603660,3,Etching,333,1695,3645,5726,70.209,51.41,1.035,3,33,19-02-2019
654,NOLSM613761,1,Etching,323,1427,3664,5685,69.944,50.735,1.016,3,34,19-02-2019
655,NOLSM623862,2,Etching,483,1426,3649,5724,69.75,50.183,1.028,3,35,19-02-2019
656,NOLSM633963,3,Etching,222,1497,3668,5723,71.255,50.189,1.0,3,36,19-02-2019
657,NOLSM6431064,1,Etching,479,1551,3677,5713,70.109,50.147,1.05,3,37,19-02-2019
658,NOLSM6531165,2,Etching,687,1324,3627,5699,70.977,50.912,1.024,3,38,19-02-2019
659,NOLSM6631266,3,Etching,285,1567,3671,5710,72.053,51.963,1.046,3,39,19-02-2019
660,NOLSM6731367,1,Etching,367,1553,3613,5687,70.353,53.272,1.034,3,40,19-02-2019
661,NOLSM6831468,2,Etching,189,1456,3644,5716,71.594,50.718,1.049,3,41,19-02-2019
662,NOLSM6931569,3,Etching,574,1459,3689,5697,69.995,52.102,1.033,3,42,19-02-2019
663,NOLSM7031670,1,Etching,309,1529,3639,5702,71.335,50.724,1.037,3,43,19-02-2019
664,NOLSM7131771,2,Etching,146,1395,3664,5718,71.135,50.849,1.023,3,44,19-02-2019
665,NOLSM7231872,3,Etching,405,1470,3670,5724,71.021,51.179,1.062,3,45,19-02-2019
666,NOLSM7331973,1,Etching,499,1448,3668,5717,71.413,51.177,1.037,3,46,19-02-2019
667,NOLSM7432074,2,Etching,169,1312,3663,5724,70.41,51.828,1.033,3,47,19-02-2019
668,NOLSM7532175,3,Etching,538,1522,3653,5723,70.518,51.486,1.029,3,48,19-02-2019
669,NOLSM7632276,1,Etching,224,1469,3639,5702,70.874,51.429,1.044,3,49,19-02-2019
670,NOLSM7732377,2,Etching,278,1711,3674,5731,70.992,50.959,1.027,3,50,19-02-2019
671,NOLSM7832478,3,Etching,278,1526,3654,5713,71.921,51.516,1.037,3,51,19-02-2019
672,NOLSM7932579,1,Etching,203,1501,3673,5720,71.077,51.937,1.017,3,52,19-02-2019
673,NOLSM8032680,2,Etching,394,1604,3647,5741,69.979,51.255,1.028,3,53,19-02-2019
674,NOLSM8132781,3,Etching,395,1445,3636,5764,72.843,51.506,1.007,3,54,19-02-2019
675,NOLSM595231595,1,Etching,198,1439,3641,5685,71.309,51.486,1.032,23,28,19-02-2019
676,NOLSM596232596,2,Etching,175,1465,3643,5720,71.431,51.429,1.034,23,29,19-02-2019
677,NOLSM597233597,3,Etching,202,1311,3636,5730,71.484,50.959,1.034,23,30,19-02-2019
678,NOLSM598234598,1,Etching,313,1407,3641,5704,71.477,51.516,1.037,23,31,19-02-2019
679,NOLSM599235599,2,Etching,224,1377,3648,5724,71.524,51.416,1.035,23,32,19-02-2019
680,NOLSM600236600,3,Etching,333,1271,3652,5718,71.532,51.486,1.037,23,33,19-02-2019
681,NOLSM601237601,1,Etching,269,1403,3640,5704,71.452,51.478,1.037,23,34,19-02-2019
682,NOLSM602238602,2,Etching,216,1445,3640,5709,71.323,51.665,1.042,23,35,19-02-2019
683,NOLSM603239603,3,Etching,236,1423,3631,5723,70.81,52.345,1.059,23,36,19-02-2019
684,NOLSM6042310604,1,Etching,151,1515,3646,5685,70.596,52.357,1.059,23,37,19-02-2019
685,NOLSM6052311605,2,Etching,207,1452,3645,5694,70.648,52.375,1.059,23,38,19-02-2019
686,NOLSM6062312606,3,Etching,212,1564,3650,5688,70.598,52.328,1.058,23,39,19-02-2019
687,NOLSM6072313607,1,Etching,218,1473,3658,5689,70.475,52.299,1.057,23,40,19-02-2019
688,NOLSM6082314608,2,Etching,177,1470,3645,5692,70.582,52.238,1.056,23,41,19-02-2019
689,NOLSM6092315609,3,Etching,221,1437,3656,5720,70.722,52.156,1.054,23,42,19-02-2019
690,NOLSM6102316610,1,Etching,175,1558,3646,5690,70.687,51.894,1.047,23,43,19-02-2019
691,NOLSM6112317611,2,Etching,388,1553,3648,5717,70.644,51.915,1.048,23,44,19-02-2019
692,NOLSM6122318612,3,Etching,242,1709,3655,5702,70.386,51.933,1.048,23,45,19-02-2019
693,NOLSM6132319613,1,Etching,212,1468,3655,5714,70.494,51.884,1.047,23,46,19-02-2019
694,NOLSM6142320614,2,Etching,248,1466,3643,5719,70.394,51.873,1.047,23,47,19-02-2019
695,NOLSM6152321615,3,Etching,225,1390,3640,5700,70.555,51.85,1.046,23,48,19-02-2019
696,NOLSM6162322616,1,Etching,136,1561,3635,5709,70.564,51.875,1.047,23,49,19-02-2019
697,NOLSM6172323617,2,Etching,183,1665,3640,5701,70.842,52.051,1.051,23,50,19-02-2019
698,NOLSM6182324618,3,Etching,276,1573,3635,5703,70.702,52.072,1.052,23,51,19-02-2019
699,NOLSM6192325619,1,Etching,363,1526,3652,5728,70.878,52.119,1.053,23,52,19-02-2019
700,NOLSM6202326620,2,Etching,154,1481,3634,5723,70.882,52.226,1.056,23,53,19-02-2019
701,NOLSM6212327621,3,Etching,330,1588,3649,5713,70.99,52.176,1.054,23,54,19-02-2019
702,NOLSM5531,1,Etching,248,1557,3678,5683,72.076,51.556,1.057,3,1,19-02-2019
703,NOLSM5632,2,Etching,683,1546,3659,5717,71.472,51.805,1.033,3,2,19-02-2019
704,NOLSM5733,3,Etching,417,1455,3614,5717,70.563,51.521,1.039,3,3,19-02-2019
705,NOLSM5834,2,Etching,479,1466,3650,5741,71.001,51.364,1.034,3,4,19-02-2019
706,NOLSM5935,1,Etching,433,1466,3657,5724,69.269,51.915,1.03,3,5,19-02-2019
707,NOLSM6036,1,Etching,333,1695,3645,5726,70.209,51.41,1.035,3,6,19-02-2019
708,NOLSM6137,2,Etching,323,1427,3664,5685,69.944,50.735,1.016,3,7,19-02-2019
709,NOLSM6238,3,Etching,483,1426,3649,5724,69.75,50.183,1.028,3,8,19-02-2019
710,NOLSM6339,2,Etching,222,1497,3668,5723,71.255,50.189,1.0,3,9,19-02-2019
711,NOLSM64310,1,Etching,479,1551,3677,5713,70.109,50.147,1.05,3,10,19-02-2019
712,NOLSM65311,1,Etching,687,1324,3627,5699,70.977,50.912,1.024,3,11,19-02-2019
713,NOLSM66312,2,Etching,285,1567,3671,5710,72.053,51.963,1.046,3,12,19-02-2019
714,NOLSM67313,3,Etching,367,1553,3613,5687,70.353,53.272,1.034,3,13,19-02-2019
715,NOLSM68314,3,Etching,189,1456,3644,5716,71.594,50.718,1.049,3,14,19-02-2019
716,NOLSM69315,1,Etching,574,1459,3689,5697,69.995,52.102,1.033,3,15,19-02-2019
717,NOLSM70316,1,Etching,309,1529,3639,5702,71.335,50.724,1.037,3,16,19-02-2019
718,NOLSM71317,2,Etching,146,1395,3664,5718,71.135,50.849,1.023,3,17,19-02-2019
719,NOLSM72318,3,Etching,405,1470,3670,5724,71.021,51.179,1.062,3,18,19-02-2019
720,NOLSM73319,3,Etching,499,1448,3668,5717,71.413,51.177,1.037,3,19,19-02-2019
721,NOLSM74320,1,Etching,169,1312,3663,5724,70.41,51.828,1.033,3,20,19-02-2019
722,NOLSM75321,1,Etching,538,1522,3653,5723,70.518,51.486,1.029,3,21,19-02-2019
723,NOLSM76322,3,Etching,224,1469,3639,5702,70.874,51.429,1.044,3,22,19-02-2019
724,NOLSM77323,3,Etching,278,1711,3674,5731,70.992,50.959,1.027,3,23,19-02-2019
725,NOLSM78324,2,Etching,278,1526,3654,5713,71.921,51.516,1.037,3,24,19-02-2019
726,NOLSM79325,1,Etching,203,1501,3673,5720,71.077,51.937,1.017,3,25,19-02-2019
727,NOLSM80326,1,Etching,394,1604,3647,5741,69.979,51.255,1.028,3,26,19-02-2019
728,NOLSM81327,2,Etching,395,1445,3636,5764,72.843,51.506,1.007,3,27,19-02-2019
729,NOLSM595231,2,Etching,198,1439,3641,5685,71.309,51.283,1.032,23,1,19-02-2019
730,NOLSM596232,1,Etching,220,1465,3643,5720,71.431,51.353,1.034,23,2,19-02-2019
731,NOLSM597233,1,Etching,102,1311,3636,5730,71.484,51.355,1.034,23,3,19-02-2019
732,NOLSM598234,2,Etching,177,1407,3641,5704,71.477,51.471,1.037,23,4,19-02-2019
733,NOLSM599235,3,Etching,306,1377,3648,5724,71.524,51.416,1.035,23,5,19-02-2019
734,NOLSM600236,3,Etching,270,1271,3652,5718,71.532,51.486,1.037,23,6,19-02-2019
735,NOLSM601237,2,Etching,189,1403,3640,5704,71.452,51.478,1.037,23,7,19-02-2019
736,NOLSM602238,1,Etching,214,1445,3640,5709,71.323,51.665,1.042,23,8,19-02-2019
737,NOLSM603239,1,Etching,160,1423,3631,5723,70.81,52.345,1.059,23,9,19-02-2019
738,NOLSM6042310,2,Etching,388,1515,3646,5685,70.596,52.357,1.059,23,10,19-02-2019
739,NOLSM6052311,3,Etching,373,1452,3645,5694,70.648,52.375,1.059,23,11,19-02-2019
740,NOLSM6062312,3,Etching,354,1564,3650,5688,70.598,52.328,1.058,23,12,19-02-2019
741,NOLSM6072313,2,Etching,225,1473,3638,5689,70.475,52.299,1.057,23,13,19-02-2019
742,NOLSM6082314,1,Etching,211,1470,3634,5692,70.582,52.238,1.056,23,14,19-02-2019
743,NOLSM6092315,1,Etching,147,1437,3637,5720,70.722,52.156,1.054,23,15,19-02-2019
744,NOLSM6102316,2,Etching,334,1558,3650,5690,70.687,51.894,1.047,23,16,19-02-2019
745,NOLSM6112317,3,Etching,388,1553,3655,5717,70.644,51.915,1.048,23,17,19-02-2019
746,NOLSM6122318,2,Etching,242,1492,3637,5702,70.386,51.933,1.048,23,18,19-02-2019
747,NOLSM6132319,1,Etching,212,1367,3636,5714,70.494,51.884,1.047,23,19,19-02-2019
748,NOLSM6142320,1,Etching,248,1436,3637,5719,70.394,51.873,1.047,23,20,19-02-2019
749,NOLSM6152321,2,Etching,225,1426,3640,5700,70.555,51.85,1.046,23,21,19-02-2019
750,NOLSM6162322,3,Etching,136,1297,3635,5709,70.564,51.875,1.047,23,22,19-02-2019
751,NOLSM6172323,3,Etching,183,1332,3640,5701,70.842,52.051,1.051,23,23,19-02-2019
752,NOLSM6182324,2,Etching,276,1410,3635,5703,70.702,52.072,1.052,23,24,19-02-2019
753,NOLSM6192325,1,Etching,363,1475,3652,5728,70.878,52.119,1.053,23,25,19-02-2019
754,NOLSM6202326,1,Etching,154,1361,3634,5723,70.882,52.226,1.056,23,26,19-02-2019
755,NOLSM6212327,2,Etching,330,1487,3649,5713,70.99,52.176,1.054,23,27,19-02-2019
756,NOLSM824182,1,Etching,340,1601,3666,5709,69.932,50.963,1.027,4,28,20-02-2019
757,NOLSM834283,2,Etching,351,1687,3677,5732,72.414,50.936,1.041,4,29,20-02-2019
758,NOLSM844384,3,Etching,39,1410,3625,5720,71.033,50.145,0.99,4,30,20-02-2019
759,NOLSM854485,1,Etching,386,1413,3631,5701,71.137,52.023,1.015,4,31,20-02-2019
760,NOLSM864586,2,Etching,298,1612,3656,5715,71.234,51.378,1.042,4,32,20-02-2019
761,NOLSM874687,3,Etching,110,1520,3635,5716,71.249,51.374,1.025,4,33,20-02-2019
762,NOLSM884788,1,Etching,308,1510,3675,5717,71.169,51.573,1.039,4,34,20-02-2019
763,NOLSM894889,2,Etching,392,1456,3682,5714,71.153,50.945,1.038,4,35,20-02-2019
764,NOLSM904990,3,Etching,488,1416,3662,5713,71.196,51.698,1.037,4,36,20-02-2019
765,NOLSM9141091,1,Etching,515,1494,3690,5694,71.174,51.168,1.05,4,37,20-02-2019
766,NOLSM9241192,2,Etching,261,1300,3646,5723,71.287,50.748,1.051,4,38,20-02-2019
767,NOLSM9341293,3,Etching,308,1615,3665,5719,71.17,50.612,1.044,4,39,20-02-2019
768,NOLSM9441394,1,Etching,181,1296,3635,5712,71.164,50.932,1.058,4,40,20-02-2019
769,NOLSM9541495,2,Etching,388,1488,3675,5727,71.119,51.579,1.021,4,41,20-02-2019
770,NOLSM9641596,3,Etching,242,1469,3684,5716,71.256,50.9,1.038,4,42,20-02-2019
771,NOLSM9741697,1,Etching,382,1495,3663,5727,71.402,50.65,1.027,4,43,20-02-2019
772,NOLSM9841798,2,Etching,285,1507,3630,5718,71.287,50.433,1.047,4,44,20-02-2019
773,NOLSM9941899,3,Etching,334,1295,3686,5688,72.783,51.061,1.045,4,45,20-02-2019
774,NOLSM100419100,1,Etching,357,1411,3668,5720,72.288,50.875,1.036,4,46,20-02-2019
775,NOLSM101420101,2,Etching,405,1584,3660,5732,70.823,50.187,1.036,4,47,20-02-2019
776,NOLSM102421102,3,Etching,373,1385,3632,5744,68.61,51.038,1.07,4,48,20-02-2019
777,NOLSM103422103,1,Etching,389,1373,3648,5707,68.215,51.024,1.045,4,49,20-02-2019
778,NOLSM104423104,2,Etching,301,1434,3681,5723,70.769,51.312,1.027,4,50,20-02-2019
779,NOLSM105424105,3,Etching,361,1532,3673,5701,71.02,51.082,1.05,4,51,20-02-2019
780,NOLSM106425106,1,Etching,254,1412,3655,5748,70.076,50.464,1.015,4,52,20-02-2019
781,NOLSM107426107,2,Etching,331,1494,3666,5729,70.284,51.916,1.042,4,53,20-02-2019
782,NOLSM108427108,3,Etching,413,1519,3657,5733,71.439,51.98,1.045,4,54,20-02-2019
783,NOLSM622241622,1,Etching,367,1441,3652,5695,70.91,52.172,1.054,24,28,20-02-2019
784,NOLSM623242623,2,Etching,228,1441,3637,5711,70.901,51.699,1.042,24,29,20-02-2019
785,NOLSM624243624,3,Etching,188,1402,3635,5692,70.754,51.774,1.044,24,30,20-02-2019
786,NOLSM625244625,1,Etching,185,1361,3635,5728,70.831,51.724,1.043,24,31,20-02-2019
787,NOLSM626245626,2,Etching,136,1406,3637,5729,70.785,51.737,1.043,24,32,20-02-2019
788,NOLSM627246627,3,Etching,114,1430,3634,5686,70.855,51.741,1.044,24,33,20-02-2019
789,NOLSM628247628,1,Etching,168,1304,3636,5709,70.82,51.738,1.043,24,34,20-02-2019
790,NOLSM629248629,2,Etching,189,1371,3640,5721,71.345,52.448,1.061,24,35,20-02-2019
791,NOLSM630249630,3,Etching,153,1411,3642,5726,71.189,52.372,1.059,24,36,20-02-2019
792,NOLSM6312410631,1,Etching,294,1462,3646,5689,71.159,52.223,1.056,24,37,20-02-2019
793,NOLSM6322411632,2,Etching,385,1471,3652,5705,71.141,52.251,1.056,24,38,20-02-2019
794,NOLSM6332412633,3,Etching,203,1421,3640,5705,71.154,52.104,1.053,24,39,20-02-2019
795,NOLSM6342413634,1,Etching,133,1407,3637,5681,70.959,52.047,1.051,24,40,20-02-2019
796,NOLSM6352414635,2,Etching,142,1493,3638,5707,71.017,51.995,1.05,24,41,20-02-2019
797,NOLSM6362415636,3,Etching,342,1464,3647,5691,71.014,51.77,1.044,24,42,20-02-2019
798,NOLSM6372416637,1,Etching,228,1340,3638,5707,70.929,51.7,1.042,24,43,20-02-2019
799,NOLSM6382417638,2,Etching,268,1392,3642,5687,71.007,51.681,1.042,24,44,20-02-2019
800,NOLSM6392418639,3,Etching,225,1383,3643,5691,71.038,51.663,1.042,24,45,20-02-2019
801,NOLSM6402419640,1,Etching,137,1472,3636,5704,70.885,51.633,1.041,24,46,20-02-2019
802,NOLSM6412420641,2,Etching,175,1450,3641,5684,70.954,51.613,1.04,24,47,20-02-2019
803,NOLSM6422421642,3,Etching,202,1588,3640,5712,70.988,51.604,1.04,24,48,20-02-2019
804,NOLSM6432422643,1,Etching,313,1284,3638,5730,71.055,51.645,1.041,24,49,20-02-2019
805,NOLSM6442423644,2,Etching,224,1339,3639,5732,71.194,51.987,1.05,24,50,20-02-2019
806,NOLSM6452424645,3,Etching,333,1433,3644,5693,71.187,51.785,1.045,24,51,20-02-2019
807,NOLSM6462425646,1,Etching,269,1337,3638,5728,71.077,51.72,1.043,24,52,20-02-2019
808,NOLSM6472426647,2,Etching,216,1367,3645,5704,72.172,51.255,1.031,24,53,20-02-2019
809,NOLSM6482427648,3,Etching,236,1421,3646,5700,72.227,51.229,1.031,24,54,20-02-2019
810,NOLSM8241,3,Etching,340,1601,3666,5709,69.932,50.963,1.027,4,1,20-02-2019
811,NOLSM8342,3,Etching,351,1687,3677,5732,72.414,50.936,1.041,4,2,20-02-2019
812,NOLSM8443,2,Etching,39,1410,3625,5720,72.35,50.145,0.99,4,3,20-02-2019
813,NOLSM8544,1,Etching,386,1413,3631,5701,70.872,52.023,1.015,4,4,20-02-2019
814,NOLSM8645,1,Etching,298,1612,3656,5715,71.361,51.378,1.042,4,5,20-02-2019
