No_Die,lithography_Chamber,Process 2-1,Line_CD,UV_type,Wavelength,Resolution,Energy_Exposure,Lot_Num,Wafer_Num,Datetime
NOLSM5912224,1,photo_li,29.508,G,436,555.3,108.411,22,24,18-02-2019
NOLSM5922225,2,photo_li,25.944,G,436,559.348,108.321,22,25,18-02-2019
NOLSM5932226,3,photo_li,29.002,G,436,553.441,107.886,22,26,18-02-2019
NOLSM5942227,1,photo_li,20.288,G,436,552.481,107.906,22,27,18-02-2019
NOLSM553155,1,photo_li,50.959,G,436,472.77,106.535,3,28,19-02-2019
NOLSM563256,1,photo_li,19.489,I,365,482.452,105.898,3,29,19-02-2019
NOLSM573357,1,photo_li,37.595,H,405,543.115,109.933,3,30,19-02-2019
NOLSM583458,1,photo_li,57.632,H,405,512.14,109.163,3,31,19-02-2019
NOLSM593559,1,photo_li,32.502,I,365,543.874,108.191,3,32,19-02-2019
NOLSM603660,1,photo_li,35.409,G,436,524.282,107.729,3,33,19-02-2019
NOLSM613761,1,photo_li,34.851,G,436,508.594,106.532,3,34,19-02-2019
NOLSM623862,1,photo_li,61.732,H,405,524.493,108.888,3,35,19-02-2019
NOLSM633963,1,photo_li,35.644,H,405,514.515,107.198,3,36,19-02-2019
NOLSM6431064,2,photo_li,54.002,G,436,510.573,106.878,3,37,19-02-2019
NOLSM6531165,2,photo_li,63.039,G,436,520.438,110.255,3,38,19-02-2019
NOLSM6631266,2,photo_li,32.483,H,405,510.172,107.626,3,39,19-02-2019
NOLSM6731367,2,photo_li,53.019,H,405,461.128,108.465,3,40,19-02-2019
NOLSM6831468,2,photo_li,42.139,H,405,508.149,109.544,3,41,19-02-2019
NOLSM6931569,2,photo_li,26.621,G,436,524.401,107.535,3,42,19-02-2019
NOLSM7031670,2,photo_li,45.388,I,365,499.581,108.73,3,43,19-02-2019
NOLSM7131771,2,photo_li,33.597,H,405,527.63,108.659,3,44,19-02-2019
NOLSM7231872,2,photo_li,48.717,I,365,545.807,108.75,3,45,19-02-2019
NOLSM7331973,3,photo_li,36.431,G,436,549.985,110.406,3,46,19-02-2019
NOLSM7432074,3,photo_li,52.151,G,436,496.8,109.647,3,47,19-02-2019
NOLSM7532175,3,photo_li,48.202,G,436,496.772,105.679,3,48,19-02-2019
NOLSM7632276,3,photo_li,63.105,I,365,511.754,106.842,3,49,19-02-2019
NOLSM7732377,3,photo_li,54.202,I,365,517.116,109.774,3,50,19-02-2019
NOLSM7832478,3,photo_li,44.627,G,436,504.57,110.116,3,51,19-02-2019
NOLSM7932579,3,photo_li,53.589,H,405,493.32,110.347,3,52,19-02-2019
NOLSM8032680,3,photo_li,38.084,H,405,551.658,109.48,3,53,19-02-2019
NOLSM8132781,3,photo_li,37.861,H,405,496.671,108.417,3,54,19-02-2019
NOLSM595231595,1,photo_li,25.966,G,436,556.551,108.409,23,28,19-02-2019
NOLSM596232596,1,photo_li,31.529,G,436,560.362,108.501,23,29,19-02-2019
NOLSM597233597,1,photo_li,29.444,G,436,548.929,108.572,23,30,19-02-2019
NOLSM598234598,1,photo_li,26.803,G,436,554.883,108.537,23,31,19-02-2019
NOLSM599235599,1,photo_li,29.287,G,436,543.68,108.596,23,32,19-02-2019
NOLSM600236600,1,photo_li,30.914,G,436,546.453,108.736,23,33,19-02-2019
NOLSM601237601,1,photo_li,30.059,G,436,553.464,108.864,23,34,19-02-2019
NOLSM602238602,1,photo_li,32.765,G,436,559.533,108.831,23,35,19-02-2019
NOLSM603239603,1,photo_li,49.812,G,436,542.479,110.419,23,36,19-02-2019
NOLSM6042310604,2,photo_li,45.462,G,436,545.682,110.338,23,37,19-02-2019
NOLSM6052311605,2,photo_li,42.44,G,436,547.698,110.332,23,38,19-02-2019
NOLSM6062312606,2,photo_li,49.83,G,436,548.749,110.185,23,39,19-02-2019
NOLSM6072313607,2,photo_li,45.629,G,436,557.687,110.149,23,40,19-02-2019
NOLSM6082314608,2,photo_li,37.814,G,436,542.705,109.941,23,41,19-02-2019
NOLSM6092315609,2,photo_li,38.76,G,436,543.717,109.367,23,42,19-02-2019
NOLSM6102316610,2,photo_li,35.724,G,436,552.836,109.359,23,43,19-02-2019
NOLSM6112317611,2,photo_li,34.701,G,436,550.608,109.383,23,44,19-02-2019
NOLSM6122318612,2,photo_li,37.626,G,436,559.091,109.39,23,45,19-02-2019
NOLSM6132319613,3,photo_li,55.04,H,405,510.691,109.307,23,46,19-02-2019
NOLSM6142320614,3,photo_li,47.455,H,405,503.094,109.195,23,47,19-02-2019
NOLSM6152321615,3,photo_li,48.975,H,405,516.917,109.359,23,48,19-02-2019
NOLSM6162322616,3,photo_li,53.36,H,405,505.848,109.766,23,49,19-02-2019
NOLSM6172323617,3,photo_li,45.079,H,405,504.537,109.778,23,50,19-02-2019
NOLSM6182324618,3,photo_li,46.403,H,405,506.203,110.012,23,51,19-02-2019
NOLSM6192325619,3,photo_li,55.019,H,405,507.611,110.257,23,52,19-02-2019
NOLSM6202326620,3,photo_li,45.496,H,405,502.756,110.147,23,53,19-02-2019
NOLSM6212327621,3,photo_li,43.429,H,405,494.07,110.168,23,54,19-02-2019
NOLSM5531,1,photo_li,50.959,G,436,472.77,106.535,3,1,19-02-2019
NOLSM5632,2,photo_li,19.489,I,365,482.452,105.898,3,2,19-02-2019
NOLSM5733,3,photo_li,37.595,H,405,543.115,109.933,3,3,19-02-2019
NOLSM5834,2,photo_li,57.632,H,405,512.14,109.163,3,4,19-02-2019
NOLSM5935,3,photo_li,32.502,I,365,543.874,108.191,3,5,19-02-2019
NOLSM6036,1,photo_li,35.409,G,436,524.282,107.729,3,6,19-02-2019
NOLSM6137,2,photo_li,34.851,G,436,508.594,106.532,3,7,19-02-2019
NOLSM6238,3,photo_li,61.732,H,405,524.493,108.888,3,8,19-02-2019
NOLSM6339,2,photo_li,35.644,H,405,514.515,107.198,3,9,19-02-2019
NOLSM64310,3,photo_li,54.002,G,436,510.573,106.878,3,10,19-02-2019
NOLSM65311,1,photo_li,63.039,G,436,520.438,110.255,3,11,19-02-2019
NOLSM66312,2,photo_li,32.483,H,405,510.172,107.626,3,12,19-02-2019
NOLSM67313,3,photo_li,53.019,H,405,461.128,108.465,3,13,19-02-2019
NOLSM68314,1,photo_li,42.139,H,405,508.149,109.544,3,14,19-02-2019
NOLSM69315,3,photo_li,26.621,G,436,524.401,107.535,3,15,19-02-2019
NOLSM70316,1,photo_li,45.388,I,365,499.581,108.73,3,16,19-02-2019
NOLSM71317,2,photo_li,33.597,H,405,527.63,108.659,3,17,19-02-2019
NOLSM72318,3,photo_li,48.717,I,365,545.807,108.75,3,18,19-02-2019
NOLSM73319,1,photo_li,36.431,G,436,549.985,110.406,3,19,19-02-2019
NOLSM74320,3,photo_li,52.151,G,436,496.8,109.647,3,20,19-02-2019
NOLSM75321,1,photo_li,48.202,G,436,496.772,105.679,3,21,19-02-2019
NOLSM76322,3,photo_li,63.105,I,365,511.754,106.842,3,22,19-02-2019
NOLSM77323,1,photo_li,54.202,I,365,517.116,109.774,3,23,19-02-2019
NOLSM78324,2,photo_li,44.627,G,436,504.57,110.116,3,24,19-02-2019
NOLSM79325,3,photo_li,53.589,H,405,493.32,110.347,3,25,19-02-2019
NOLSM80326,1,photo_li,38.084,H,405,551.658,109.48,3,26,19-02-2019
NOLSM81327,2,photo_li,37.861,H,405,496.671,108.417,3,27,19-02-2019
NOLSM595231,2,photo_li,25.966,G,436,556.551,108.409,23,1,19-02-2019
NOLSM596232,3,photo_li,31.529,G,436,560.362,108.501,23,2,19-02-2019
NOLSM597233,1,photo_li,29.444,G,436,548.929,108.572,23,3,19-02-2019
NOLSM598234,2,photo_li,26.803,G,436,554.883,108.537,23,4,19-02-2019
NOLSM599235,3,photo_li,29.287,G,436,543.68,108.596,23,5,19-02-2019
NOLSM600236,1,photo_li,30.914,G,436,546.453,108.736,23,6,19-02-2019
NOLSM601237,2,photo_li,30.059,G,436,553.464,108.864,23,7,19-02-2019
NOLSM602238,3,photo_li,32.765,G,436,559.533,108.831,23,8,19-02-2019
NOLSM603239,1,photo_li,49.812,G,436,542.479,110.419,23,9,19-02-2019
NOLSM6042310,2,photo_li,45.462,G,436,545.682,110.338,23,10,19-02-2019
NOLSM6052311,3,photo_li,42.44,G,436,547.698,110.332,23,11,19-02-2019
NOLSM6062312,1,photo_li,49.83,G,436,548.749,110.185,23,12,19-02-2019
NOLSM6072313,2,photo_li,45.629,G,436,557.687,110.149,23,13,19-02-2019
NOLSM6082314,3,photo_li,37.814,G,436,542.705,109.941,23,14,19-02-2019
NOLSM6092315,1,photo_li,38.76,G,436,543.717,109.367,23,15,19-02-2019
NOLSM6102316,2,photo_li,35.724,G,436,552.836,109.359,23,16,19-02-2019
NOLSM6112317,3,photo_li,34.701,G,436,550.608,109.383,23,17,19-02-2019
NOLSM6122318,2,photo_li,37.626,G,436,559.091,109.39,23,18,19-02-2019
NOLSM6132319,3,photo_li,55.04,H,405,510.691,109.307,23,19,19-02-2019
NOLSM6142320,1,photo_li,47.455,H,405,503.094,109.195,23,20,19-02-2019
NOLSM6152321,2,photo_li,48.975,H,405,516.917,109.359,23,21,19-02-2019
NOLSM6162322,3,photo_li,53.36,H,405,505.848,109.766,23,22,19-02-2019
NOLSM6172323,1,photo_li,45.079,H,405,504.537,109.778,23,23,19-02-2019
NOLSM6182324,2,photo_li,46.403,H,405,506.203,110.012,23,24,19-02-2019
NOLSM6192325,3,photo_li,55.019,H,405,507.611,110.257,23,25,19-02-2019
NOLSM6202326,1,photo_li,45.496,H,405,502.756,110.147,23,26,19-02-2019
NOLSM6212327,2,photo_li,43.429,H,405,494.07,110.168,23,27,19-02-2019
NOLSM824182,1,photo_li,53.342,H,405,505.765,110.496,4,28,20-02-2019
NOLSM834283,1,photo_li,31.877,H,405,561.132,106.356,4,29,20-02-2019
NOLSM844384,1,photo_li,34.537,G,436,498.878,107.259,4,30,20-02-2019
NOLSM854485,1,photo_li,40.392,H,405,530.042,107.832,4,31,20-02-2019
NOLSM864586,1,photo_li,55.102,H,405,523.904,104.924,4,32,20-02-2019
NOLSM874687,1,photo_li,42.673,H,405,519.77,108.385,4,33,20-02-2019
NOLSM884788,1,photo_li,39.994,I,365,573.108,107.338,4,34,20-02-2019
NOLSM894889,1,photo_li,53.953,G,436,510.206,106.294,4,35,20-02-2019
NOLSM904990,1,photo_li,39.513,H,405,528.284,110.137,4,36,20-02-2019
NOLSM9141091,2,photo_li,60.292,H,405,499.72,105.615,4,37,20-02-2019
NOLSM9241192,2,photo_li,39.894,G,436,478.819,109.143,4,38,20-02-2019
NOLSM9341293,2,photo_li,46.067,I,365,493.601,107.349,4,39,20-02-2019
NOLSM9441394,2,photo_li,39.017,H,405,502.903,106.812,4,40,20-02-2019
NOLSM9541495,2,photo_li,53.58,H,405,536.199,105.884,4,41,20-02-2019
NOLSM9641596,2,photo_li,22.465,H,405,489.102,110.385,4,42,20-02-2019
NOLSM9741697,2,photo_li,57.174,I,365,538.272,107.553,4,43,20-02-2019
NOLSM9841798,2,photo_li,31.144,G,436,491.954,108.461,4,44,20-02-2019
NOLSM9941899,2,photo_li,53.63,H,405,489.477,106.659,4,45,20-02-2019
NOLSM100419100,3,photo_li,38.097,H,405,507.892,108.504,4,46,20-02-2019
NOLSM101420101,3,photo_li,35.821,G,436,506.668,109.795,4,47,20-02-2019
NOLSM102421102,3,photo_li,49.151,I,365,519.983,106.731,4,48,20-02-2019
NOLSM103422103,3,photo_li,35.215,H,405,538.703,109.041,4,49,20-02-2019
NOLSM104423104,3,photo_li,48.353,G,436,545.009,109.881,4,50,20-02-2019
NOLSM105424105,3,photo_li,41.355,G,436,510.479,105.87,4,51,20-02-2019
NOLSM106425106,3,photo_li,40.31,G,436,520.21,107.258,4,52,20-02-2019
NOLSM107426107,3,photo_li,37.515,I,365,492.446,108.763,4,53,20-02-2019
NOLSM108427108,3,photo_li,46.075,G,436,494.534,109.104,4,54,20-02-2019
NOLSM622241622,1,photo_li,52.835,H,405,503.96,109.546,24,28,20-02-2019
NOLSM623242623,1,photo_li,49.03,H,405,516.232,109.044,24,29,20-02-2019
NOLSM624243624,1,photo_li,49.301,H,405,505.089,109.058,24,30,20-02-2019
NOLSM625244625,1,photo_li,53.793,H,405,502.762,109.073,24,31,20-02-2019
NOLSM626245626,1,photo_li,48.297,H,405,503.169,109.068,24,32,20-02-2019
NOLSM627246627,1,photo_li,53.493,H,405,498.389,109.016,24,33,20-02-2019
NOLSM628247628,1,photo_li,48.595,H,405,510.306,109.055,24,34,20-02-2019
NOLSM629248629,1,photo_li,55.968,H,405,509.604,110.289,24,35,20-02-2019
NOLSM630249630,1,photo_li,46.246,H,405,510.506,109.876,24,36,20-02-2019
NOLSM6312410631,2,photo_li,50.42,H,405,508.17,110.493,24,37,20-02-2019
NOLSM6322411632,2,photo_li,50.833,H,405,494.681,110.65,24,38,20-02-2019
NOLSM6332412633,2,photo_li,47.903,H,405,514.739,109.223,24,39,20-02-2019
NOLSM6342413634,2,photo_li,54.367,H,405,508.309,109.296,24,40,20-02-2019
NOLSM6352414635,2,photo_li,48.128,H,405,508.704,109.117,24,41,20-02-2019
NOLSM6362415636,2,photo_li,48.257,H,405,499.89,109.157,24,42,20-02-2019
NOLSM6372416637,2,photo_li,56.745,H,405,507.749,108.508,24,43,20-02-2019
NOLSM6382417638,2,photo_li,47.979,H,405,501.808,109.211,24,44,20-02-2019
NOLSM6392418639,2,photo_li,57.05,H,405,508.53,108.452,24,45,20-02-2019
NOLSM6402419640,3,photo_li,49.564,H,405,514.864,108.944,24,46,20-02-2019
NOLSM6412420641,3,photo_li,55.576,H,405,511.264,109.011,24,47,20-02-2019
NOLSM6422421642,3,photo_li,48.845,H,405,513.053,109.038,24,48,20-02-2019
NOLSM6432422643,3,photo_li,48.324,H,405,513.13,109.912,24,49,20-02-2019
NOLSM6442423644,3,photo_li,53.728,H,405,505.909,109.309,24,50,20-02-2019
NOLSM6452424645,3,photo_li,47.749,H,405,509.381,109.183,24,51,20-02-2019
NOLSM6462425646,3,photo_li,50.093,H,405,512.074,109.011,24,52,20-02-2019
NOLSM6472426647,3,photo_li,61.368,H,405,519.636,107.591,24,53,20-02-2019
NOLSM6482427648,3,photo_li,57.386,H,405,518.219,107.789,24,54,20-02-2019
NOLSM8241,3,photo_li,53.342,H,405,505.765,110.496,4,1,20-02-2019
NOLSM8342,1,photo_li,31.877,H,405,561.132,106.356,4,2,20-02-2019
NOLSM8443,2,photo_li,34.537,G,436,498.878,107.259,4,3,20-02-2019
NOLSM8544,3,photo_li,40.392,H,405,530.042,107.832,4,4,20-02-2019
NOLSM8645,1,photo_li,55.102,H,405,523.904,104.924,4,5,20-02-2019
NOLSM8746,2,photo_li,42.673,H,405,519.77,108.385,4,6,20-02-2019
NOLSM8847,3,photo_li,39.994,I,365,573.108,107.338,4,7,20-02-2019
NOLSM8948,2,photo_li,53.953,G,436,510.206,106.294,4,8,20-02-2019
NOLSM9049,3,photo_li,39.513,H,405,528.284,110.137,4,9,20-02-2019
NOLSM91410,1,photo_li,60.292,H,405,499.72,105.615,4,10,20-02-2019
NOLSM92411,2,photo_li,39.894,G,436,478.819,109.143,4,11,20-02-2019
NOLSM93412,3,photo_li,46.067,I,365,493.601,107.349,4,12,20-02-2019
NOLSM94413,1,photo_li,39.017,H,405,502.903,106.812,4,13,20-02-2019
NOLSM95414,2,photo_li,53.58,H,405,536.199,105.884,4,14,20-02-2019
NOLSM96415,3,photo_li,22.465,H,405,489.102,110.385,4,15,20-02-2019
NOLSM97416,1,photo_li,57.174,I,365,538.272,107.553,4,16,20-02-2019
NOLSM98417,3,photo_li,31.144,G,436,491.954,108.461,4,17,20-02-2019
NOLSM99418,1,photo_li,53.63,H,405,489.477,106.659,4,18,20-02-2019
NOLSM100419,2,photo_li,38.097,H,405,507.892,108.504,4,19,20-02-2019
NOLSM101420,3,photo_li,35.821,G,436,506.668,109.795,4,20,20-02-2019
NOLSM102421,1,photo_li,49.151,I,365,519.983,106.731,4,21,20-02-2019
NOLSM103422,2,photo_li,35.215,H,405,538.703,109.041,4,22,20-02-2019
NOLSM104423,3,photo_li,48.353,G,436,545.009,109.881,4,23,20-02-2019
NOLSM105424,2,photo_li,41.355,G,436,510.479,105.87,4,24,20-02-2019
NOLSM106425,3,photo_li,40.31,G,436,520.21,107.258,4,25,20-02-2019
NOLSM107426,1,photo_li,37.515,I,365,492.446,108.763,4,26,20-02-2019
NOLSM108427,2,photo_li,46.075,G,436,494.534,109.104,4,27,20-02-2019
NOLSM622241,3,photo_li,52.835,H,405,503.96,109.546,24,1,20-02-2019
NOLSM623242,1,photo_li,49.03,H,405,516.232,109.044,24,2,20-02-2019
NOLSM624243,2,photo_li,49.301,H,405,505.089,109.058,24,3,20-02-2019
NOLSM625244,3,photo_li,53.793,H,405,502.762,109.073,24,4,20-02-2019
NOLSM626245,1,photo_li,48.297,H,405,503.169,109.068,24,5,20-02-2019
NOLSM627246,3,photo_li,53.493,H,405,498.389,109.016,24,6,20-02-2019
NOLSM628247,1,photo_li,48.595,H,405,510.306,109.055,24,7,20-02-2019
NOLSM629248,3,photo_li,55.968,H,405,509.604,110.289,24,8,20-02-2019
NOLSM630249,1,photo_li,46.246,H,405,510.506,109.876,24,9,20-02-2019
NOLSM6312410,2,photo_li,50.42,H,405,508.17,110.493,24,10,20-02-2019
NOLSM6322411,3,photo_li,50.833,H,405,494.681,110.65,24,11,20-02-2019
NOLSM6332412,1,photo_li,47.903,H,405,514.739,109.223,24,12,20-02-2019
NOLSM6342413,3,photo_li,54.367,H,405,508.309,109.296,24,13,20-02-2019
NOLSM6352414,1,photo_li,48.128,H,405,508.704,109.117,24,14,20-02-2019
NOLSM6362415,2,photo_li,48.257,H,405,499.89,109.157,24,15,20-02-2019
NOLSM6372416,3,photo_li,56.745,H,405,507.749,108.508,24,16,20-02-2019
NOLSM6382417,2,photo_li,47.979,H,405,501.808,109.211,24,17,20-02-2019
NOLSM6392418,3,photo_li,57.05,H,405,508.53,108.452,24,18,20-02-2019
NOLSM6402419,1,photo_li,49.564,H,405,514.864,108.944,24,19,20-02-2019
NOLSM6412420,3,photo_li,55.576,H,405,511.264,109.011,24,20,20-02-2019
NOLSM6422421,1,photo_li,48.845,H,405,513.053,109.038,24,21,20-02-2019
NOLSM6432422,2,photo_li,48.324,H,405,513.13,109.912,24,22,20-02-2019
NOLSM6442423,3,photo_li,53.728,H,405,505.909,109.309,24,23,20-02-2019
NOLSM6452424,1,photo_li,47.749,H,405,509.381,109.183,24,24,20-02-2019
NOLSM6462425,2,photo_li,50.093,H,405,512.074,109.011,24,25,20-02-2019
NOLSM6472426,3,photo_li,61.368,H,405,519.636,107.591,24,26,20-02-2019
NOLSM6482427,1,photo_li,57.386,H,405,518.219,107.789,24,27,20-02-2019
NOLSM10951109,1,photo_li,23.208,G,436,518.141,111.269,5,28,21-02-2019
NOLSM11052110,1,photo_li,54.338,I,365,503.62,109.516,5,29,21-02-2019
NOLSM11153111,1,photo_li,21.793,I,365,577.168,108.003,5,30,21-02-2019
NOLSM11254112,1,photo_li,44.624,G,436,533.649,107.582,5,31,21-02-2019
NOLSM11355113,1,photo_li,47.453,H,405,518.448,107.283,5,32,21-02-2019
NOLSM11456114,1,photo_li,27.299,I,365,520.567,106.797,5,33,21-02-2019
NOLSM11557115,1,photo_li,33.684,I,365,500.336,108.757,5,34,21-02-2019
NOLSM11658116,1,photo_li,54.952,I,365,489.645,107.222,5,35,21-02-2019
NOLSM11759117,1,photo_li,56.691,H,405,498.478,109.438,5,36,21-02-2019
NOLSM118510118,2,photo_li,40.55,G,436,548.142,108.609,5,37,21-02-2019
NOLSM119511119,2,photo_li,63.703,I,365,508.108,108.03,5,38,21-02-2019
NOLSM120512120,2,photo_li,45.908,I,365,495.644,110.294,5,39,21-02-2019
NOLSM121513121,2,photo_li,32.526,H,405,513.586,104.707,5,40,21-02-2019
NOLSM122514122,2,photo_li,28.975,G,436,528.057,108.473,5,41,21-02-2019
NOLSM123515123,2,photo_li,30.132,I,365,505.191,108.774,5,42,21-02-2019
NOLSM124516124,2,photo_li,47.893,H,405,513.879,106.167,5,43,21-02-2019
NOLSM125517125,2,photo_li,53.539,I,365,541.012,107.664,5,44,21-02-2019
NOLSM126518126,2,photo_li,49.319,I,365,502.299,107.25,5,45,21-02-2019
NOLSM127519127,3,photo_li,56.109,I,365,496.44,108.236,5,46,21-02-2019
NOLSM128520128,3,photo_li,14.844,H,405,523.143,105.975,5,47,21-02-2019
NOLSM129521129,3,photo_li,45.605,I,365,535.391,108.121,5,48,21-02-2019
NOLSM130522130,3,photo_li,29.622,H,405,582.878,109.443,5,49,21-02-2019
NOLSM131523131,3,photo_li,23.274,H,405,526.716,105.333,5,50,21-02-2019
NOLSM132524132,3,photo_li,46.035,G,436,492.66,109.224,5,51,21-02-2019
NOLSM133525133,3,photo_li,41.096,H,405,523.452,106.604,5,52,21-02-2019
NOLSM134526134,3,photo_li,33.021,I,365,514.377,108.223,5,53,21-02-2019
NOLSM135527135,3,photo_li,30.746,G,436,522.227,106.178,5,54,21-02-2019
NOLSM649251649,1,photo_li,57.403,H,405,512.261,108.107,25,28,21-02-2019
NOLSM650252650,1,photo_li,69.025,H,405,504.412,106.524,25,29,21-02-2019
NOLSM651253651,1,photo_li,64.644,H,405,504.392,106.671,25,30,21-02-2019
NOLSM652254652,1,photo_li,67.347,H,405,504.214,106.714,25,31,21-02-2019
NOLSM653255653,1,photo_li,71.766,H,405,506.76,105.504,25,32,21-02-2019
NOLSM654256654,1,photo_li,62.728,H,405,503.366,106.95,25,33,21-02-2019
NOLSM655257655,1,photo_li,57.834,H,405,515.079,108.066,25,34,21-02-2019
NOLSM656258656,1,photo_li,58.547,H,405,505.267,108.184,25,35,21-02-2019
NOLSM657259657,1,photo_li,54.484,H,405,514.351,108.195,25,36,21-02-2019
NOLSM6582510658,2,photo_li,57.49,H,405,505.616,108.079,25,37,21-02-2019
NOLSM6592511659,2,photo_li,58.063,H,405,512.695,108.272,25,38,21-02-2019
NOLSM6602512660,2,photo_li,50.02,H,405,509.081,108.833,25,39,21-02-2019
NOLSM6612513661,2,photo_li,48.183,H,405,514.696,109.543,25,40,21-02-2019
NOLSM6622514662,2,photo_li,53.61,H,405,506.237,109.439,25,41,21-02-2019
NOLSM6632515663,2,photo_li,50.972,H,405,517.785,108.759,25,42,21-02-2019
NOLSM6642516664,2,photo_li,52.501,H,405,520.299,108.751,25,43,21-02-2019
NOLSM6652517665,2,photo_li,59.303,H,405,521.322,108.191,25,44,21-02-2019
NOLSM6662518666,2,photo_li,50.741,H,405,511.704,108.741,25,45,21-02-2019
NOLSM6672519667,3,photo_li,53.886,H,405,515.112,108.533,25,46,21-02-2019
NOLSM6682520668,3,photo_li,57.694,H,405,517.704,109.56,25,47,21-02-2019
NOLSM6692521669,3,photo_li,49.549,H,405,506.229,108.891,25,48,21-02-2019
NOLSM6702522670,3,photo_li,50.569,H,405,517.177,109.006,25,49,21-02-2019
NOLSM6712523671,3,photo_li,56.486,H,405,514.541,108.966,25,50,21-02-2019
NOLSM6722524672,3,photo_li,49.37,H,405,512.262,108.95,25,51,21-02-2019
NOLSM6732525673,3,photo_li,56.147,H,405,513.714,109.59,25,52,21-02-2019
NOLSM6742526674,3,photo_li,45.919,H,405,509.917,109.675,25,53,21-02-2019
NOLSM6752527675,3,photo_li,56.018,H,405,513.127,109.679,25,54,21-02-2019
NOLSM10951,3,photo_li,23.208,G,436,518.141,111.269,5,1,21-02-2019
NOLSM11052,2,photo_li,54.338,I,365,503.62,109.516,5,2,21-02-2019
NOLSM11153,3,photo_li,21.793,I,365,577.168,108.003,5,3,21-02-2019
NOLSM11254,1,photo_li,44.624,G,436,533.649,107.582,5,4,21-02-2019
NOLSM11355,2,photo_li,47.453,H,405,518.448,107.283,5,5,21-02-2019
NOLSM11456,3,photo_li,27.299,I,365,520.567,106.797,5,6,21-02-2019
NOLSM11557,1,photo_li,33.684,I,365,500.336,108.757,5,7,21-02-2019
NOLSM11658,2,photo_li,54.952,I,365,489.645,107.222,5,8,21-02-2019
NOLSM11759,3,photo_li,56.691,H,405,498.478,109.438,5,9,21-02-2019
NOLSM118510,1,photo_li,40.55,G,436,548.142,108.609,5,10,21-02-2019
NOLSM119511,2,photo_li,63.703,I,365,508.108,108.03,5,11,21-02-2019
NOLSM120512,3,photo_li,45.908,I,365,495.644,110.294,5,12,21-02-2019
NOLSM121513,1,photo_li,32.526,H,405,513.586,104.707,5,13,21-02-2019
NOLSM122514,2,photo_li,28.975,G,436,528.057,108.473,5,14,21-02-2019
NOLSM123515,3,photo_li,30.132,I,365,505.191,108.774,5,15,21-02-2019
NOLSM124516,1,photo_li,47.893,H,405,513.879,106.167,5,16,21-02-2019
NOLSM125517,2,photo_li,53.539,I,365,541.012,107.664,5,17,21-02-2019
NOLSM126518,3,photo_li,49.319,I,365,502.299,107.25,5,18,21-02-2019
NOLSM127519,1,photo_li,56.109,I,365,496.44,108.236,5,19,21-02-2019
NOLSM128520,2,photo_li,14.844,H,405,523.143,105.975,5,20,21-02-2019
NOLSM129521,3,photo_li,45.605,I,365,535.391,108.121,5,21,21-02-2019
NOLSM130522,1,photo_li,29.622,H,405,582.878,109.443,5,22,21-02-2019
NOLSM131523,2,photo_li,23.274,H,405,526.716,105.333,5,23,21-02-2019
NOLSM132524,3,photo_li,46.035,G,436,492.66,109.224,5,24,21-02-2019
NOLSM133525,1,photo_li,41.096,H,405,523.452,106.604,5,25,21-02-2019
NOLSM134526,2,photo_li,33.021,I,365,514.377,108.223,5,26,21-02-2019
NOLSM135527,3,photo_li,30.746,G,436,522.227,106.178,5,27,21-02-2019
NOLSM649251,2,photo_li,57.403,H,405,512.261,108.107,25,1,21-02-2019
NOLSM650252,3,photo_li,69.025,H,405,504.412,106.524,25,2,21-02-2019
NOLSM651253,1,photo_li,64.644,H,405,504.392,106.671,25,3,21-02-2019
NOLSM652254,2,photo_li,67.347,H,405,504.214,106.714,25,4,21-02-2019
NOLSM653255,3,photo_li,71.766,H,405,506.76,105.504,25,5,21-02-2019
NOLSM654256,1,photo_li,62.728,H,405,503.366,106.95,25,6,21-02-2019
NOLSM655257,2,photo_li,57.834,H,405,515.079,108.066,25,7,21-02-2019
NOLSM656258,3,photo_li,58.547,H,405,505.267,108.184,25,8,21-02-2019
NOLSM657259,1,photo_li,54.484,H,405,514.351,108.195,25,9,21-02-2019
NOLSM6582510,2,photo_li,57.49,H,405,505.616,108.079,25,10,21-02-2019
NOLSM6592511,3,photo_li,58.063,H,405,512.695,108.272,25,11,21-02-2019
NOLSM6602512,1,photo_li,50.02,H,405,509.081,108.833,25,12,21-02-2019
NOLSM6612513,2,photo_li,48.183,H,405,514.696,109.543,25,13,21-02-2019
NOLSM6622514,3,photo_li,53.61,H,405,506.237,109.439,25,14,21-02-2019
NOLSM6632515,1,photo_li,50.972,H,405,517.785,108.759,25,15,21-02-2019
NOLSM6642516,2,photo_li,52.501,H,405,520.299,108.751,25,16,21-02-2019
NOLSM6652517,3,photo_li,59.303,H,405,521.322,108.191,25,17,21-02-2019
NOLSM6662518,1,photo_li,50.741,H,405,511.704,108.741,25,18,21-02-2019
NOLSM6672519,2,photo_li,53.886,H,405,515.112,108.533,25,19,21-02-2019
NOLSM6682520,3,photo_li,57.694,H,405,517.704,109.56,25,20,21-02-2019
NOLSM6692521,1,photo_li,49.549,H,405,506.229,108.891,25,21,21-02-2019
NOLSM6702522,2,photo_li,50.569,H,405,517.177,109.006,25,22,21-02-2019
NOLSM6712523,3,photo_li,56.486,H,405,514.541,108.966,25,23,21-02-2019
NOLSM6722524,1,photo_li,49.37,H,405,512.262,108.95,25,24,21-02-2019
