,Unnamed: 0,No_Die,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Lot_Num,Wafer_Num,Datetime
196,817,NOLSM8948,2,Implantation,1.47E+16,1.43E+17,1.38E+17,3.02E+17,6.00E+17,30703.662,101.088,880,155,4,8,20-02-2019
197,818,NOLSM9049,1,Implantation,2.11E+16,1.20E+17,1.38E+17,3.04E+17,6.00E+17,32324.756,103.759,872,153,4,9,20-02-2019
198,819,NOLSM91410,1,Implantation,1.35E+16,1.13E+17,1.38E+17,3.00E+17,6.00E+17,31924.552,104.32,902,155,4,10,20-02-2019
199,820,NOLSM92411,2,Implantation,1.03E+16,9.43E+16,1.38E+17,2.99E+17,6.00E+17,31500.526,101.507,888,154,4,11,20-02-2019
200,821,NOLSM93412,3,Implantation,1.69E+16,2.38E+16,1.38E+17,3.02E+17,6.00E+17,32179.174,103.426,890,158,4,12,20-02-2019
201,822,NOLSM94413,3,Implantation,9.47E+15,1.05E+17,1.38E+17,3.00E+17,6.00E+17,30475.756,103.195,912,154,4,13,20-02-2019
202,823,NOLSM95414,2,Implantation,9.25E+15,1.27E+17,1.38E+17,2.99E+17,6.00E+17,31478.739,100.492,899,153,4,14,20-02-2019
203,824,NOLSM96415,1,Implantation,1.58E+16,1.39E+17,1.38E+17,3.01E+17,6.00E+17,32446.139,100.612,885,154,4,15,20-02-2019
204,825,NOLSM97416,1,Implantation,1.26E+16,1.16E+17,1.38E+17,3.01E+17,6.00E+17,32346.097,103.385,908,156,4,16,20-02-2019
205,826,NOLSM98417,3,Implantation,9.16E+15,1.49E+17,1.38E+17,2.98E+17,6.00E+17,31900.559,102.263,861,153,4,17,20-02-2019
206,827,NOLSM99418,3,Implantation,1.71E+16,1.23E+17,1.38E+17,2.99E+17,6.00E+17,32068.136,104.884,916,154,4,18,20-02-2019
207,828,NOLSM100419,2,Implantation,1.58E+16,1.02E+17,1.38E+17,3.03E+17,6.00E+17,31575.591,101.321,916,149,4,19,20-02-2019
208,829,NOLSM101420,1,Implantation,1.88E+16,1.91E+17,1.38E+17,3.02E+17,6.00E+17,32022.906,104.284,907,155,4,20,20-02-2019
209,830,NOLSM102421,1,Implantation,1.06E+16,1.33E+17,1.38E+17,3.01E+17,6.00E+17,30933.42,101.024,898,155,4,21,20-02-2019
210,831,NOLSM103422,2,Implantation,9.57E+15,1.21E+17,1.38E+17,3.01E+17,6.00E+17,31425.431,101.158,877,155,4,22,20-02-2019
211,832,NOLSM104423,3,Implantation,1.68E+16,1.26E+17,1.38E+17,3.01E+17,6.00E+17,32261.627,102.808,898,155,4,23,20-02-2019
212,833,NOLSM105424,2,Implantation,1.75E+16,1.73E+17,1.38E+17,3.01E+17,6.00E+17,32507.325,102.652,889,159,4,24,20-02-2019
213,834,NOLSM106425,1,Implantation,7.3E+15,5.36E+16,1.38E+17,3.01E+17,6.00E+17,31857.972,103.834,916,153,4,25,20-02-2019
214,835,NOLSM107426,1,Implantation,7.65E+15,1.34E+17,1.38E+17,3.00E+17,6.00E+17,30998.017,103.704,905,155,4,26,20-02-2019
215,836,NOLSM108427,2,Implantation,7.7E+15,1.17E+17,1.38E+17,3.00E+17,6.00E+17,31665.596,102.212,916,155,4,27,20-02-2019
1269,837,NOLSM622241,3,Implantation,1.48E+16,3.70E+16,1.38E+17,3.01E+17,6.00E+17,32298.709,105.43,915,158,24,1,20-02-2019
1270,838,NOLSM623242,3,Implantation,1.54E+16,9.24E+16,1.38E+17,2.99E+17,6.00E+17,32297.701,104.247,911,156,24,2,20-02-2019
1271,839,NOLSM624243,2,Implantation,8.28E+15,2.36E+16,1.38E+17,3.00E+17,6.00E+17,32299.957,104.436,910,157,24,3,20-02-2019
1272,840,NOLSM625244,1,Implantation,5.33E+15,2.76E+16,2.90E+16,3.00E+17,6.00E+17,32298.502,104.309,910,156,24,4,20-02-2019
1273,841,NOLSM626245,1,Implantation,1.23E+16,1.17E+17,1.38E+17,3.00E+17,6.00E+17,32302.461,104.342,910,157,24,5,20-02-2019
1274,842,NOLSM627246,3,Implantation,4.92E+15,3.51E+16,1.38E+17,3.02E+17,6.00E+17,32300.319,104.353,910,157,24,6,20-02-2019
1275,843,NOLSM628247,3,Implantation,2.16E+16,2.02E+17,1.38E+17,3.00E+17,6.00E+17,32300.86,104.344,909,157,24,7,20-02-2019
1276,844,NOLSM629248,1,Implantation,6.14E+15,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32296.362,106.121,909,159,24,8,20-02-2019
1277,845,NOLSM630249,1,Implantation,1.52E+16,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32303.654,105.93,910,159,24,9,20-02-2019
1278,846,NOLSM6312410,2,Implantation,1.47E+16,9.32E+16,1.38E+17,3.02E+17,6.00E+17,32302.162,105.558,909,158,24,10,20-02-2019
1279,847,NOLSM6322411,3,Implantation,1.27E+16,4.37E+16,1.65E+16,3.01E+17,6.00E+17,32300.976,105.627,909,158,24,11,20-02-2019
1280,848,NOLSM6332412,3,Implantation,1.79E+16,1.41E+17,1.38E+17,2.99E+17,6.00E+17,32299.379,105.26,909,158,24,12,20-02-2019
1281,849,NOLSM6342413,1,Implantation,1.32E+16,8.06E+16,1.38E+17,2.98E+17,6.00E+17,32299.596,105.117,909,158,24,13,20-02-2019
1282,850,NOLSM6352414,1,Implantation,1.33E+16,8.59E+16,1.18E+17,2.99E+17,6.00E+17,32298.052,104.988,909,157,24,14,20-02-2019
1283,851,NOLSM6362415,2,Implantation,1.14E+16,1.10E+17,1.38E+17,3.01E+17,6.00E+17,32301.209,104.424,909,157,24,15,20-02-2019
1284,852,NOLSM6372416,3,Implantation,1.44E+16,1.99E+16,1.38E+17,3.01E+17,6.00E+17,32299.831,104.249,909,156,24,16,20-02-2019
1285,853,NOLSM6382417,2,Implantation,1.41E+16,9.51E+16,1.38E+17,3.02E+17,6.00E+17,32303.551,104.201,910,156,24,17,20-02-2019
1286,854,NOLSM6392418,1,Implantation,1.40E+16,1.11E+17,8.27E+16,3.00E+17,6.00E+17,32296.526,104.157,909,156,24,18,20-02-2019
1287,855,NOLSM6402419,1,Implantation,1.09E+16,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32297.235,104.083,909,156,24,19,20-02-2019
1288,856,NOLSM6412420,3,Implantation,1.52E+16,7.30E+16,1.69E+17,3.00E+17,6.00E+17,32297.616,104.032,909,156,24,20,20-02-2019
1289,857,NOLSM6422421,3,Implantation,1.27E+16,3.73E+16,1.38E+17,2.99E+17,6.00E+17,32301.908,104.011,909,156,24,21,20-02-2019
1290,858,NOLSM6432422,2,Implantation,1.79E+16,4.12E+16,5.38E+16,3.03E+17,6.00E+17,32299.834,104.113,909,156,24,22,20-02-2019
1291,859,NOLSM6442423,1,Implantation,3.98E+15,3.84E+16,5.89E+16,3.00E+17,6.00E+17,32299.948,104.968,909,157,24,23,20-02-2019
1292,860,NOLSM6452424,1,Implantation,1.91E+16,9.28E+16,1.38E+17,2.99E+17,6.00E+17,32299.617,104.463,910,157,24,24,20-02-2019
1293,861,NOLSM6462425,2,Implantation,2.17E+16,1.49E+17,1.94E+17,3.00E+17,6.00E+17,32293.932,104.301,909,156,24,25,20-02-2019
1294,862,NOLSM6472426,3,Implantation,1.58E+16,1.47E+17,1.62E+17,3.00E+17,6.00E+17,32044.174,103.139,923,155,24,26,20-02-2019
1295,863,NOLSM6482427,3,Implantation,2.28E+15,2.62E+15,1.17E+17,3.00E+17,6.00E+17,32057.073,103.072,906,155,24,27,20-02-2019
216,864,NOLSM10951109,1,Implantation,8.47E+15,8.05E+16,1.38E+17,2.98E+17,6.00E+17,32034.605,104.846,896,158,5,28,21-02-2019
217,865,NOLSM11052110,2,Implantation,1.65E+16,1.04E+17,1.38E+17,3.01E+17,6.00E+17,32403.77,105.045,912,154,5,29,21-02-2019
218,866,NOLSM11153111,3,Implantation,1.13E+16,7.23E+16,1.38E+17,3.00E+17,6.00E+17,31560.731,105.841,875,154,5,30,21-02-2019
219,867,NOLSM11254112,1,Implantation,1.99E+16,9.90E+16,1.38E+17,3.02E+17,6.00E+17,29604.262,104.261,916,153,5,31,21-02-2019
220,868,NOLSM11355113,2,Implantation,1.33E+16,1.36E+17,1.09E+17,3.00E+17,6.00E+17,31732.122,103.62,880,156,5,32,21-02-2019
221,869,NOLSM11456114,3,Implantation,1.24E+16,1.89E+16,2.82E+17,3.01E+17,6.00E+17,31858.818,102.678,893,150,5,33,21-02-2019
222,870,NOLSM11557115,1,Implantation,8.74E+15,1.33E+16,1.38E+17,3.00E+17,6.00E+17,32187.195,102.447,914,153,5,34,21-02-2019
223,871,NOLSM11658116,2,Implantation,1.28E+16,6.20E+16,1.38E+17,3.02E+17,6.00E+17,30856.694,103.236,877,156,5,35,21-02-2019
224,872,NOLSM11759117,3,Implantation,9.6E+15,3.85E+16,1.38E+17,2.98E+17,6.00E+17,32042.018,103.967,917,154,5,36,21-02-2019
225,873,NOLSM118510118,1,Implantation,1.38E+16,8.86E+16,1.38E+17,3.01E+17,6.00E+17,31289.639,102.991,912,154,5,37,21-02-2019
226,874,NOLSM119511119,2,Implantation,1.30E+16,3.71E+16,1.38E+17,3.01E+17,6.00E+17,32524.693,101.322,903,154,5,38,21-02-2019
227,875,NOLSM120512120,3,Implantation,1.28E+16,6.14E+16,1.38E+17,2.99E+17,6.00E+17,32057.54,101.394,910,162,5,39,21-02-2019
228,876,NOLSM121513121,1,Implantation,6.99E+15,1.25E+17,2.20E+17,3.03E+17,6.00E+17,32900.689,103.55,913,156,5,40,21-02-2019
229,877,NOLSM122514122,2,Implantation,1.26E+16,7.82E+16,1.23E+17,3.01E+17,6.00E+17,31640.442,105.17,918,153,5,41,21-02-2019
230,878,NOLSM123515123,3,Implantation,3.99E+15,1.20E+17,1.21E+17,2.99E+17,6.00E+17,31856.772,102.377,883,156,5,42,21-02-2019
231,879,NOLSM124516124,1,Implantation,1.97E+15,1.16E+17,1.38E+17,2.99E+17,6.00E+17,32050.437,101.995,894,155,5,43,21-02-2019
232,880,NOLSM125517125,2,Implantation,1.63E+16,2.13E+17,1.38E+17,3.02E+17,6.00E+17,31710.986,105.264,930,152,5,44,21-02-2019
233,881,NOLSM126518126,3,Implantation,1.17E+16,5.35E+16,1.38E+17,3.01E+17,6.00E+17,31155.426,104.162,888,153,5,45,21-02-2019
234,882,NOLSM127519127,1,Implantation,4.15E+15,8.83E+16,1.38E+17,3.00E+17,6.00E+17,31707.301,104.286,903,153,5,46,21-02-2019
235,883,NOLSM128520128,2,Implantation,6.97E+15,1.18E+17,1.38E+17,3.00E+17,6.00E+17,31921.289,103.014,889,156,5,47,21-02-2019
236,884,NOLSM129521129,3,Implantation,1.10E+16,1.50E+17,1.82E+17,3.00E+17,6.00E+17,31234.441,103.453,883,153,5,48,21-02-2019
237,885,NOLSM130522130,1,Implantation,1.29E+16,5.57E+16,1.38E+17,3.00E+17,6.00E+17,30801.679,104.564,932,157,5,49,21-02-2019
238,886,NOLSM131523131,2,Implantation,1.33E+16,8.73E+16,1.38E+17,3.01E+17,6.00E+17,33283.059,100.908,896,154,5,50,21-02-2019
239,887,NOLSM132524132,3,Implantation,1.52E+16,9.85E+16,1.38E+17,2.99E+17,6.00E+17,31856.143,102.064,914,153,5,51,21-02-2019
240,888,NOLSM133525133,1,Implantation,7.86E+15,6.50E+16,1.38E+17,3.01E+17,6.00E+17,31565.934,104.243,904,158,5,52,21-02-2019
241,889,NOLSM134526134,2,Implantation,1.07E+16,9.39E+16,2.81E+17,3.00E+17,6.00E+17,32131.098,105.338,879,155,5,53,21-02-2019
242,890,NOLSM135527135,3,Implantation,1.21E+16,9.47E+16,1.38E+17,3.00E+17,6.00E+17,32248.673,100.598,921,156,5,54,21-02-2019
1296,891,NOLSM649251649,1,Implantation,2.00E+16,9.24E+16,9.62E+16,2.99E+17,6.00E+17,32054.907,102.945,909,154,25,28,21-02-2019
1297,892,NOLSM650252650,2,Implantation,1.29E+16,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32052.091,102.001,915,153,25,29,21-02-2019
1298,893,NOLSM651253651,3,Implantation,7.34E+15,9.24E+16,1.38E+17,2.99E+17,6.00E+17,32045.703,102.084,915,153,25,30,21-02-2019
1299,894,NOLSM652254652,1,Implantation,7.36E+15,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32045.121,101.727,914,153,25,31,21-02-2019
1300,895,NOLSM653255653,2,Implantation,1.19E+16,9.24E+16,1.38E+17,2.98E+17,6.00E+17,32045.65,101.34,902,152,25,32,21-02-2019
1301,896,NOLSM654256654,3,Implantation,4.19E+15,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32059.916,100.528,919,151,25,33,21-02-2019
1302,897,NOLSM655257655,1,Implantation,7.58E+15,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32050.475,103.27,923,155,25,34,21-02-2019
1303,898,NOLSM656258656,2,Implantation,1.02E+16,9.24E+16,2.24E+17,2.98E+17,6.00E+17,32054.103,103.474,910,155,25,35,21-02-2019
1304,899,NOLSM657259657,3,Implantation,4.08E+15,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32044.64,103.707,906,156,25,36,21-02-2019
1305,900,NOLSM6582510658,1,Implantation,4.59E+15,9.24E+16,1.38E+17,3.01E+17,6.00E+17,32040.609,102.727,906,154,25,37,21-02-2019
1306,901,NOLSM6592511659,2,Implantation,1.61E+16,1.02E+17,1.38E+17,3.00E+17,6.00E+17,32043.72,103.396,907,155,25,38,21-02-2019
1307,902,NOLSM6602512660,3,Implantation,5.06E+15,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32055.941,104.309,890,156,25,39,21-02-2019
1308,903,NOLSM6612513661,1,Implantation,8.13E+15,2.02E+16,1.38E+17,3.00E+17,6.00E+17,32051.147,104.403,861,157,25,40,21-02-2019
1309,904,NOLSM6622514662,2,Implantation,2.06E+16,9.24E+16,1.38E+17,3.01E+17,6.00E+17,32044.633,104.649,865,157,25,41,21-02-2019
1310,905,NOLSM6632515663,3,Implantation,1.21E+16,8.15E+16,1.38E+17,3.02E+17,6.00E+17,32039.65,104.761,865,157,25,42,21-02-2019
1311,906,NOLSM6642516664,1,Implantation,1.81E+16,5.50E+16,1.38E+17,3.00E+17,6.00E+17,32041.139,104.099,865,156,25,43,21-02-2019
1312,907,NOLSM6652517665,2,Implantation,2.44E+15,5.16E+16,2.90E+17,3.01E+17,6.00E+17,32043.715,104.149,865,156,25,44,21-02-2019
1313,908,NOLSM6662518666,3,Implantation,1.05E+16,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32040.817,103.505,869,155,25,45,21-02-2019
1314,909,NOLSM6672519667,1,Implantation,6.91E+15,9.24E+16,8.21E+15,2.98E+17,6.00E+17,32047.486,104.14,865,156,25,46,21-02-2019
1315,910,NOLSM6682520668,2,Implantation,9E+15,9.24E+16,1.84E+17,2.99E+17,6.00E+17,32043.586,104.742,865,157,25,47,21-02-2019
1316,911,NOLSM6692521669,3,Implantation,6.77E+15,6.76E+16,1.38E+17,2.99E+17,6.00E+17,32469.85,104.238,865,156,25,48,21-02-2019
1317,912,NOLSM6702522670,1,Implantation,1.15E+16,2.07E+16,1.38E+17,2.99E+17,6.00E+17,32466.046,104.536,866,157,25,49,21-02-2019
1318,913,NOLSM6712523671,2,Implantation,4.77E+15,5.1E+15,5.09E+16,3.01E+17,6.00E+17,32467.764,104.579,863,157,25,50,21-02-2019
1319,914,NOLSM6722524672,3,Implantation,5.88E+15,2.08E+16,2.62E+16,3.01E+17,6.00E+17,32472.189,104.59,866,157,25,51,21-02-2019
1320,915,NOLSM6732525673,1,Implantation,1.75E+16,1.74E+17,4.08E+16,2.99E+17,6.00E+17,32471.558,105.153,861,158,25,52,21-02-2019
1321,916,NOLSM6742526674,2,Implantation,2.09E+16,9.24E+16,1.38E+17,2.99E+17,6.00E+17,32468.26,105.083,861,158,25,53,21-02-2019
1322,917,NOLSM6752527675,3,Implantation,2.44E+15,4.19E+15,1.33E+17,2.99E+17,6.00E+17,32469.21,105.182,860,158,25,54,21-02-2019
243,918,NOLSM10951,3,Implantation,8.47E+15,8.05E+16,1.38E+17,2.98E+17,6.00E+17,32034.605,104.846,896,158,5,1,21-02-2019
244,919,NOLSM11052,2,Implantation,1.65E+16,1.04E+17,1.38E+17,3.01E+17,6.00E+17,32403.77,105.045,912,154,5,2,21-02-2019
245,920,NOLSM11153,1,Implantation,1.13E+16,7.23E+16,1.38E+17,3.00E+17,6.00E+17,31560.731,105.841,875,154,5,3,21-02-2019
246,921,NOLSM11254,1,Implantation,1.99E+16,9.90E+16,1.38E+17,3.02E+17,6.00E+17,29604.262,104.261,916,153,5,4,21-02-2019
247,922,NOLSM11355,2,Implantation,1.33E+16,1.36E+17,1.09E+17,3.00E+17,6.00E+17,31732.122,103.62,880,156,5,5,21-02-2019
248,923,NOLSM11456,3,Implantation,1.24E+16,1.89E+16,2.82E+17,3.01E+17,6.00E+17,31858.818,102.678,893,150,5,6,21-02-2019
249,924,NOLSM11557,3,Implantation,8.74E+15,1.33E+16,1.38E+17,3.00E+17,6.00E+17,32187.195,102.447,914,153,5,7,21-02-2019
250,925,NOLSM11658,2,Implantation,1.28E+16,6.20E+16,1.38E+17,3.02E+17,6.00E+17,30856.694,103.236,877,156,5,8,21-02-2019
251,926,NOLSM11759,1,Implantation,9.6E+15,3.85E+16,1.38E+17,2.98E+17,6.00E+17,32042.018,103.967,917,154,5,9,21-02-2019
252,927,NOLSM118510,1,Implantation,1.38E+16,8.86E+16,1.38E+17,3.01E+17,6.00E+17,31289.639,102.991,912,154,5,10,21-02-2019
253,928,NOLSM119511,2,Implantation,1.30E+16,3.71E+16,1.38E+17,3.01E+17,6.00E+17,32524.693,101.322,903,154,5,11,21-02-2019
254,929,NOLSM120512,3,Implantation,1.28E+16,6.14E+16,1.38E+17,2.99E+17,6.00E+17,32057.54,101.394,910,162,5,12,21-02-2019
255,930,NOLSM121513,3,Implantation,6.99E+15,1.25E+17,2.20E+17,3.03E+17,6.00E+17,32900.689,103.55,913,156,5,13,21-02-2019
256,931,NOLSM122514,2,Implantation,1.26E+16,7.82E+16,1.23E+17,3.01E+17,6.00E+17,31640.442,105.17,918,153,5,14,21-02-2019
257,932,NOLSM123515,1,Implantation,3.99E+15,1.20E+17,1.21E+17,2.99E+17,6.00E+17,31856.772,102.377,883,156,5,15,21-02-2019
258,933,NOLSM124516,1,Implantation,1.97E+15,1.16E+17,1.38E+17,2.99E+17,6.00E+17,32050.437,101.995,894,155,5,16,21-02-2019
259,934,NOLSM125517,2,Implantation,1.63E+16,2.13E+17,1.38E+17,3.02E+17,6.00E+17,31710.986,105.264,930,152,5,17,21-02-2019
260,935,NOLSM126518,3,Implantation,1.17E+16,5.35E+16,1.38E+17,3.01E+17,6.00E+17,31155.426,104.162,888,153,5,18,21-02-2019
261,936,NOLSM127519,3,Implantation,4.15E+15,8.83E+16,1.38E+17,3.00E+17,6.00E+17,31707.301,104.286,903,153,5,19,21-02-2019
262,937,NOLSM128520,2,Implantation,6.97E+15,1.18E+17,1.38E+17,3.00E+17,6.00E+17,31921.289,103.014,889,156,5,20,21-02-2019
263,938,NOLSM129521,1,Implantation,1.10E+16,1.50E+17,1.82E+17,3.00E+17,6.00E+17,31234.441,103.453,883,153,5,21,21-02-2019
264,939,NOLSM130522,1,Implantation,1.29E+16,5.57E+16,1.38E+17,3.00E+17,6.00E+17,30801.679,104.564,932,157,5,22,21-02-2019
265,940,NOLSM131523,2,Implantation,1.33E+16,8.73E+16,1.38E+17,3.01E+17,6.00E+17,33283.059,100.908,896,154,5,23,21-02-2019
266,941,NOLSM132524,3,Implantation,1.52E+16,9.85E+16,1.38E+17,2.99E+17,6.00E+17,31856.143,102.064,914,153,5,24,21-02-2019
267,942,NOLSM133525,3,Implantation,7.86E+15,6.50E+16,1.38E+17,3.01E+17,6.00E+17,31565.934,104.243,904,158,5,25,21-02-2019
268,943,NOLSM134526,2,Implantation,1.07E+16,9.39E+16,2.81E+17,3.00E+17,6.00E+17,32131.098,105.338,879,155,5,26,21-02-2019
269,944,NOLSM135527,1,Implantation,1.21E+16,9.47E+16,1.38E+17,3.00E+17,6.00E+17,32248.673,100.598,921,156,5,27,21-02-2019
1323,945,NOLSM649251,2,Implantation,1.87E+16,9.24E+16,1.38E+17,2.99E+17,6.00E+17,32054.907,102.945,909,154,25,1,21-02-2019
1324,946,NOLSM650252,1,Implantation,3.39E+15,9.24E+16,2.01E+17,3.00E+17,6.00E+17,32052.091,102.001,915,153,25,2,21-02-2019
1325,947,NOLSM651253,1,Implantation,1.36E+16,9.24E+16,2.31E+17,2.99E+17,6.00E+17,32045.703,102.084,915,153,25,3,21-02-2019
1326,948,NOLSM652254,2,Implantation,4.9E+15,9.24E+16,5.08E+16,3.00E+17,6.00E+17,32045.121,101.727,914,153,25,4,21-02-2019
1327,949,NOLSM653255,3,Implantation,2.97E+15,9.24E+16,5.78E+16,2.98E+17,6.00E+17,32045.65,101.34,902,152,25,5,21-02-2019
1328,950,NOLSM654256,3,Implantation,7.79E+15,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32059.916,100.528,919,151,25,6,21-02-2019
1329,951,NOLSM655257,2,Implantation,4.19E+15,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32050.475,103.27,923,155,25,7,21-02-2019
1330,952,NOLSM656258,1,Implantation,9.04E+15,9.24E+16,2.24E+17,2.98E+17,6.00E+17,32054.103,103.474,910,155,25,8,21-02-2019
1331,953,NOLSM657259,1,Implantation,1.47E+16,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32044.64,103.707,906,156,25,9,21-02-2019
1332,954,NOLSM6582510,2,Implantation,6.59E+15,9.24E+16,1.38E+17,3.01E+17,6.00E+17,32040.609,102.727,906,154,25,10,21-02-2019
1333,955,NOLSM6592511,3,Implantation,1.15E+16,1.02E+17,1.38E+17,3.00E+17,6.00E+17,32043.72,103.396,907,155,25,11,21-02-2019
1334,956,NOLSM6602512,3,Implantation,1.69E+16,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32055.941,104.309,890,156,25,12,21-02-2019
1335,957,NOLSM6612513,2,Implantation,1.11E+16,2.02E+16,1.38E+17,3.00E+17,6.00E+17,32051.147,104.403,861,157,25,13,21-02-2019
1336,958,NOLSM6622514,1,Implantation,1.75E+16,9.24E+16,1.38E+17,3.01E+17,6.00E+17,32044.633,104.649,865,157,25,14,21-02-2019
1337,959,NOLSM6632515,1,Implantation,1.62E+16,8.15E+16,1.38E+17,3.02E+17,6.00E+17,32039.65,104.761,865,157,25,15,21-02-2019
1338,960,NOLSM6642516,2,Implantation,2.12E+16,5.50E+16,1.38E+17,3.00E+17,6.00E+17,32041.139,104.099,865,156,25,16,21-02-2019
1339,961,NOLSM6652517,3,Implantation,7.16E+15,5.16E+16,2.90E+17,3.01E+17,6.00E+17,32043.715,104.149,865,156,25,17,21-02-2019
1340,962,NOLSM6662518,3,Implantation,1.41E+16,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32040.817,103.505,869,155,25,18,21-02-2019
1341,963,NOLSM6672519,2,Implantation,6.13E+15,9.24E+16,8.21E+15,2.98E+17,6.00E+17,32047.486,104.14,865,156,25,19,21-02-2019
1342,964,NOLSM6682520,1,Implantation,9E+15,9.24E+16,1.84E+17,2.99E+17,6.00E+17,32043.586,104.742,865,157,25,20,21-02-2019
1343,965,NOLSM6692521,1,Implantation,6.77E+15,6.76E+16,1.38E+17,2.99E+17,6.00E+17,32469.85,104.238,865,156,25,21,21-02-2019
1344,966,NOLSM6702522,2,Implantation,1.15E+16,2.07E+16,1.38E+17,2.99E+17,6.00E+17,32466.046,104.536,866,157,25,22,21-02-2019
1345,967,NOLSM6712523,3,Implantation,4.77E+15,5.1E+15,5.09E+16,3.01E+17,6.00E+17,32467.764,104.579,863,157,25,23,21-02-2019
1346,968,NOLSM6722524,3,Implantation,5.88E+15,2.08E+16,2.62E+16,3.01E+17,6.00E+17,32472.189,104.59,866,157,25,24,21-02-2019
1347,969,NOLSM6732525,1,Implantation,1.75E+16,1.74E+17,4.08E+16,2.99E+17,6.00E+17,32471.558,105.153,861,158,25,25,21-02-2019
1348,970,NOLSM6742526,1,Implantation,2.09E+16,9.24E+16,1.38E+17,2.99E+17,6.00E+17,32468.26,105.083,861,158,25,26,21-02-2019
1349,971,NOLSM6752527,3,Implantation,2.44E+15,4.19E+15,1.33E+17,2.99E+17,6.00E+17,32469.21,105.182,860,158,25,27,21-02-2019
270,972,NOLSM13661136,1,Implantation,8.06E+15,1.28E+17,1.71E+17,3.02E+17,6.00E+17,31194.915,101.786,885,152,6,28,22-02-2019
271,973,NOLSM13762137,2,Implantation,1.65E+16,7.79E+16,1.38E+17,3.01E+17,6.00E+17,31469.225,105.08,913,154,6,29,22-02-2019
272,974,NOLSM13863138,3,Implantation,1.00E+16,1.48E+17,1.38E+17,2.98E+17,6.00E+17,32246.843,104.774,907,154,6,30,22-02-2019
273,975,NOLSM13964139,1,Implantation,1.15E+16,8.37E+16,1.38E+17,2.98E+17,6.00E+17,31801.588,103.624,866,153,6,31,22-02-2019
274,976,NOLSM14065140,2,Implantation,7.36E+15,9.35E+16,1.38E+17,3.02E+17,6.00E+17,32290.539,104.739,907,161,6,32,22-02-2019
275,977,NOLSM14166141,3,Implantation,5.58E+15,8.80E+16,1.38E+17,2.99E+17,6.00E+17,32537.016,102.829,899,156,6,33,22-02-2019
276,978,NOLSM14267142,1,Implantation,1.17E+16,1.05E+17,2.54E+17,2.99E+17,6.00E+17,30799.8,103.001,882,152,6,34,22-02-2019
277,979,NOLSM14368143,2,Implantation,1.14E+16,1.22E+17,1.38E+17,2.99E+17,6.00E+17,30537.234,104.583,880,159,6,35,22-02-2019
278,980,NOLSM14469144,3,Implantation,7.62E+15,1.17E+17,1.38E+17,2.98E+17,6.00E+17,33254.92,104.377,909,156,6,36,22-02-2019
279,981,NOLSM145610145,1,Implantation,1.51E+16,8.70E+16,1.38E+17,3.02E+17,6.00E+17,32529.301,103.397,920,150,6,37,22-02-2019
280,982,NOLSM146611146,2,Implantation,1.08E+16,1.26E+17,1.38E+17,3.01E+17,6.00E+17,31724.033,103.021,913,159,6,38,22-02-2019
281,983,NOLSM147612147,3,Implantation,1.18E+16,6.74E+16,1.38E+17,3.00E+17,6.00E+17,32188.034,102.492,892,148,6,39,22-02-2019
282,984,NOLSM148613148,1,Implantation,1.53E+16,1.38E+17,1.38E+17,3.00E+17,6.00E+17,32481.944,103.514,879,154,6,40,22-02-2019
283,985,NOLSM149614149,2,Implantation,1.14E+16,1.45E+17,1.38E+17,3.01E+17,6.00E+17,32373.18,100.696,921,152,6,41,22-02-2019
284,986,NOLSM150615150,3,Implantation,1.27E+16,1.48E+17,1.38E+17,2.99E+17,6.00E+17,31400.424,100.826,882,155,6,42,22-02-2019
285,987,NOLSM151616151,1,Implantation,1.52E+16,1.76E+17,1.38E+17,3.02E+17,6.00E+17,30763.793,99.639,895,156,6,43,22-02-2019
286,988,NOLSM152617152,2,Implantation,1.73E+16,8.09E+16,1.38E+17,2.99E+17,6.00E+17,32021.918,102.771,909,153,6,44,22-02-2019
287,989,NOLSM153618153,3,Implantation,1.18E+16,1.88E+17,1.38E+17,3.02E+17,6.00E+17,30633.38,104.584,905,154,6,45,22-02-2019
288,990,NOLSM154619154,1,Implantation,1.04E+16,7.74E+16,9.51E+16,3.01E+17,6.00E+17,30605.867,102.588,886,156,6,46,22-02-2019
289,991,NOLSM155620155,2,Implantation,1.23E+16,7.14E+16,1.38E+17,2.99E+17,6.00E+17,32150.501,102.687,898,154,6,47,22-02-2019
