,No_Die,Ox_Chamber,process,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,Lot_Num,Wafer_Num,Datetime
492,NOLSM717,1,Oxidation,dry,1136.114954,O2,35.63,0.2,74,709.703,1,7,17-02-2019
493,NOLSM818,1,Oxidation,wet,1096.241849,H2O,28.6,0.199,291,696.438,1,8,17-02-2019
494,NOLSM919,2,Oxidation,dry,1042.243992,O2,34.58,0.203,61,712.977,1,9,17-02-2019
495,NOLSM10110,2,Oxidation,wet,1104.836285,H2O,34.95,0.204,117,725.873,1,10,17-02-2019
496,NOLSM11111,2,Oxidation,dry,1077.751749,O2,32.59,0.189,87,689.049,1,11,17-02-2019
497,NOLSM12112,2,Oxidation,wet,1113.712029,H2O,38.02,0.218,80,708.738,1,12,17-02-2019
498,NOLSM13113,2,Oxidation,dry,1193.96599,O2,33.81,0.202,149,716.118,1,13,17-02-2019
499,NOLSM14114,2,Oxidation,dry,1098.177968,O2,29.05,0.216,149,703.595,1,14,17-02-2019
500,NOLSM15115,2,Oxidation,dry,1013.703486,O2,49.91,0.209,101,721.105,1,15,17-02-2019
501,NOLSM16116,2,Oxidation,dry,1102.425583,O2,32.47,0.203,112,703.686,1,16,17-02-2019
502,NOLSM17117,2,Oxidation,dry,1100.646875,O2,32.82,0.205,101,702.403,1,17,17-02-2019
503,NOLSM18118,3,Oxidation,wet,996.1626408,H2O,36.66,0.194,148,707.175,1,18,17-02-2019
504,NOLSM19119,3,Oxidation,wet,1017.293112,H2O,35.44,0.203,157,719.64,1,19,17-02-2019
505,NOLSM20120,3,Oxidation,dry,1037.438376,O2,36.74,0.205,147,709.838,1,20,17-02-2019
506,NOLSM21121,3,Oxidation,dry,1000.063674,O2,25.53,0.203,56,715.592,1,21,17-02-2019
507,NOLSM22122,3,Oxidation,dry,1080.085993,O2,42.37,0.212,84,698.922,1,22,17-02-2019
508,NOLSM23123,3,Oxidation,dry,1068.506643,O2,31.47,0.212,117,708.278,1,23,17-02-2019
509,NOLSM24124,3,Oxidation,dry,1067.237334,O2,37.17,0.205,137,704.101,1,24,17-02-2019
510,NOLSM25125,3,Oxidation,wet,1035.356914,H2O,35.36,0.21,125,715.292,1,25,17-02-2019
511,NOLSM26126,3,Oxidation,dry,1104.129739,O2,39.02,0.206,204,696.973,1,26,17-02-2019
512,NOLSM27127,1,Oxidation,wet,956.156908,H2O,33.41,0.218,144,713.383,1,27,17-02-2019
513,NOLSM541211,3,Oxidation,dry,872.3819847,O2,22.16,0.216,223,712.87,21,1,17-02-2019
514,NOLSM542212,3,Oxidation,dry,871.8900241,O2,22.17,0.219,226,716.026,21,2,17-02-2019
515,NOLSM543213,3,Oxidation,dry,871.7859734,O2,22.17,0.219,226,715.157,21,3,17-02-2019
516,NOLSM544214,3,Oxidation,dry,871.956216,O2,22.16,0.217,224,713.608,21,4,17-02-2019
517,NOLSM545215,3,Oxidation,dry,872.1269792,O2,22.16,0.216,223,712.692,21,5,17-02-2019
518,NOLSM546216,3,Oxidation,dry,872.0913097,O2,22.17,0.218,225,714.415,21,6,17-02-2019
519,NOLSM547217,3,Oxidation,dry,872.08619,O2,22.17,0.219,226,715.404,21,7,17-02-2019
520,NOLSM548218,3,Oxidation,dry,871.5259247,O2,22.2,0.217,224,713.132,21,8,17-02-2019
521,NOLSM549219,1,Oxidation,dry,872.2034211,O2,22.18,0.218,225,714.295,21,9,17-02-2019
522,NOLSM5502110,1,Oxidation,dry,871.9966538,O2,22.15,0.213,220,710.114,21,10,17-02-2019
523,NOLSM5512111,1,Oxidation,dry,871.9976645,O2,22.15,0.214,221,710.617,21,11,17-02-2019
524,NOLSM5522112,1,Oxidation,dry,871.7516145,O2,22.13,0.215,222,711.632,21,12,17-02-2019
525,NOLSM5532113,1,Oxidation,dry,871.6678231,O2,22.1,0.213,220,710.084,21,13,17-02-2019
526,NOLSM5542114,1,Oxidation,dry,871.4514757,O2,22.1,0.213,220,710.093,21,14,17-02-2019
527,NOLSM5552115,1,Oxidation,dry,871.6029767,O2,22.1,0.213,220,709.915,21,15,17-02-2019
528,NOLSM5562116,1,Oxidation,dry,871.05709,O2,22.11,0.214,221,710.547,21,16,17-02-2019
529,NOLSM5572117,2,Oxidation,dry,871.8284764,O2,22.09,0.214,221,711.029,21,17,17-02-2019
530,NOLSM5582118,2,Oxidation,dry,871.7135322,O2,22.09,0.212,219,709.076,21,18,17-02-2019
531,NOLSM5592119,2,Oxidation,dry,871.6839399,O2,22.09,0.214,221,710.146,21,19,17-02-2019
532,NOLSM5602120,2,Oxidation,dry,871.3102963,O2,22.1,0.213,220,709.957,21,20,17-02-2019
533,NOLSM5612121,2,Oxidation,dry,871.5861457,O2,22.11,0.213,220,709.783,21,21,17-02-2019
534,NOLSM5622122,2,Oxidation,dry,871.636985,O2,22.08,0.213,220,709.973,21,22,17-02-2019
535,NOLSM5632123,2,Oxidation,dry,871.509909,O2,22.09,0.213,220,709.984,21,23,17-02-2019
536,NOLSM5642124,2,Oxidation,dry,871.2371173,O2,22.09,0.213,220,709.983,21,24,17-02-2019
537,NOLSM5652125,3,Oxidation,dry,871.5810826,O2,22.09,0.214,221,710.137,21,25,17-02-2019
538,NOLSM5662126,3,Oxidation,dry,871.5927565,O2,22.09,0.214,221,710.837,21,26,17-02-2019
539,NOLSM5672127,3,Oxidation,dry,871.46516,O2,22.1,0.214,221,710.727,21,27,17-02-2019
540,NOLSM282128,1,Oxidation,dry,1060.630568,O2,32.41,0.209,114,707.44,2,28,18-02-2019
541,NOLSM292229,1,Oxidation,wet,1245.670439,H2O,37.48,0.204,106,707.18,2,29,18-02-2019
542,NOLSM302330,1,Oxidation,wet,1104.127758,H2O,32.84,0.206,165,714.239,2,30,18-02-2019
543,NOLSM312431,1,Oxidation,dry,1144.293583,O2,32.35,0.201,174,704.313,2,31,18-02-2019
544,NOLSM322532,1,Oxidation,wet,1027.3162,H2O,37.89,0.204,75,699.531,2,32,18-02-2019
545,NOLSM332633,1,Oxidation,wet,1120.306924,H2O,31.7,0.21,167,702.707,2,33,18-02-2019
546,NOLSM342734,1,Oxidation,wet,1169.604773,H2O,30.63,0.202,151,706.277,2,34,18-02-2019
547,NOLSM352835,1,Oxidation,dry,1050.488745,O2,35.88,0.221,113,713.085,2,35,18-02-2019
548,NOLSM362936,1,Oxidation,dry,1133.970016,O2,42.9,0.199,64,703.97,2,36,18-02-2019
549,NOLSM3721037,1,Oxidation,dry,1020.186239,O2,27.08,0.2,113,711.401,2,37,18-02-2019
550,NOLSM3821138,1,Oxidation,wet,1097.177147,H2O,39.28,0.193,147,723.358,2,38,18-02-2019
551,NOLSM3921239,1,Oxidation,wet,927.1331388,H2O,29.1,0.215,128,713.195,2,39,18-02-2019
552,NOLSM4021340,1,Oxidation,dry,1179.268162,O2,27.49,0.201,68,708.223,2,40,18-02-2019
553,NOLSM4121441,1,Oxidation,wet,1036.679105,H2O,34.11,0.205,129,709.468,2,41,18-02-2019
554,NOLSM4221542,1,Oxidation,wet,1189.009553,H2O,37.93,0.212,179,702.876,2,42,18-02-2019
555,NOLSM4321643,1,Oxidation,dry,1031.181355,O2,33.82,0.213,55,705.424,2,43,18-02-2019
556,NOLSM4421744,1,Oxidation,wet,1172.615341,H2O,33.08,0.205,121,694.973,2,44,18-02-2019
557,NOLSM4521845,1,Oxidation,wet,993.7592724,H2O,35.14,0.21,125,699.61,2,45,18-02-2019
558,NOLSM4621946,1,Oxidation,wet,1145.27127,H2O,25.2,0.195,186,709.326,2,46,18-02-2019
559,NOLSM4722047,1,Oxidation,wet,1189.027293,H2O,32.31,0.225,178,703.43,2,47,18-02-2019
560,NOLSM4822148,1,Oxidation,dry,1232.84013,O2,31.05,0.202,135,693.884,2,48,18-02-2019
561,NOLSM4922249,1,Oxidation,dry,1203.837063,O2,44.4,0.21,91,712.072,2,49,18-02-2019
562,NOLSM5022350,1,Oxidation,wet,1094.539209,H2O,32.52,0.193,90,707.578,2,50,18-02-2019
563,NOLSM5122451,1,Oxidation,dry,1156.217768,O2,37.34,0.205,86,706.773,2,51,18-02-2019
564,NOLSM5222552,1,Oxidation,dry,1075.390683,O2,35.21,0.21,56,714.762,2,52,18-02-2019
565,NOLSM5322653,1,Oxidation,wet,1054.980847,H2O,39.84,0.22,126,697.495,2,53,18-02-2019
566,NOLSM5422754,1,Oxidation,dry,1173.3376,O2,38.4,0.212,107,716.621,2,54,18-02-2019
567,NOLSM568221568,2,Oxidation,dry,882.6331799,O2,22.11,0.216,24,713.032,22,28,18-02-2019
568,NOLSM569222569,2,Oxidation,dry,881.9345137,O2,22.13,0.215,23,711.612,22,29,18-02-2019
569,NOLSM570223570,2,Oxidation,dry,889.7260754,O2,22.11,0.216,23,712.392,22,30,18-02-2019
570,NOLSM571224571,2,Oxidation,dry,884.7285067,O2,22.11,0.2,23,712.963,22,31,18-02-2019
571,NOLSM572225572,2,Oxidation,dry,885.2738551,O2,22.12,0.194,24,713.24,22,32,18-02-2019
572,NOLSM573226573,2,Oxidation,dry,886.8488838,O2,22.14,0.217,25,713.658,22,33,18-02-2019
573,NOLSM574227574,2,Oxidation,dry,881.2108793,O2,22.14,0.201,25,714.028,22,34,18-02-2019
574,NOLSM575228575,2,Oxidation,dry,890.596995,O2,22.13,0.204,32,713.609,22,35,18-02-2019
575,NOLSM576229576,2,Oxidation,dry,887.9439996,O2,22.14,0.204,32,714.418,22,36,18-02-2019
576,NOLSM5772210577,2,Oxidation,dry,876.9714531,O2,22.15,0.2,32,712.826,22,37,18-02-2019
577,NOLSM5782211578,2,Oxidation,dry,874.1109183,O2,22.15,0.199,32,713.234,22,38,18-02-2019
578,NOLSM5792212579,2,Oxidation,dry,877.0035156,O2,22.17,0.203,31,715.187,22,39,18-02-2019
579,NOLSM5802213580,2,Oxidation,dry,887.6633485,O2,22.16,0.204,32,714.097,22,40,18-02-2019
580,NOLSM5812214581,2,Oxidation,dry,873.4998176,O2,22.15,0.189,31,713.596,22,41,18-02-2019
581,NOLSM5822215582,2,Oxidation,dry,887.2890067,O2,22.14,0.218,34,713.273,22,42,18-02-2019
582,NOLSM5832216583,2,Oxidation,dry,890.155868,O2,22.23,0.202,33,710.686,22,43,18-02-2019
583,NOLSM5842217584,2,Oxidation,dry,882.0268296,O2,22.24,0.216,32,711.073,22,44,18-02-2019
584,NOLSM5852218585,2,Oxidation,dry,872.8443393,O2,22.25,0.209,32,710.814,22,45,18-02-2019
585,NOLSM5862219586,2,Oxidation,dry,875.9770395,O2,32.8,0.203,32,711.779,22,46,18-02-2019
586,NOLSM5872220587,2,Oxidation,dry,883.7798727,O2,31.86,0.205,32,712.757,22,47,18-02-2019
587,NOLSM5882221588,2,Oxidation,dry,882.695666,O2,39.51,0.194,31,713.04,22,48,18-02-2019
588,NOLSM5892222589,2,Oxidation,dry,874.7720418,O2,32.88,0.203,32,695.764,22,49,18-02-2019
589,NOLSM5902223590,2,Oxidation,dry,888.0895402,O2,38.11,0.205,30,713.575,22,50,18-02-2019
590,NOLSM5912224591,2,Oxidation,dry,879.9685668,O2,39.93,0.203,28,712.199,22,51,18-02-2019
591,NOLSM5922225592,2,Oxidation,dry,888.2234773,O2,35.63,0.212,31,713.554,22,52,18-02-2019
592,NOLSM5932226593,2,Oxidation,dry,883.4259611,O2,28.6,0.212,30,713.758,22,53,18-02-2019
593,NOLSM5942227594,2,Oxidation,dry,890.0147185,O2,34.58,0.205,27,712.759,22,54,18-02-2019
594,NOLSM2821,1,Oxidation,dry,1058.827973,O2,32.41,0.209,114,707.44,2,1,18-02-2019
595,NOLSM2922,1,Oxidation,wet,1240.289547,H2O,37.48,0.204,106,707.18,2,2,18-02-2019
596,NOLSM3023,1,Oxidation,wet,1097.008332,H2O,32.84,0.206,165,714.239,2,3,18-02-2019
597,NOLSM3124,1,Oxidation,dry,1133.01699,O2,32.35,0.201,174,704.313,2,4,18-02-2019
598,NOLSM3225,1,Oxidation,wet,1023.121162,H2O,37.89,0.204,75,699.531,2,5,18-02-2019
599,NOLSM3326,1,Oxidation,wet,1101.396388,H2O,31.7,0.21,167,702.707,2,6,18-02-2019
600,NOLSM3427,2,Oxidation,wet,1159.860168,H2O,30.63,0.202,151,706.277,2,7,18-02-2019
601,NOLSM3528,2,Oxidation,dry,1041.009606,O2,35.88,0.221,113,713.085,2,8,18-02-2019
602,NOLSM3629,2,Oxidation,dry,1131.774318,O2,42.9,0.199,64,703.97,2,9,18-02-2019
603,NOLSM37210,2,Oxidation,dry,1011.580452,O2,27.08,0.2,113,711.401,2,10,18-02-2019
604,NOLSM38211,2,Oxidation,wet,1096.890728,H2O,39.28,0.193,147,723.358,2,11,18-02-2019
605,NOLSM39212,2,Oxidation,wet,910.9641205,H2O,29.1,0.215,128,713.195,2,12,18-02-2019
606,NOLSM40213,2,Oxidation,dry,1167.0116,O2,27.49,0.201,68,708.223,2,13,18-02-2019
607,NOLSM41214,2,Oxidation,wet,1031.064061,H2O,34.11,0.205,129,709.468,2,14,18-02-2019
608,NOLSM42215,2,Oxidation,wet,1180.339485,H2O,37.93,0.212,179,702.876,2,15,18-02-2019
609,NOLSM43216,3,Oxidation,dry,1030.763662,O2,33.82,0.213,55,705.424,2,16,18-02-2019
610,NOLSM44217,3,Oxidation,wet,1154.106984,H2O,33.08,0.205,121,694.973,2,17,18-02-2019
611,NOLSM45218,3,Oxidation,wet,984.8097387,H2O,35.14,0.21,125,699.61,2,18,18-02-2019
612,NOLSM46219,3,Oxidation,wet,1141.708438,H2O,25.2,0.195,186,709.326,2,19,18-02-2019
613,NOLSM47220,3,Oxidation,wet,1183.72364,H2O,32.31,0.225,178,703.43,2,20,18-02-2019
614,NOLSM48221,3,Oxidation,dry,1226.02363,O2,31.05,0.202,135,693.884,2,21,18-02-2019
615,NOLSM49222,3,Oxidation,dry,1189.47041,O2,44.4,0.21,91,712.072,2,22,18-02-2019
616,NOLSM50223,3,Oxidation,wet,1080.213522,H2O,32.52,0.193,90,707.578,2,23,18-02-2019
617,NOLSM51224,3,Oxidation,dry,1139.689998,O2,37.34,0.205,86,706.773,2,24,18-02-2019
618,NOLSM52225,1,Oxidation,dry,1070.574238,O2,35.21,0.21,56,714.762,2,25,18-02-2019
619,NOLSM53226,1,Oxidation,wet,1035.612398,H2O,39.84,0.22,126,697.495,2,26,18-02-2019
620,NOLSM54227,1,Oxidation,dry,1162.993616,O2,38.4,0.212,107,716.621,2,27,18-02-2019
621,NOLSM568221,3,Oxidation,dry,871.391674,O2,22.11,0.216,223,713.032,22,1,18-02-2019
622,NOLSM569222,3,Oxidation,dry,871.483754,O2,22.13,0.215,222,711.612,22,2,18-02-2019
623,NOLSM570223,3,Oxidation,dry,872.0062032,O2,22.11,0.216,223,712.392,22,3,18-02-2019
624,NOLSM571224,3,Oxidation,dry,871.2614915,O2,22.11,0.216,223,712.963,22,4,18-02-2019
625,NOLSM572225,3,Oxidation,dry,871.5716543,O2,22.12,0.217,224,713.24,22,5,18-02-2019
626,NOLSM573226,3,Oxidation,dry,871.7998926,O2,22.14,0.217,224,713.658,22,6,18-02-2019
627,NOLSM574227,1,Oxidation,dry,872.0641922,O2,22.14,0.217,224,714.028,22,7,18-02-2019
628,NOLSM575228,1,Oxidation,dry,871.7450712,O2,22.13,0.217,224,713.609,22,8,18-02-2019
629,NOLSM576229,1,Oxidation,dry,871.9001335,O2,22.14,0.218,225,714.418,22,9,18-02-2019
630,NOLSM5772210,1,Oxidation,dry,871.6110117,O2,22.15,0.216,223,712.826,22,10,18-02-2019
631,NOLSM5782211,1,Oxidation,dry,871.5596314,O2,22.15,0.217,224,713.234,22,11,18-02-2019
632,NOLSM5792212,1,Oxidation,dry,871.7065978,O2,22.17,0.219,226,715.187,22,12,18-02-2019
633,NOLSM5802213,1,Oxidation,dry,872.1894731,O2,22.16,0.218,225,714.097,22,13,18-02-2019
634,NOLSM5812214,1,Oxidation,dry,871.6953428,O2,22.15,0.217,224,713.596,22,14,18-02-2019
635,NOLSM5822215,1,Oxidation,dry,871.8111222,O2,22.14,0.217,224,713.273,22,15,18-02-2019
636,NOLSM5832216,2,Oxidation,dry,872.909128,O2,22.23,0.214,221,710.686,22,16,18-02-2019
637,NOLSM5842217,2,Oxidation,dry,872.4182407,O2,22.24,0.214,221,711.073,22,17,18-02-2019
638,NOLSM5852218,2,Oxidation,dry,872.5900813,O2,22.25,0.214,221,710.814,22,18,18-02-2019
639,NOLSM5862219,2,Oxidation,dry,872.5307867,O2,22.24,0.215,222,711.779,22,19,18-02-2019
640,NOLSM5872220,2,Oxidation,dry,872.2886689,O2,22.23,0.216,223,712.757,22,20,18-02-2019
641,NOLSM5882221,2,Oxidation,dry,872.1321949,O2,22.22,0.216,223,713.04,22,21,18-02-2019
642,NOLSM5892222,2,Oxidation,dry,872.2223398,O2,22.21,0.215,222,712.11,22,22,18-02-2019
643,NOLSM5902223,2,Oxidation,dry,872.6191885,O2,22.21,0.217,224,713.575,22,23,18-02-2019
644,NOLSM5912224,3,Oxidation,dry,872.0885981,O2,22.18,0.216,223,712.199,22,24,18-02-2019
645,NOLSM5922225,3,Oxidation,dry,872.0911127,O2,22.15,0.217,224,713.554,22,25,18-02-2019
646,NOLSM5932226,3,Oxidation,dry,871.9066525,O2,22.14,0.217,224,713.758,22,26,18-02-2019
647,NOLSM5942227,3,Oxidation,dry,872.1020701,O2,22.15,0.216,223,712.759,22,27,18-02-2019
648,NOLSM553155,1,Oxidation,dry,1150.617792,O2,38.47,0.203,96,715.089,3,28,19-02-2019
649,NOLSM563256,1,Oxidation,dry,942.2302255,O2,40.44,0.199,86,710.55,3,29,19-02-2019
650,NOLSM573357,1,Oxidation,wet,1216.349122,H2O,31.58,0.188,64,709.429,3,30,19-02-2019
651,NOLSM583458,1,Oxidation,dry,1133.1522,O2,26.32,0.211,118,712.611,3,31,19-02-2019
652,NOLSM593559,1,Oxidation,wet,1099.110437,H2O,48.42,0.213,205,711.35,3,32,19-02-2019
653,NOLSM603660,1,Oxidation,dry,1142.482934,O2,29.89,0.208,105,715.478,3,33,19-02-2019
654,NOLSM613761,1,Oxidation,dry,1062.791303,O2,36.82,0.201,160,709.683,3,34,19-02-2019
655,NOLSM623862,1,Oxidation,wet,1044.821542,H2O,31.54,0.205,116,706.795,3,35,19-02-2019
656,NOLSM633963,1,Oxidation,wet,1005.847421,H2O,39.23,0.196,104,702.837,3,36,19-02-2019
657,NOLSM6431064,1,Oxidation,dry,1101.219934,O2,38.6,0.213,241,714.84,3,37,19-02-2019
658,NOLSM6531165,1,Oxidation,dry,1134.48951,O2,38.76,0.207,209,700.438,3,38,19-02-2019
659,NOLSM6631266,1,Oxidation,dry,1170.581285,O2,35.52,0.219,125,708.839,3,39,19-02-2019
660,NOLSM6731367,1,Oxidation,dry,983.1779031,O2,35.31,0.217,81,709.833,3,40,19-02-2019
661,NOLSM6831468,1,Oxidation,dry,974.2732823,O2,28.59,0.21,85,699.547,3,41,19-02-2019
662,NOLSM6931569,1,Oxidation,dry,1132.767257,O2,30.87,0.202,156,716.948,3,42,19-02-2019
663,NOLSM7031670,1,Oxidation,dry,1136.680635,O2,35.73,0.211,170,703.516,3,43,19-02-2019
664,NOLSM7131771,1,Oxidation,dry,1097.819351,O2,31.09,0.216,29,713.406,3,44,19-02-2019
665,NOLSM7231872,1,Oxidation,wet,1115.355263,H2O,37.47,0.205,68,693.691,3,45,19-02-2019
666,NOLSM7331973,1,Oxidation,wet,1163.950324,H2O,31.33,0.189,81,718.116,3,46,19-02-2019
667,NOLSM7432074,1,Oxidation,dry,1000.672822,O2,34.8,0.205,109,708.625,3,47,19-02-2019
668,NOLSM7532175,1,Oxidation,dry,1100.886735,O2,41.2,0.206,82,703.101,3,48,19-02-2019
669,NOLSM7632276,1,Oxidation,wet,993.4019005,H2O,39.65,0.224,136,700.313,3,49,19-02-2019
670,NOLSM7732377,1,Oxidation,dry,1152.578649,O2,37.49,0.203,166,713.858,3,50,19-02-2019
671,NOLSM7832478,1,Oxidation,wet,1019.030813,H2O,34.94,0.207,210,719.16,3,51,19-02-2019
672,NOLSM7932579,1,Oxidation,dry,1073.848968,O2,30.02,0.198,114,715.85,3,52,19-02-2019
673,NOLSM8032680,1,Oxidation,wet,1084.918429,H2O,30.27,0.194,77,715.825,3,53,19-02-2019
674,NOLSM8132781,1,Oxidation,dry,1015.93991,O2,44.38,0.215,218,710.922,3,54,19-02-2019
675,NOLSM595231595,2,Oxidation,dry,891.3935313,O2,34.95,0.216,27,713.094,23,28,19-02-2019
676,NOLSM596232596,2,Oxidation,dry,877.5047772,O2,22.17,0.218,27,714.308,23,29,19-02-2019
677,NOLSM597233597,2,Oxidation,dry,891.3644515,O2,22.19,0.218,24,714.843,23,30,19-02-2019
678,NOLSM598234598,2,Oxidation,dry,888.2497201,O2,22.21,0.218,23,714.77,23,31,19-02-2019
679,NOLSM599235599,2,Oxidation,dry,875.0606484,O2,22.21,0.219,23,715.244,23,32,19-02-2019
680,NOLSM600236600,2,Oxidation,dry,889.8309624,O2,22.21,0.219,23,715.316,23,33,19-02-2019
681,NOLSM601237601,2,Oxidation,dry,887.9495559,O2,22.2,0.218,24,714.519,23,34,19-02-2019
682,NOLSM602238602,2,Oxidation,dry,888.5044138,O2,22.2,0.217,25,713.231,23,35,19-02-2019
683,NOLSM603239603,2,Oxidation,dry,874.3177649,O2,22.26,0.211,25,708.099,23,36,19-02-2019
684,NOLSM6042310604,2,Oxidation,dry,876.6080926,O2,22.24,0.209,25,705.959,23,37,19-02-2019
685,NOLSM6052311605,2,Oxidation,dry,883.2529981,O2,22.23,0.21,25,706.485,23,38,19-02-2019
686,NOLSM6062312606,2,Oxidation,dry,891.6480485,O2,22.24,0.209,25,705.983,23,39,19-02-2019
687,NOLSM6072313607,2,Oxidation,dry,886.6094696,O2,22.24,0.208,25,704.746,23,40,19-02-2019
688,NOLSM6082314608,2,Oxidation,dry,873.5024124,O2,22.29,0.209,27,705.816,23,41,19-02-2019
689,NOLSM6092315609,2,Oxidation,dry,886.1616622,O2,22.29,0.21,28,707.218,23,42,19-02-2019
690,NOLSM6102316610,2,Oxidation,dry,887.5538073,O2,22.22,0.21,32,706.868,23,43,19-02-2019
691,NOLSM6112317611,2,Oxidation,dry,882.034653,O2,22.21,0.209,32,706.445,23,44,19-02-2019
692,NOLSM6122318612,2,Oxidation,dry,891.3485163,O2,22.2,0.207,32,703.86,23,45,19-02-2019
693,NOLSM6132319613,2,Oxidation,dry,874.4181076,O2,22.19,0.208,32,704.941,23,46,19-02-2019
694,NOLSM6142320614,2,Oxidation,dry,884.4370076,O2,22.19,0.207,31,703.94,23,47,19-02-2019
695,NOLSM6152321615,2,Oxidation,dry,874.9164538,O2,22.17,0.209,32,705.549,23,48,19-02-2019
696,NOLSM6162322616,2,Oxidation,dry,873.9561528,O2,22.2,0.209,31,705.637,23,49,19-02-2019
697,NOLSM6172323617,2,Oxidation,dry,879.6516783,O2,22.22,0.212,34,708.419,23,50,19-02-2019
698,NOLSM6182324618,2,Oxidation,dry,886.7436507,O2,22.22,0.21,33,707.023,23,51,19-02-2019
699,NOLSM6192325619,2,Oxidation,dry,875.979193,O2,22.24,0.212,32,708.778,23,52,19-02-2019
700,NOLSM6202326620,2,Oxidation,dry,889.9797323,O2,22.25,0.212,32,708.823,23,53,19-02-2019
701,NOLSM6212327621,2,Oxidation,dry,878.095471,O2,22.24,0.213,32,709.902,23,54,19-02-2019
702,NOLSM5531,1,Oxidation,dry,1136.22938,O2,38.47,0.203,96,715.089,3,1,19-02-2019
703,NOLSM5632,1,Oxidation,dry,935.9416503,O2,40.44,0.199,86,710.55,3,2,19-02-2019
704,NOLSM5733,1,Oxidation,wet,1209.655669,H2O,31.58,0.188,64,709.429,3,3,19-02-2019
705,NOLSM5834,1,Oxidation,dry,1118.484294,O2,26.32,0.211,118,712.611,3,4,19-02-2019
706,NOLSM5935,1,Oxidation,wet,1090.34799,H2O,48.42,0.213,205,711.35,3,5,19-02-2019
707,NOLSM6036,2,Oxidation,dry,1130.379139,O2,29.89,0.208,105,715.478,3,6,19-02-2019
708,NOLSM6137,2,Oxidation,dry,1062.071072,O2,36.82,0.201,160,709.683,3,7,19-02-2019
709,NOLSM6238,2,Oxidation,wet,1042.367432,H2O,31.54,0.205,116,706.795,3,8,19-02-2019
710,NOLSM6339,2,Oxidation,wet,1003.215495,H2O,39.23,0.196,104,702.837,3,9,19-02-2019
711,NOLSM64310,2,Oxidation,dry,1094.853441,O2,38.6,0.213,241,714.84,3,10,19-02-2019
712,NOLSM65311,2,Oxidation,dry,1133.570759,O2,38.76,0.207,209,700.438,3,11,19-02-2019
713,NOLSM66312,2,Oxidation,dry,1168.763108,O2,35.52,0.219,125,708.839,3,12,19-02-2019
714,NOLSM67313,2,Oxidation,dry,967.6231332,O2,35.31,0.217,81,709.833,3,13,19-02-2019
715,NOLSM68314,3,Oxidation,dry,957.2372743,O2,28.59,0.21,85,699.547,3,14,19-02-2019
716,NOLSM69315,3,Oxidation,dry,1114.972268,O2,30.87,0.202,156,716.948,3,15,19-02-2019
717,NOLSM70316,3,Oxidation,dry,1119.813354,O2,35.73,0.211,170,703.516,3,16,19-02-2019
718,NOLSM71317,3,Oxidation,dry,1096.568516,O2,31.09,0.216,29,713.406,3,17,19-02-2019
719,NOLSM72318,3,Oxidation,wet,1102.750309,H2O,37.47,0.205,68,693.691,3,18,19-02-2019
720,NOLSM73319,3,Oxidation,wet,1152.892732,H2O,31.33,0.189,81,718.116,3,19,19-02-2019
721,NOLSM74320,3,Oxidation,dry,991.1582159,O2,34.8,0.205,109,708.625,3,20,19-02-2019
722,NOLSM75321,1,Oxidation,dry,1090.050666,O2,41.2,0.206,82,703.101,3,21,19-02-2019
723,NOLSM76322,1,Oxidation,wet,978.4758557,H2O,39.65,0.224,136,700.313,3,22,19-02-2019
724,NOLSM77323,1,Oxidation,dry,1140.098609,O2,37.49,0.203,166,713.858,3,23,19-02-2019
725,NOLSM78324,1,Oxidation,wet,1002.081849,H2O,34.94,0.207,210,719.16,3,24,19-02-2019
726,NOLSM79325,1,Oxidation,dry,1066.912904,O2,30.02,0.198,114,715.85,3,25,19-02-2019
727,NOLSM80326,1,Oxidation,wet,1080.425381,H2O,30.27,0.194,77,715.825,3,26,19-02-2019
728,NOLSM81327,1,Oxidation,dry,1000.981319,O2,44.38,0.215,218,710.922,3,27,19-02-2019
729,NOLSM595231,3,Oxidation,dry,871.8231118,O2,22.18,0.216,223,713.094,23,1,19-02-2019
730,NOLSM596232,3,Oxidation,dry,872.296457,O2,22.17,0.218,225,714.308,23,2,19-02-2019
731,NOLSM597233,3,Oxidation,dry,872.2217104,O2,22.19,0.218,225,714.843,23,3,19-02-2019
732,NOLSM598234,3,Oxidation,dry,872.3194942,O2,22.21,0.218,225,714.77,23,4,19-02-2019
733,NOLSM599235,3,Oxidation,dry,872.2769948,O2,22.21,0.219,226,715.244,23,5,19-02-2019
734,NOLSM600236,1,Oxidation,dry,872.6440822,O2,22.21,0.219,226,715.316,23,6,19-02-2019
735,NOLSM601237,1,Oxidation,dry,872.3242876,O2,22.2,0.218,225,714.519,23,7,19-02-2019
736,NOLSM602238,1,Oxidation,dry,872.0818828,O2,22.2,0.217,224,713.231,23,8,19-02-2019
737,NOLSM603239,1,Oxidation,dry,873.033134,O2,22.26,0.211,218,708.099,23,9,19-02-2019
738,NOLSM6042310,1,Oxidation,dry,872.5846803,O2,22.24,0.209,216,705.959,23,10,19-02-2019
739,NOLSM6052311,1,Oxidation,dry,871.957297,O2,22.23,0.21,217,706.485,23,11,19-02-2019
740,NOLSM6062312,1,Oxidation,dry,872.8915992,O2,22.24,0.209,216,705.983,23,12,19-02-2019
