,No_Die,Etching_Chamber,Process 3,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Lot_Num,Wafer_Num,Datetime
449,NOLSM1811818,3,Etching,417.0,1607.0,3633.0,5704.0,70.345,50.843,1.015,1,45,17-02-2019
450,NOLSM1911919,1,Etching,227.0,1418.0,3668.0,5701.0,69.832,51.608999999999995,1.011,1,46,17-02-2019
451,NOLSM2012020,2,Etching,185.0,1630.0,3637.0,5728.0,71.60600000000001,51.027,1.024,1,47,17-02-2019
452,NOLSM2112121,3,Etching,660.0,1511.0,3679.0,5732.0,71.068,50.653,1.0290000000000001,1,48,17-02-2019
453,NOLSM2212222,1,Etching,394.0,1562.0,3663.0,5733.0,69.362,51.251999999999995,1.026,1,49,17-02-2019
454,NOLSM2312323,2,Etching,423.0,1526.0,3655.0,5688.0,72.506,50.769,1.044,1,50,17-02-2019
455,NOLSM2412424,3,Etching,355.0,1523.0,3661.0,5688.0,71.744,50.93600000000001,1.06,1,51,17-02-2019
456,NOLSM2512525,1,Etching,358.0,1437.0,3646.0,5702.0,71.199,51.446000000000005,1.024,1,52,17-02-2019
457,NOLSM2612626,2,Etching,210.0,1671.0,3637.0,5710.0,71.553,50.168,1.011,1,53,17-02-2019
458,NOLSM2712727,3,Etching,353.0,1576.0,3655.0,5704.0,69.65,51.216,1.053,1,54,17-02-2019
459,NOLSM541211541,1,Etching,205.0,1491.0,3641.0,5683.0,71.28699999999999,51.867,1.047,21,28,17-02-2019
460,NOLSM542212542,2,Etching,215.0,1406.0,3643.0,5703.0,71.60300000000001,52.199,1.055,21,29,17-02-2019
461,NOLSM543213543,3,Etching,174.0,1448.0,3637.0,5706.0,71.516,51.977,1.0490000000000002,21,30,17-02-2019
462,NOLSM544214544,1,Etching,204.0,1377.0,3642.0,,71.361,52.042,1.051,21,31,17-02-2019
463,NOLSM545215545,2,Etching,277.0,1456.0,3639.0,5706.0,71.26899999999999,52.165,1.054,21,32,17-02-2019
464,NOLSM546216546,3,Etching,235.0,1420.0,3643.0,5722.0,71.441,50.912,1.064,21,33,17-02-2019
465,NOLSM547217547,1,Etching,204.0,1393.0,3638.0,5706.0,71.54,51.963,1.064,21,34,17-02-2019
466,NOLSM548218548,2,Etching,267.0,1410.0,3640.0,5690.0,71.313,53.272,1.056,21,35,17-02-2019
467,NOLSM549219549,3,Etching,144.0,1471.0,3640.0,5685.0,71.43,50.718,1.056,21,36,17-02-2019
468,NOLSM5502110550,1,Etching,183.0,1417.0,3637.0,5700.0,71.01100000000001,52.102,1.043,21,37,17-02-2019
469,NOLSM5512111551,2,Etching,227.0,1418.0,3639.0,5726.0,71.062,50.724,1.047,21,38,17-02-2019
470,NOLSM5522112552,3,Etching,270.0,1476.0,3643.0,5686.0,71.163,50.849,1.046,21,39,17-02-2019
471,NOLSM5532113553,1,Etching,193.0,1368.0,3634.0,5715.0,71.008,51.178999999999995,1.043,21,40,17-02-2019
472,NOLSM5542114554,2,Etching,184.0,1425.0,3633.0,5681.0,71.009,51.177,1.046,21,41,17-02-2019
473,NOLSM5552115555,3,Etching,138.0,1398.0,3633.0,5722.0,70.991,51.828,1.048,21,42,17-02-2019
474,NOLSM5562116556,1,Etching,218.0,1408.0,3635.0,5711.0,71.055,51.486000000000004,1.044,21,43,17-02-2019
475,NOLSM5572117557,2,Etching,212.0,1454.0,3637.0,5705.0,71.10300000000001,51.428999999999995,1.047,21,44,17-02-2019
476,NOLSM5582118558,3,Etching,245.0,1405.0,3636.0,,70.908,50.958999999999996,1.038,21,45,17-02-2019
477,NOLSM5592119559,1,Etching,161.0,1371.0,3633.0,5688.0,71.015,51.516000000000005,1.041,21,46,17-02-2019
478,NOLSM5602120560,2,Etching,211.0,1384.0,3635.0,5691.0,70.99600000000001,51.48,1.037,21,47,17-02-2019
479,NOLSM5612121561,3,Etching,193.0,1413.0,3634.0,5683.0,70.97800000000001,51.567,1.0390000000000001,21,48,17-02-2019
480,NOLSM5622122562,1,Etching,274.0,1409.0,3644.0,5689.0,70.997,51.45399999999999,1.036,21,49,17-02-2019
481,NOLSM5632123563,2,Etching,233.0,1466.0,3645.0,5721.0,70.998,51.395,1.035,21,50,17-02-2019
482,NOLSM5642124564,3,Etching,243.0,1394.0,3639.0,5694.0,70.998,51.442,1.036,21,51,17-02-2019
483,NOLSM5652125565,1,Etching,184.0,1420.0,3635.0,,71.014,51.3,1.032,21,52,17-02-2019
484,NOLSM5662126566,2,Etching,219.0,1519.0,3643.0,5723.0,71.084,51.438,1.036,21,53,17-02-2019
485,NOLSM5672127567,3,Etching,217.0,1382.0,3641.0,5726.0,71.07300000000001,51.277,1.032,21,54,17-02-2019
486,NOLSM111,3,Etching,251.0,1606.0,3676.0,5756.0,70.878,50.851000000000006,1.047,1,1,17-02-2019
487,NOLSM212,2,Etching,317.0,1574.0,3657.0,5680.0,69.561,52.283,1.051,1,2,17-02-2019
488,NOLSM313,1,Etching,411.0,1321.0,3644.0,5715.0,70.968,51.61,1.0170000000000001,1,3,17-02-2019
489,NOLSM414,1,Etching,256.0,1628.0,3628.0,5737.0,70.146,51.286,1.0270000000000001,1,4,17-02-2019
490,NOLSM515,2,Etching,419.0,1598.0,3667.0,5720.0,71.17399999999999,51.996,1.05,1,5,17-02-2019
491,NOLSM616,3,Etching,359.0,1323.0,3644.0,5707.0,71.709,51.931000000000004,1.012,1,6,17-02-2019
492,NOLSM717,2,Etching,151.0,1389.0,3679.0,5700.0,71.354,51.446000000000005,1.034,1,7,17-02-2019
493,NOLSM818,1,Etching,316.0,1521.0,3653.0,5737.0,70.76100000000001,51.053000000000004,1.022,1,8,17-02-2019
494,NOLSM919,1,Etching,294.0,1425.0,3654.0,5717.0,71.71600000000001,51.208999999999996,1.0390000000000001,1,9,17-02-2019
495,NOLSM10110,2,Etching,466.0,1603.0,3643.0,5703.0,69.94800000000001,50.943999999999996,1.024,1,10,17-02-2019
496,NOLSM11111,3,Etching,223.0,1393.0,3667.0,5688.0,70.61,51.473,1.048,1,11,17-02-2019
497,NOLSM12112,3,Etching,562.0,1377.0,3664.0,5730.0,71.067,51.129,1.043,1,12,17-02-2019
498,NOLSM13113,2,Etching,416.0,1597.0,3655.0,5728.0,69.934,51.099,1.023,1,13,17-02-2019
499,NOLSM14114,1,Etching,365.0,1484.0,3674.0,5733.0,72.593,50.251999999999995,1.024,1,14,17-02-2019
500,NOLSM15115,1,Etching,556.0,1619.0,3633.0,5744.0,71.75399999999999,52.645,1.038,1,15,17-02-2019
501,NOLSM16116,2,Etching,447.0,1490.0,3664.0,5732.0,71.441,51.015,1.0270000000000001,1,16,17-02-2019
502,NOLSM17117,3,Etching,248.0,1576.0,3662.0,5700.0,71.163,50.547,1.0090000000000001,1,17,17-02-2019
503,NOLSM18118,3,Etching,417.0,1607.0,3633.0,5704.0,70.345,50.843,1.015,1,18,17-02-2019
504,NOLSM19119,2,Etching,227.0,1418.0,3668.0,5701.0,69.832,51.608999999999995,1.011,1,19,17-02-2019
505,NOLSM20120,1,Etching,185.0,1630.0,3637.0,5728.0,71.60600000000001,51.027,1.024,1,20,17-02-2019
506,NOLSM21121,1,Etching,660.0,1511.0,3679.0,5732.0,71.068,50.653,1.0290000000000001,1,21,17-02-2019
507,NOLSM22122,2,Etching,394.0,1562.0,3663.0,5733.0,69.362,51.251999999999995,1.026,1,22,17-02-2019
508,NOLSM23123,3,Etching,423.0,1526.0,3655.0,5688.0,72.506,50.769,1.044,1,23,17-02-2019
509,NOLSM24124,3,Etching,355.0,1523.0,3661.0,5688.0,71.744,50.93600000000001,1.06,1,24,17-02-2019
510,NOLSM25125,2,Etching,358.0,1437.0,3646.0,5702.0,71.199,51.446000000000005,1.024,1,25,17-02-2019
511,NOLSM26126,1,Etching,210.0,1671.0,3637.0,5710.0,71.553,50.168,1.011,1,26,17-02-2019
512,NOLSM27127,1,Etching,353.0,1576.0,3655.0,5704.0,69.65,51.216,1.053,1,27,17-02-2019
513,NOLSM541211,2,Etching,205.0,1491.0,3641.0,5683.0,71.28699999999999,51.867,1.047,21,1,17-02-2019
514,NOLSM542212,3,Etching,215.0,1406.0,3643.0,5703.0,71.60300000000001,52.199,1.055,21,2,17-02-2019
515,NOLSM543213,3,Etching,174.0,1448.0,3637.0,5706.0,71.516,51.977,1.0490000000000002,21,3,17-02-2019
516,NOLSM544214,2,Etching,204.0,1377.0,3642.0,5696.0,71.361,52.042,1.051,21,4,17-02-2019
517,NOLSM545215,1,Etching,277.0,1456.0,3639.0,5706.0,71.26899999999999,52.165,1.054,21,5,17-02-2019
518,NOLSM546216,1,Etching,235.0,1420.0,3643.0,5722.0,71.441,52.573,1.064,21,6,17-02-2019
519,NOLSM547217,2,Etching,204.0,1393.0,3638.0,5706.0,71.54,52.562,1.064,21,7,17-02-2019
520,NOLSM548218,3,Etching,267.0,1410.0,3640.0,5690.0,71.313,52.23,1.056,21,8,17-02-2019
521,NOLSM549219,3,Etching,144.0,1471.0,3640.0,5685.0,71.43,52.225,1.056,21,9,17-02-2019
522,NOLSM5502110,2,Etching,183.0,1417.0,3637.0,5700.0,71.01100000000001,51.705,1.043,21,10,17-02-2019
523,NOLSM5512111,1,Etching,227.0,1418.0,3639.0,5726.0,71.062,51.891000000000005,1.047,21,11,17-02-2019
524,NOLSM5522112,1,Etching,270.0,1476.0,3643.0,5686.0,71.163,51.853,1.046,21,12,17-02-2019
525,NOLSM5532113,3,Etching,193.0,1368.0,3634.0,5715.0,71.008,51.72,1.043,21,13,17-02-2019
526,NOLSM5542114,3,Etching,184.0,1425.0,3633.0,5681.0,71.009,51.836999999999996,1.046,21,14,17-02-2019
527,NOLSM5552115,2,Etching,138.0,1398.0,3633.0,5722.0,70.991,51.915,1.048,21,15,17-02-2019
528,NOLSM5562116,1,Etching,218.0,1408.0,3635.0,5711.0,71.055,51.75,1.044,21,16,17-02-2019
529,NOLSM5572117,1,Etching,212.0,1454.0,3637.0,5705.0,71.10300000000001,51.863,1.047,21,17,17-02-2019
530,NOLSM5582118,2,Etching,245.0,1405.0,3636.0,5711.0,70.908,51.506,1.038,21,18,17-02-2019
531,NOLSM5592119,3,Etching,161.0,1371.0,3633.0,5688.0,71.015,51.631,1.041,21,19,17-02-2019
532,NOLSM5602120,2,Etching,211.0,1384.0,3635.0,5691.0,70.99600000000001,51.48,1.037,21,20,17-02-2019
533,NOLSM5612121,1,Etching,193.0,1413.0,3634.0,5683.0,70.97800000000001,51.567,1.0390000000000001,21,21,17-02-2019
534,NOLSM5622122,1,Etching,274.0,1409.0,3644.0,5689.0,70.997,51.45399999999999,1.036,21,22,17-02-2019
535,NOLSM5632123,2,Etching,233.0,1466.0,3645.0,5721.0,70.998,51.395,1.035,21,23,17-02-2019
536,NOLSM5642124,3,Etching,243.0,1394.0,3639.0,5694.0,70.998,51.442,1.036,21,24,17-02-2019
537,NOLSM5652125,3,Etching,184.0,1420.0,3635.0,5698.0,71.014,51.3,1.032,21,25,17-02-2019
538,NOLSM5662126,2,Etching,219.0,1519.0,3643.0,5723.0,71.084,51.438,1.036,21,26,17-02-2019
539,NOLSM5672127,1,Etching,217.0,1382.0,3641.0,5726.0,71.07300000000001,51.277,1.032,21,27,17-02-2019
540,NOLSM282128,1,Etching,402.0,1399.0,3648.0,5735.0,70.34100000000001,51.052,1.06,2,28,18-02-2019
541,NOLSM292229,2,Etching,288.0,1457.0,3669.0,5712.0,71.972,52.479,1.042,2,29,18-02-2019
542,NOLSM302330,3,Etching,475.0,1425.0,3642.0,5712.0,71.44800000000001,51.336999999999996,1.016,2,30,18-02-2019
543,NOLSM312431,1,Etching,124.0,1571.0,3644.0,5705.0,71.456,50.466,1.04,2,31,18-02-2019
544,NOLSM322532,2,Etching,479.0,1655.0,3653.0,5687.0,71.025,50.813,1.034,2,32,18-02-2019
545,NOLSM332633,3,Etching,395.0,1259.0,3666.0,5729.0,71.306,51.81399999999999,1.02,2,33,18-02-2019
546,NOLSM342734,1,Etching,387.0,1531.0,3658.0,5708.0,71.297,50.787,1.031,2,34,18-02-2019
547,NOLSM352835,2,Etching,304.0,1555.0,3685.0,5693.0,70.839,50.836999999999996,1.028,2,35,18-02-2019
548,NOLSM362936,3,Etching,484.0,1604.0,3668.0,5694.0,69.835,52.027,1.04,2,36,18-02-2019
549,NOLSM3721037,1,Etching,147.0,1492.0,3654.0,5716.0,70.848,51.578,1.001,2,37,18-02-2019
550,NOLSM3821138,2,Etching,543.0,1349.0,3658.0,5709.0,70.915,51.108000000000004,1.036,2,38,18-02-2019
551,NOLSM3921239,3,Etching,620.0,1462.0,3641.0,5734.0,69.914,51.379,1.037,2,39,18-02-2019
552,NOLSM4021340,1,Etching,404.0,1499.0,3648.0,5725.0,70.941,51.727,1.045,2,40,18-02-2019
553,NOLSM4121441,2,Etching,389.0,1522.0,3628.0,5738.0,71.774,51.297,1.054,2,41,18-02-2019
554,NOLSM4221542,3,Etching,228.0,1219.0,3658.0,5717.0,69.947,51.177,1.0190000000000001,2,42,18-02-2019
555,NOLSM4321643,1,Etching,480.0,1382.0,3689.0,5722.0,71.607,50.931999999999995,1.034,2,43,18-02-2019
556,NOLSM4421744,2,Etching,324.0,1624.0,3640.0,5743.0,71.176,52.269,1.032,2,44,18-02-2019
557,NOLSM4521845,3,Etching,208.0,1474.0,3646.0,5737.0,70.758,51.79600000000001,1.008,2,45,18-02-2019
558,NOLSM4621946,1,Etching,419.0,1528.0,3677.0,5728.0,70.973,51.77,1.012,2,46,18-02-2019
559,NOLSM4722047,2,Etching,481.0,1479.0,3648.0,5710.0,71.04899999999999,51.211999999999996,1.024,2,47,18-02-2019
560,NOLSM4822148,3,Etching,319.0,1676.0,3672.0,5722.0,70.119,51.77,1.033,2,48,18-02-2019
561,NOLSM4922249,1,Etching,411.0,1499.0,3654.0,5732.0,72.115,50.716,1.037,2,49,18-02-2019
562,NOLSM5022350,2,Etching,339.0,1407.0,3643.0,5711.0,70.245,50.29,1.0170000000000001,2,50,18-02-2019
563,NOLSM5122451,3,Etching,237.0,1375.0,3635.0,5722.0,70.437,50.086999999999996,1.0270000000000001,2,51,18-02-2019
564,NOLSM5222552,1,Etching,272.0,1485.0,3663.0,5716.0,70.888,51.091,1.014,2,52,18-02-2019
565,NOLSM5322653,2,Etching,616.0,1374.0,3651.0,5724.0,70.392,50.488,1.056,2,53,18-02-2019
566,NOLSM5422754,3,Etching,387.0,1678.0,3688.0,5705.0,72.48899999999999,51.776,1.034,2,54,18-02-2019
567,NOLSM568221568,1,Etching,192.0,1423.0,3642.0,5683.0,71.303,51.476000000000006,1.037,22,28,18-02-2019
568,NOLSM569222569,2,Etching,194.0,1397.0,3641.0,5714.0,71.161,51.463,1.037,22,29,18-02-2019
569,NOLSM570223570,3,Etching,245.0,1709.0,3641.0,5719.0,71.23899999999999,51.495,1.047,22,30,18-02-2019
570,NOLSM571224571,1,Etching,204.0,1468.0,3640.0,5699.0,71.296,51.45,1.048,22,31,18-02-2019
571,NOLSM572225572,2,Etching,192.0,1466.0,3638.0,5713.0,71.324,51.567,1.048,22,32,18-02-2019
572,NOLSM573226573,3,Etching,253.0,1390.0,3642.0,5730.0,71.366,51.581,1.047,22,33,18-02-2019
573,NOLSM574227574,1,Etching,187.0,1561.0,3638.0,5698.0,71.403,51.38399999999999,1.047,22,34,18-02-2019
574,NOLSM575228575,2,Etching,172.0,1665.0,3635.0,5723.0,71.361,51.396,1.046,22,35,18-02-2019
575,NOLSM576229576,3,Etching,213.0,1573.0,3641.0,,71.442,51.35,1.047,22,36,18-02-2019
576,NOLSM5772210577,1,Etching,205.0,1526.0,3639.0,5718.0,71.283,51.261,1.051,22,37,18-02-2019
577,NOLSM5782211578,2,Etching,182.0,1481.0,3640.0,5690.0,71.32300000000001,51.566,1.052,22,38,18-02-2019
578,NOLSM5792212579,3,Etching,143.0,1588.0,3640.0,5715.0,71.51899999999999,51.449,1.053,22,39,18-02-2019
579,NOLSM5802213580,1,Etching,196.0,1441.0,3641.0,5711.0,71.41,51.256,1.056,22,40,18-02-2019
580,NOLSM5812214581,2,Etching,122.0,,3635.0,5721.0,71.36,51.265,1.032,22,41,18-02-2019
581,NOLSM5822215582,3,Etching,265.0,1402.0,3641.0,5713.0,71.327,51.141000000000005,1.0290000000000001,22,42,18-02-2019
582,NOLSM5832216583,1,Etching,179.0,1340.0,3633.0,5691.0,71.069,51.761,1.044,22,43,18-02-2019
583,NOLSM5842217584,2,Etching,187.0,1472.0,3635.0,5695.0,71.107,51.6,1.04,22,44,18-02-2019
584,NOLSM5852218585,3,Etching,192.0,1376.0,3634.0,5725.0,71.081,50.912,1.035,22,45,18-02-2019
585,NOLSM5862219586,1,Etching,174.0,1400.0,3637.0,5695.0,71.178,51.963,1.032,22,46,18-02-2019
586,NOLSM5872220587,2,Etching,206.0,1422.0,3639.0,5711.0,71.27600000000001,53.272,1.037,22,47,18-02-2019
587,NOLSM5882221588,3,Etching,170.0,1392.0,3640.0,5710.0,71.304,50.718,1.036,22,48,18-02-2019
588,NOLSM5892222589,1,Etching,299.0,1332.0,3639.0,5694.0,71.211,52.102,1.031,22,49,18-02-2019
589,NOLSM5902223590,2,Etching,213.0,1477.0,3641.0,5714.0,71.358,50.724,1.031,22,50,18-02-2019
590,NOLSM5912224591,3,Etching,277.0,1346.0,3642.0,5726.0,71.22,50.849,1.0290000000000001,22,51,18-02-2019
591,NOLSM5922225592,1,Etching,221.0,1409.0,3643.0,5686.0,71.355,51.178999999999995,1.033,22,52,18-02-2019
592,NOLSM5932226593,2,Etching,203.0,1464.0,3640.0,5708.0,71.376,51.177,1.0290000000000001,22,53,18-02-2019
593,NOLSM5942227594,3,Etching,161.0,1471.0,3639.0,5691.0,71.27600000000001,51.828,1.031,22,54,18-02-2019
594,NOLSM2821,2,Etching,402.0,1399.0,3648.0,5735.0,70.34100000000001,51.052,1.06,2,1,18-02-2019
595,NOLSM2922,3,Etching,288.0,1457.0,3669.0,5712.0,71.972,52.479,1.042,2,2,18-02-2019
596,NOLSM3023,3,Etching,475.0,1425.0,3642.0,5712.0,71.44800000000001,51.336999999999996,1.016,2,3,18-02-2019
597,NOLSM3124,1,Etching,124.0,1571.0,3644.0,5705.0,71.456,50.466,1.04,2,4,18-02-2019
598,NOLSM3225,1,Etching,479.0,1655.0,3653.0,5687.0,71.025,50.813,1.034,2,5,18-02-2019
599,NOLSM3326,3,Etching,395.0,1259.0,3666.0,5729.0,71.306,51.81399999999999,1.02,2,6,18-02-2019
600,NOLSM3427,3,Etching,387.0,1531.0,3658.0,5708.0,71.297,50.787,1.031,2,7,18-02-2019
601,NOLSM3528,2,Etching,304.0,1555.0,3685.0,5693.0,70.839,50.836999999999996,1.028,2,8,18-02-2019
602,NOLSM3629,1,Etching,484.0,1604.0,3668.0,5694.0,69.835,52.027,1.04,2,9,18-02-2019
603,NOLSM37210,1,Etching,147.0,1492.0,3654.0,5716.0,70.848,51.578,1.001,2,10,18-02-2019
604,NOLSM38211,2,Etching,543.0,1349.0,3658.0,5709.0,70.915,51.108000000000004,1.036,2,11,18-02-2019
605,NOLSM39212,3,Etching,620.0,1462.0,3641.0,5734.0,69.914,51.379,1.037,2,12,18-02-2019
606,NOLSM40213,3,Etching,404.0,1499.0,3648.0,5725.0,70.941,51.727,1.045,2,13,18-02-2019
607,NOLSM41214,2,Etching,389.0,1522.0,3628.0,5738.0,71.774,51.297,1.054,2,14,18-02-2019
608,NOLSM42215,1,Etching,228.0,1219.0,3658.0,5717.0,69.947,51.177,1.0190000000000001,2,15,18-02-2019
609,NOLSM43216,1,Etching,480.0,1382.0,3689.0,5722.0,71.607,50.931999999999995,1.034,2,16,18-02-2019
610,NOLSM44217,2,Etching,324.0,1624.0,3640.0,5743.0,71.176,52.269,1.032,2,17,18-02-2019
611,NOLSM45218,3,Etching,208.0,1474.0,3646.0,5737.0,70.758,51.79600000000001,1.008,2,18,18-02-2019
612,NOLSM46219,3,Etching,419.0,1528.0,3677.0,5728.0,70.973,51.77,1.012,2,19,18-02-2019
613,NOLSM47220,2,Etching,481.0,1479.0,3648.0,5710.0,71.04899999999999,51.211999999999996,1.024,2,20,18-02-2019
614,NOLSM48221,1,Etching,319.0,1676.0,3672.0,5722.0,70.119,51.77,1.033,2,21,18-02-2019
615,NOLSM49222,1,Etching,411.0,1499.0,3654.0,5732.0,72.115,50.716,1.037,2,22,18-02-2019
616,NOLSM50223,2,Etching,339.0,1407.0,3643.0,5711.0,70.245,50.29,1.0170000000000001,2,23,18-02-2019
617,NOLSM51224,3,Etching,237.0,1375.0,3635.0,5722.0,70.437,50.086999999999996,1.0270000000000001,2,24,18-02-2019
618,NOLSM52225,3,Etching,272.0,1485.0,3663.0,5716.0,70.888,51.091,1.014,2,25,18-02-2019
619,NOLSM53226,2,Etching,616.0,1374.0,3651.0,5724.0,70.392,50.488,1.056,2,26,18-02-2019
620,NOLSM54227,1,Etching,387.0,1678.0,3688.0,5705.0,72.48899999999999,51.776,1.034,2,27,18-02-2019
621,NOLSM568221,1,Etching,192.0,1423.0,3642.0,5683.0,71.303,51.476000000000006,1.037,22,1,18-02-2019
622,NOLSM569222,2,Etching,194.0,1397.0,3641.0,5714.0,71.161,51.463,1.037,22,2,18-02-2019
623,NOLSM570223,3,Etching,245.0,1500.0,3641.0,5719.0,71.23899999999999,51.495,1.037,22,3,18-02-2019
624,NOLSM571224,3,Etching,204.0,1383.0,3640.0,5699.0,71.296,51.45,1.036,22,4,18-02-2019
625,NOLSM572225,2,Etching,192.0,1361.0,3638.0,5713.0,71.324,51.567,1.0390000000000001,22,5,18-02-2019
626,NOLSM573226,1,Etching,253.0,1597.0,3642.0,5730.0,71.366,51.581,1.04,22,6,18-02-2019
627,NOLSM574227,1,Etching,187.0,1382.0,3638.0,5698.0,71.403,51.38399999999999,1.035,22,7,18-02-2019
628,NOLSM575228,2,Etching,172.0,1351.0,3635.0,5723.0,71.361,51.396,1.035,22,8,18-02-2019
629,NOLSM576229,3,Etching,213.0,1443.0,3641.0,5713.0,71.442,51.35,1.034,22,9,18-02-2019
630,NOLSM5772210,3,Etching,205.0,1442.0,3639.0,5718.0,71.283,51.261,1.032,22,10,18-02-2019
631,NOLSM5782211,2,Etching,182.0,1415.0,3640.0,5690.0,71.32300000000001,51.566,1.0390000000000001,22,11,18-02-2019
632,NOLSM5792212,1,Etching,143.0,1363.0,3640.0,5715.0,71.51899999999999,51.449,1.036,22,12,18-02-2019
633,NOLSM5802213,1,Etching,196.0,1401.0,3641.0,5711.0,71.41,51.256,1.031,22,13,18-02-2019
634,NOLSM5812214,2,Etching,122.0,1304.0,3635.0,5721.0,71.36,51.265,1.032,22,14,18-02-2019
635,NOLSM5822215,3,Etching,265.0,1447.0,3641.0,5713.0,71.327,51.141000000000005,1.0290000000000001,22,15,18-02-2019
636,NOLSM5832216,3,Etching,179.0,1340.0,3633.0,5691.0,71.069,51.761,1.044,22,16,18-02-2019
637,NOLSM5842217,2,Etching,187.0,1472.0,3635.0,5695.0,71.107,51.6,1.04,22,17,18-02-2019
638,NOLSM5852218,1,Etching,192.0,1376.0,3634.0,5725.0,71.081,51.396,1.035,22,18,18-02-2019
639,NOLSM5862219,1,Etching,174.0,1400.0,3637.0,5695.0,71.178,51.271,1.032,22,19,18-02-2019
640,NOLSM5872220,2,Etching,206.0,1422.0,3639.0,5711.0,71.27600000000001,51.496,1.037,22,20,18-02-2019
641,NOLSM5882221,3,Etching,170.0,1392.0,3640.0,5710.0,71.304,51.44,1.036,22,21,18-02-2019
642,NOLSM5892222,2,Etching,299.0,1332.0,3639.0,5694.0,71.211,51.247,1.031,22,22,18-02-2019
643,NOLSM5902223,1,Etching,213.0,1477.0,3641.0,5714.0,71.358,51.247,1.031,22,23,18-02-2019
644,NOLSM5912224,1,Etching,277.0,1346.0,3642.0,5726.0,71.22,51.145,1.0290000000000001,22,24,18-02-2019
645,NOLSM5922225,2,Etching,221.0,1409.0,3643.0,5686.0,71.355,51.327,1.033,22,25,18-02-2019
646,NOLSM5932226,3,Etching,203.0,1464.0,3640.0,5708.0,71.376,51.175,1.0290000000000001,22,26,18-02-2019
647,NOLSM5942227,3,Etching,161.0,1471.0,3639.0,5691.0,71.27600000000001,51.221000000000004,1.031,22,27,18-02-2019
648,NOLSM553155,1,Etching,248.0,1557.0,3678.0,5683.0,72.07600000000001,51.556000000000004,1.057,3,28,19-02-2019
649,NOLSM563256,2,Etching,683.0,1546.0,3659.0,5717.0,71.472,51.805,1.033,3,29,19-02-2019
650,NOLSM573357,3,Etching,417.0,1455.0,3614.0,5717.0,70.563,51.521,1.0390000000000001,3,30,19-02-2019
651,NOLSM583458,1,Etching,479.0,1466.0,3650.0,5741.0,71.001,51.364,1.034,3,31,19-02-2019
652,NOLSM593559,2,Etching,433.0,1466.0,3657.0,5724.0,69.26899999999999,51.915,1.03,3,32,19-02-2019
653,NOLSM603660,3,Etching,333.0,1695.0,3645.0,5726.0,70.209,51.41,1.035,3,33,19-02-2019
654,NOLSM613761,1,Etching,323.0,1427.0,3664.0,5685.0,69.944,50.735,1.016,3,34,19-02-2019
655,NOLSM623862,2,Etching,483.0,1426.0,3649.0,5724.0,69.75,50.183,1.028,3,35,19-02-2019
656,NOLSM633963,3,Etching,222.0,1497.0,3668.0,5723.0,71.255,50.18899999999999,1.0,3,36,19-02-2019
657,NOLSM6431064,1,Etching,479.0,1551.0,3677.0,5713.0,70.109,50.147,1.05,3,37,19-02-2019
658,NOLSM6531165,2,Etching,687.0,1324.0,3627.0,5699.0,70.977,50.912,1.024,3,38,19-02-2019
659,NOLSM6631266,3,Etching,285.0,1567.0,3671.0,5710.0,72.053,51.963,1.046,3,39,19-02-2019
660,NOLSM6731367,1,Etching,367.0,1553.0,3613.0,5687.0,70.35300000000001,53.272,1.034,3,40,19-02-2019
661,NOLSM6831468,2,Etching,189.0,1456.0,3644.0,5716.0,71.594,50.718,1.0490000000000002,3,41,19-02-2019
662,NOLSM6931569,3,Etching,574.0,1459.0,3689.0,5697.0,69.995,52.102,1.033,3,42,19-02-2019
663,NOLSM7031670,1,Etching,309.0,1529.0,3639.0,5702.0,71.335,50.724,1.037,3,43,19-02-2019
664,NOLSM7131771,2,Etching,146.0,1395.0,3664.0,5718.0,71.135,50.849,1.023,3,44,19-02-2019
665,NOLSM7231872,3,Etching,405.0,1470.0,3670.0,5724.0,71.021,51.178999999999995,1.062,3,45,19-02-2019
666,NOLSM7331973,1,Etching,499.0,1448.0,3668.0,5717.0,71.413,51.177,1.037,3,46,19-02-2019
667,NOLSM7432074,2,Etching,169.0,1312.0,3663.0,5724.0,70.41,51.828,1.033,3,47,19-02-2019
668,NOLSM7532175,3,Etching,538.0,1522.0,3653.0,5723.0,70.518,51.486000000000004,1.0290000000000001,3,48,19-02-2019
669,NOLSM7632276,1,Etching,224.0,1469.0,3639.0,5702.0,70.874,51.428999999999995,1.044,3,49,19-02-2019
670,NOLSM7732377,2,Etching,278.0,1711.0,3674.0,5731.0,70.992,50.958999999999996,1.0270000000000001,3,50,19-02-2019
671,NOLSM7832478,3,Etching,278.0,1526.0,3654.0,5713.0,71.921,51.516000000000005,1.037,3,51,19-02-2019
672,NOLSM7932579,1,Etching,203.0,1501.0,3673.0,5720.0,71.077,51.937,1.0170000000000001,3,52,19-02-2019
673,NOLSM8032680,2,Etching,394.0,1604.0,3647.0,5741.0,69.979,51.255,1.028,3,53,19-02-2019
674,NOLSM8132781,3,Etching,395.0,1445.0,3636.0,5764.0,72.843,51.506,1.0070000000000001,3,54,19-02-2019
675,NOLSM595231595,1,Etching,198.0,1439.0,3641.0,5685.0,71.309,51.486000000000004,1.032,23,28,19-02-2019
