,No_Die,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Lot_Num,Wafer_Num,Datetime
902,NOLSM6602512660,1,Photo,1.22609,16.43,15.005,19.997,196.382,90.001,496.38199999999995,3978.724,4909.558,4.93,89.831,29.99,25,39,21-02-2019
903,NOLSM6612513661,1,Photo,1.8141900000000002,17.474,14.98,20.000999999999998,196.59900000000002,90.0,496.599,4056.014,4914.974,4.921,90.03,29.997,25,40,21-02-2019
904,NOLSM6622514662,1,Photo,1.89693,16.183,14.97,19.997,197.555,90.001,497.555,4029.12,4938.87,4.946000000000001,90.20299999999999,30.000999999999998,25,41,21-02-2019
905,NOLSM6632515663,1,Photo,1.72027,16.922,14.988,20.002,197.98,89.999,497.98,3971.1940000000004,4949.492,4.95,89.945,30.0,25,42,21-02-2019
906,NOLSM6642516664,1,Photo,0.9616100000000001,17.367,14.937000000000001,20.002,197.183,89.999,497.18300000000005,4035.3940000000002,4929.577,4.938,90.12700000000001,30.004,25,43,21-02-2019
907,NOLSM6652517665,1,Photo,1.48912,16.09,14.935,20.002,197.908,90.0,497.908,3952.67,4947.7029999999995,4.948,89.742,30.006,25,44,21-02-2019
908,NOLSM6662518666,1,Photo,0.94868,19.026,15.058,19.998,197.135,90.0,497.135,3972.34,4928.379,4.93,90.14200000000001,30.005,25,45,21-02-2019
909,NOLSM6672519667,1,Photo,0.83591,18.891,15.040999999999999,20.004,197.62099999999998,90.0,497.621,4017.1440000000002,4940.532999999999,4.9430000000000005,90.229,30.009,25,46,21-02-2019
910,NOLSM6682520668,1,Photo,1.36943,13.788,14.979000000000001,20.000999999999998,197.925,90.0,497.925,4072.913,4948.123,4.968,90.81299999999999,30.0,25,47,21-02-2019
911,NOLSM6692521669,1,Photo,1.9263299999999999,18.771,15.138,20.005,199.037,90.0,499.037,4084.9390000000003,4975.915,4.959,90.68799999999999,29.995,25,48,21-02-2019
912,NOLSM6702522670,1,Photo,1.41846,20.701,15.01,20.000999999999998,198.398,89.999,498.398,4045.078,4959.960999999999,4.962,90.66799999999999,30.000999999999998,25,49,21-02-2019
913,NOLSM6712523671,1,Photo,0.67979,11.253,14.940999999999999,19.997,198.768,89.999,498.76800000000003,4010.176,4969.206,4.971,90.80799999999999,30.002,25,50,21-02-2019
914,NOLSM6722524672,1,Photo,0.73422,15.286,15.083,20.002,198.78599999999997,90.00200000000001,498.786,3975.72,4969.65,4.973,90.757,30.011,25,51,21-02-2019
915,NOLSM6732525673,1,Photo,1.8141900000000002,12.463,15.088,19.995,199.459,90.0,499.459,3989.173,4986.465999999999,4.985,91.101,29.997,25,52,21-02-2019
916,NOLSM6742526674,1,Photo,1.89693,19.767,15.095,20.003,199.4,89.999,499.4,3987.994,4984.9929999999995,4.987,90.96600000000001,30.003,25,53,21-02-2019
917,NOLSM6752527675,1,Photo,1.72027,16.029,14.964,19.995,199.438,90.0,499.43800000000005,3988.7670000000003,4985.959,4.9830000000000005,91.02600000000001,29.999000000000002,25,54,21-02-2019
918,NOLSM10951,1,Photo,1.31556,18.3,15.1,19.997,201.257,90.001,499.686,3943.7129999999997,5026.31,5.0280000000000005,90.87200000000001,29.995,5,1,21-02-2019
919,NOLSM11052,2,Photo,1.87115,13.097999999999999,15.025,20.000999999999998,198.825,89.999,504.969,4029.2140000000004,5015.85,5.039,92.275,29.998,5,2,21-02-2019
920,NOLSM11153,2,Photo,1.2127700000000001,14.994000000000002,15.001,20.007,197.12099999999998,89.99799999999999,496.889,3964.71,5077.469,5.033,91.338,29.993000000000002,5,3,21-02-2019
921,NOLSM11254,3,Photo,1.15164,15.261,14.931,20.000999999999998,200.82299999999998,89.999,499.50300000000004,3978.745,5119.234,5.072,90.277,30.005,5,4,21-02-2019
922,NOLSM11355,3,Photo,1.7736599999999998,16.651,15.044,20.000999999999998,196.00099999999998,90.0,502.551,4049.1,5022.182,4.973,93.44,30.000999999999998,5,5,21-02-2019
923,NOLSM11456,3,Photo,1.48367,13.638,15.020999999999999,20.005,198.21099999999998,90.001,503.26800000000003,4042.033,4947.659000000001,4.968,93.61399999999999,30.000999999999998,5,6,21-02-2019
924,NOLSM11557,1,Photo,1.9367299999999998,15.127,14.979000000000001,19.996,198.99900000000002,90.001,501.653,4038.907,5011.734,4.961,93.29,30.003,5,7,21-02-2019
925,NOLSM11658,1,Photo,0.90966,16.414,15.106,19.993,201.92,89.99799999999999,499.417,3942.446,5021.166,4.967,93.29799999999999,30.002,5,8,21-02-2019
926,NOLSM11759,1,Photo,0.7098,11.936,15.004000000000001,19.997,202.265,89.999,505.718,4018.743,5027.501,4.959,91.902,30.005,5,9,21-02-2019
927,NOLSM118510,2,Photo,2.09636,21.373,15.057,20.000999999999998,197.708,90.0,502.85,4126.569,5006.295999999999,4.997,90.552,29.999000000000002,5,10,21-02-2019
928,NOLSM119511,2,Photo,1.7317599999999997,15.277000000000001,15.01,19.996,204.74400000000003,89.999,498.87800000000004,4085.7529999999997,4983.395,4.988,92.566,29.999000000000002,5,11,21-02-2019
929,NOLSM120512,2,Photo,1.0965,15.312000000000001,15.07,19.999000000000002,205.209,89.999,502.975,4057.6290000000004,5098.876,5.1,91.77799999999999,30.000999999999998,5,12,21-02-2019
930,NOLSM121513,3,Photo,0.94524,13.894,15.116,19.999000000000002,199.49900000000002,90.0,505.046,4075.2129999999997,4973.462,4.98,92.34700000000001,29.991999999999997,5,13,21-02-2019
931,NOLSM122514,3,Photo,1.7431400000000001,16.37,15.025,20.0,195.352,90.001,499.926,4030.034,5083.912,4.907,90.96600000000001,29.999000000000002,5,14,21-02-2019
932,NOLSM123515,3,Photo,0.52966,17.277,14.828,20.002,200.66,89.999,501.827,4069.518,5048.748,4.927,94.66799999999999,29.996,5,15,21-02-2019
933,NOLSM124516,1,Photo,0.31926,16.67,15.0,19.994,199.982,90.0,501.745,3981.7540000000004,5045.605,4.9510000000000005,92.262,29.986,5,16,21-02-2019
934,NOLSM125517,1,Photo,0.67018,14.097999999999999,14.960999999999999,19.997,198.47,90.0,504.80400000000003,4012.4509999999996,5045.0109999999995,5.013,90.449,29.999000000000002,5,17,21-02-2019
935,NOLSM126518,1,Photo,1.52111,14.436,14.957,20.009,199.456,90.001,500.564,4093.798,5014.005999999999,5.072,93.59100000000001,29.99,5,18,21-02-2019
936,NOLSM127519,2,Photo,1.40998,12.82,15.092,20.000999999999998,201.983,90.0,505.07599999999996,4014.388,4827.04,4.925,92.35,29.995,5,19,21-02-2019
937,NOLSM128520,2,Photo,1.7652400000000001,17.163,14.785,19.995,197.55,90.001,501.62300000000005,3965.0840000000003,5068.244000000001,5.012,89.84100000000001,29.999000000000002,5,20,21-02-2019
938,NOLSM129521,2,Photo,1.81581,12.729000000000001,14.934000000000001,20.0,196.622,89.99799999999999,498.289,4026.6859999999997,5014.44,5.066,90.887,30.000999999999998,5,21,21-02-2019
939,NOLSM130522,3,Photo,0.9078299999999999,14.748,15.08,19.999000000000002,195.123,90.0,500.915,4007.0209999999997,4980.246,5.093999999999999,93.99,29.997,5,22,21-02-2019
940,NOLSM131523,3,Photo,1.13067,14.610999999999999,14.992,19.994,200.795,90.001,504.60900000000004,3913.49,5001.7609999999995,4.973,91.432,30.003,5,23,21-02-2019
941,NOLSM132524,3,Photo,0.7548,15.808,14.88,19.997,198.77200000000002,90.001,503.12199999999996,3993.1009999999997,5074.1179999999995,5.033,90.71600000000001,30.003,5,24,21-02-2019
942,NOLSM133525,1,Photo,1.66756,14.677999999999999,14.880999999999998,19.998,205.609,90.0,499.85,4022.215,4918.5740000000005,5.01,91.008,30.014,5,25,21-02-2019
943,NOLSM134526,1,Photo,1.4330100000000001,16.811,14.97,19.993,200.925,90.0,500.47,3979.993,5070.442,4.975,91.31700000000001,29.998,5,26,21-02-2019
944,NOLSM135527,1,Photo,1.0595700000000001,14.953,14.917,20.009,202.42700000000002,89.999,504.675,3991.5209999999997,4936.656,5.058,92.819,29.984,5,27,21-02-2019
945,NOLSM649251,1,Photo,2.03116,16.361,15.094000000000001,20.0,195.34099999999998,90.0,495.341,3906.817,4883.521,4.881,89.694,30.006,25,1,21-02-2019
946,NOLSM650252,1,Photo,1.41751,16.784000000000002,14.899000000000001,20.0,196.77,90.0,496.77,3935.402,4919.253,4.9110000000000005,89.355,29.988000000000003,25,2,21-02-2019
947,NOLSM651253,2,Photo,1.7657900000000002,16.477999999999998,15.092,19.999000000000002,195.65900000000002,89.999,495.659,3913.1740000000004,4891.468,4.913,89.475,29.991,25,3,21-02-2019
948,NOLSM652254,2,Photo,1.69291,16.676,14.902999999999999,20.000999999999998,195.771,89.99799999999999,495.77099999999996,3915.415,4894.269,4.888,89.434,29.986,25,4,21-02-2019
949,NOLSM653255,2,Photo,1.7588,17.686,14.97,20.0,195.923,90.0,495.923,3918.458,4898.073,4.888,88.551,29.993000000000002,25,5,21-02-2019
950,NOLSM654256,3,Photo,2.2278,16.534000000000002,15.017000000000001,19.997,193.983,90.001,493.983,3879.656,4849.571,4.835,89.20299999999999,29.998,25,6,21-02-2019
951,NOLSM655257,3,Photo,2.0681,17.399,14.921,19.999000000000002,194.585,90.001,494.585,3891.703,4864.629,4.875,88.604,30.005,25,7,21-02-2019
952,NOLSM656258,3,Photo,2.30231,16.54,14.860999999999999,19.998,194.24400000000003,89.999,494.244,3884.883,4856.103,4.843,89.301,29.995,25,8,21-02-2019
953,NOLSM657259,1,Photo,1.94354,18.346,15.02,19.999000000000002,195.389,90.0,495.389,3907.776,4884.72,4.905,89.514,30.0,25,9,21-02-2019
954,NOLSM6582510,1,Photo,1.8894900000000001,17.203,15.049000000000001,19.998,195.718,90.001,495.718,3914.3579999999997,4892.947,4.888999999999999,89.43700000000001,30.000999999999998,25,10,21-02-2019
955,NOLSM6592511,1,Photo,1.9812900000000002,15.914000000000001,15.164000000000001,20.002,195.579,90.001,495.579,3911.573,4889.467000000001,4.899,89.56299999999999,30.005,25,11,21-02-2019
956,NOLSM6602512,2,Photo,1.31263,16.43,15.005,19.997,196.382,90.001,496.38199999999995,3927.6459999999997,4909.558,4.93,89.831,29.99,25,12,21-02-2019
957,NOLSM6612513,2,Photo,1.61079,17.474,14.98,20.000999999999998,196.59900000000002,90.0,496.599,3931.9790000000003,4914.974,4.921,90.03,29.997,25,13,21-02-2019
958,NOLSM6622514,2,Photo,1.3958,16.183,14.97,19.997,197.555,90.001,497.555,3951.0959999999995,4938.87,4.946000000000001,90.20299999999999,30.000999999999998,25,14,21-02-2019
959,NOLSM6632515,3,Photo,1.2322899999999999,16.922,14.988,20.002,197.98,89.999,497.98,3959.593,4949.492,4.95,89.945,30.0,25,15,21-02-2019
960,NOLSM6642516,3,Photo,1.39953,16.783,14.937000000000001,20.002,197.183,89.999,497.18300000000005,3943.6620000000003,4929.577,4.938,90.12700000000001,30.004,25,16,21-02-2019
961,NOLSM6652517,3,Photo,1.31403,16.874000000000002,14.935,20.002,197.908,90.0,497.908,3958.163,4947.7029999999995,4.948,89.742,30.008000000000003,25,17,21-02-2019
962,NOLSM6662518,1,Photo,1.56681,16.873,15.058,19.998,197.135,90.0,497.135,3942.703,4928.379,4.93,90.14200000000001,30.004,25,18,21-02-2019
963,NOLSM6672519,1,Photo,1.41352,17.563,15.040999999999999,19.999000000000002,197.62099999999998,90.0,497.621,3952.427,4940.532999999999,4.9430000000000005,90.229,30.003,25,19,21-02-2019
964,NOLSM6682520,1,Photo,1.1875799999999999,18.108,14.979000000000001,19.998,197.925,90.0,497.925,3958.498,4948.123,4.968,90.81299999999999,30.006,25,20,21-02-2019
965,NOLSM6692521,2,Photo,0.9702799999999999,16.102999999999998,15.138,20.000999999999998,199.037,90.0,499.037,3980.732,4975.915,4.959,90.68799999999999,29.997,25,21,21-02-2019
966,NOLSM6702522,2,Photo,1.09227,17.569000000000003,15.01,20.0,198.398,89.999,498.398,3967.969,4959.960999999999,4.962,90.66799999999999,30.000999999999998,25,22,21-02-2019
967,NOLSM6712523,2,Photo,1.1236700000000002,17.451,14.940999999999999,19.999000000000002,198.768,89.999,498.76800000000003,3975.365,4969.206,4.971,90.80799999999999,29.999000000000002,25,23,21-02-2019
968,NOLSM6722524,3,Photo,0.9597,15.963,15.083,20.003,198.78599999999997,90.00200000000001,498.786,3975.72,4969.65,4.973,90.757,30.000999999999998,25,24,21-02-2019
969,NOLSM6732525,3,Photo,0.8562200000000001,16.67,15.088,20.000999999999998,199.459,90.0,499.459,3989.173,4986.465999999999,4.985,91.101,30.002,25,25,21-02-2019
970,NOLSM6742526,1,Photo,0.74544,16.33,15.095,20.007,199.4,89.999,499.4,3987.994,4984.9929999999995,4.987,90.96600000000001,29.988000000000003,25,26,21-02-2019
971,NOLSM6752527,1,Photo,1.07645,16.945,14.964,19.998,199.438,90.0,499.43800000000005,3988.7670000000003,4985.959,4.9830000000000005,91.02600000000001,30.01,25,27,21-02-2019
972,NOLSM13661136,3,Photo,0.83591,14.669,15.039000000000001,20.000999999999998,197.135,90.001,494.517,4029.6259999999997,4993.451,4.996,93.5,29.99,6,28,22-02-2019
973,NOLSM13762137,3,Photo,1.36943,15.622,15.109000000000002,19.996,197.62099999999998,90.001,498.30699999999996,4052.4040000000005,5020.19,5.0760000000000005,89.904,30.000999999999998,6,29,22-02-2019
974,NOLSM13863138,3,Photo,1.9263299999999999,15.100999999999999,15.017999999999999,20.002,197.925,90.001,505.85900000000004,3990.607,5003.956,5.112,91.10700000000001,29.994,6,30,22-02-2019
975,NOLSM13964139,3,Photo,1.41846,17.367,14.932,19.994,199.037,90.001,502.416,3985.833,4964.32,5.034,91.39200000000001,30.002,6,31,22-02-2019
976,NOLSM14065140,3,Photo,0.67979,16.09,14.91,19.995,198.398,90.0,502.749,3905.086,4980.191,5.072,92.64399999999999,29.999000000000002,6,32,22-02-2019
977,NOLSM14166141,3,Photo,0.73422,19.026,15.085,19.997,198.768,90.001,502.125,4027.7729999999997,5083.95,5.065,92.04,29.997,6,33,22-02-2019
978,NOLSM14267142,3,Photo,1.8141900000000002,18.891,14.96,19.998,202.05900000000003,90.0,499.319,4061.2529999999997,4899.577,5.026,91.45299999999999,29.997,6,34,22-02-2019
979,NOLSM14368143,3,Photo,1.89693,13.788,14.974,19.995,203.143,89.999,505.745,3942.812,4932.54,5.035,89.861,29.994,6,35,22-02-2019
980,NOLSM14469144,3,Photo,1.72027,18.771,15.107999999999999,19.99,202.415,90.0,494.88699999999994,4031.2790000000005,4989.038,4.927,92.61399999999999,29.982,6,36,22-02-2019
981,NOLSM145610145,3,Photo,0.9616100000000001,20.701,14.974,19.997,202.79,89.999,504.231,3961.823,5075.76,5.031000000000001,91.965,30.009,6,37,22-02-2019
982,NOLSM146611146,3,Photo,1.48912,11.253,15.029000000000002,20.0,202.86,90.001,500.05300000000005,4001.361,5047.235,5.033,91.325,30.004,6,38,22-02-2019
983,NOLSM147612147,3,Photo,0.94868,15.286,14.956,19.999000000000002,197.72099999999998,90.001,500.402,4054.534,4956.8009999999995,4.987,91.335,29.997,6,39,22-02-2019
984,NOLSM148613148,3,Photo,0.83591,12.463,15.106,20.0,202.812,90.00200000000001,494.976,3957.086,4939.562,5.04,93.23899999999999,29.996,6,40,22-02-2019
985,NOLSM149614149,3,Photo,1.36943,19.767,15.128,19.996,198.429,89.99799999999999,499.24300000000005,4087.9570000000003,4926.143,5.005,92.335,30.008000000000003,6,41,22-02-2019
986,NOLSM150615150,3,Photo,1.9263299999999999,16.029,15.005999999999998,19.995,197.59400000000002,90.0,501.18800000000005,4025.4840000000004,4941.8279999999995,5.013999999999999,92.137,29.999000000000002,6,42,22-02-2019
987,NOLSM151616151,3,Photo,1.41846,17.587,15.059000000000001,19.999000000000002,198.925,90.0,493.336,4036.8759999999997,4982.143,5.008,91.859,30.006999999999998,6,43,22-02-2019
988,NOLSM152617152,3,Photo,0.67979,16.445,14.788,20.009,201.192,90.0,500.848,4014.071,4970.2609999999995,5.013999999999999,92.84899999999999,30.006999999999998,6,44,22-02-2019
989,NOLSM153618153,3,Photo,0.73422,13.988,14.904000000000002,20.003,201.11,90.0,501.81699999999995,3985.6859999999997,5001.707,4.984,90.514,30.005,6,45,22-02-2019
990,NOLSM154619154,3,Photo,0.94868,17.367,15.074000000000002,20.005,204.58,90.0,502.39099999999996,4047.5409999999997,5139.623,5.067,91.647,30.002,6,46,22-02-2019
991,NOLSM155620155,3,Photo,0.72173,16.09,14.99,20.0,198.61,90.001,507.18300000000005,3955.393,5050.582,5.084,92.47,29.995,6,47,22-02-2019
992,NOLSM156621156,3,Photo,0.97604,19.026,14.99,19.997,201.173,89.999,501.286,4062.804,5081.391,4.928,89.766,30.005,6,48,22-02-2019
993,NOLSM157622157,3,Photo,2.16264,18.891,14.97,20.003,199.005,90.0,503.39599999999996,4071.633,4954.072,5.035,90.765,30.0,6,49,22-02-2019
994,NOLSM158623158,3,Photo,1.65988,13.788,14.917,20.000999999999998,201.38099999999997,90.001,501.423,3985.677,5046.224,5.043,93.139,29.99,6,50,22-02-2019
995,NOLSM159624159,3,Photo,1.59416,18.771,15.039000000000001,20.003,202.40099999999998,90.001,501.079,3978.724,5011.2429999999995,5.052,91.971,29.993000000000002,6,51,22-02-2019
996,NOLSM160625160,3,Photo,1.4639799999999998,20.701,15.109000000000002,19.997,195.08900000000003,90.0,501.57199999999995,4056.014,4859.641,5.047,90.932,30.016,6,52,22-02-2019
997,NOLSM161626161,3,Photo,1.44505,11.253,15.017999999999999,19.997,201.484,89.999,497.102,4029.12,4919.492,4.96,90.56299999999999,30.006,6,53,22-02-2019
998,NOLSM162627162,3,Photo,1.52833,15.286,15.061,19.991,203.22299999999998,90.001,500.154,3971.1940000000004,5012.291,5.077,92.931,29.999000000000002,6,54,22-02-2019
999,NOLSM676261676,2,Photo,0.9616100000000001,17.587,15.049000000000001,20.004,199.46400000000003,90.0,499.464,3989.2709999999997,4986.589,4.988,91.042,30.002,26,28,22-02-2019
1000,NOLSM677262677,2,Photo,1.48912,16.445,15.014000000000001,20.002,199.89,90.0,499.89,3997.81,4997.262,5.012,91.411,29.998,26,29,22-02-2019
1001,NOLSM678263678,2,Photo,0.94868,18.774,14.957,19.995,200.40400000000002,89.999,500.404,4008.075,5010.094,5.011,91.484,30.011,26,30,22-02-2019
1002,NOLSM679264679,2,Photo,0.83591,17.192,14.959000000000001,20.003,200.525,90.001,500.525,4010.5,5013.125,5.01,91.538,29.994,26,31,22-02-2019
1003,NOLSM680265680,2,Photo,1.36943,16.456,15.005,20.004,200.524,90.0,500.524,4010.486,5013.107,5.012,91.542,30.0,26,32,22-02-2019
1004,NOLSM681266681,2,Photo,1.9263299999999999,16.714000000000002,14.991,19.999000000000002,200.489,90.0,500.48900000000003,4009.7790000000005,5012.223,5.013,91.805,29.994,26,33,22-02-2019
1005,NOLSM682267682,2,Photo,1.41846,16.767,14.876,20.000999999999998,201.054,90.0,501.05400000000003,4021.0840000000003,5026.355,5.027,91.705,29.988000000000003,26,34,22-02-2019
1006,NOLSM683268683,2,Photo,0.67979,17.367,15.133,19.999000000000002,201.209,90.0,501.209,4024.184,5030.23,5.031000000000001,91.794,30.002,26,35,22-02-2019
1007,NOLSM684269684,2,Photo,0.73422,16.09,14.849,19.998,201.21400000000003,90.0,501.214,4024.2740000000003,5030.342000000001,5.027,91.805,30.006,26,36,22-02-2019
1008,NOLSM6852610685,2,Photo,0.94868,19.026,15.075,20.006,201.005,89.999,501.005,4020.1020000000003,5025.128,5.0280000000000005,91.721,29.99,26,37,22-02-2019
1009,NOLSM6862611686,2,Photo,0.72996,18.891,14.982999999999999,20.005,201.165,90.001,501.165,4023.292,5029.1140000000005,5.025,91.69200000000001,29.991,26,38,22-02-2019
1010,NOLSM6872612687,2,Photo,0.79764,13.788,14.907,20.003,201.12400000000002,90.0,501.124,4022.4709999999995,5028.089,5.008,91.72,29.989,26,39,22-02-2019
1011,NOLSM6882613688,2,Photo,0.81418,18.771,14.892999999999999,20.003,200.92,89.999,500.92,4018.4040000000005,5023.005,5.023,91.694,29.997,26,40,22-02-2019
1012,NOLSM6892614689,2,Photo,0.5937,20.701,15.084000000000001,20.01,201.088,90.0,501.088,4021.7690000000002,5027.210999999999,5.027,91.71700000000001,30.0,26,41,22-02-2019
1013,NOLSM6902615690,2,Photo,0.72065,11.253,14.966,20.000999999999998,201.15900000000002,90.0,501.159,4023.187,5028.983,5.0280000000000005,91.789,29.998,26,42,22-02-2019
1014,NOLSM6912616691,2,Photo,0.9997,15.286,15.085999999999999,20.0,201.252,90.001,501.25199999999995,4025.04,5031.3,5.035,91.92,30.003,26,43,22-02-2019
1015,NOLSM6922617692,2,Photo,0.8387899999999999,12.463,15.040999999999999,20.003,201.403,90.00200000000001,501.403,4028.054,5035.067,5.035,91.81200000000001,30.002,26,44,22-02-2019
1016,NOLSM6932618693,2,Photo,0.9112100000000001,19.767,14.989,20.003,201.132,89.999,501.13199999999995,4022.6459999999997,5028.308,5.029,91.919,30.01,26,45,22-02-2019
1017,NOLSM6942619694,2,Photo,0.7121,16.029,14.927999999999999,19.997,201.345,90.0,501.345,4026.909,5033.637,5.034,92.557,30.004,26,46,22-02-2019
1018,NOLSM6952620695,2,Photo,0.3825,17.587,14.974,20.002,203.123,89.999,503.12300000000005,4062.4509999999996,5078.064,5.071000000000001,92.103,30.0,26,47,22-02-2019
1019,NOLSM6962621696,2,Photo,1.26642,16.445,14.99,20.003,201.96,90.001,501.96,4039.208,5049.009,5.053999999999999,92.21,30.005,26,48,22-02-2019
1020,NOLSM6972622697,2,Photo,1.1110200000000001,12.357999999999999,15.017000000000001,19.998,202.197,90.001,502.19699999999995,4043.9390000000003,5054.924,5.055,92.235,30.002,26,49,22-02-2019
1021,NOLSM6982623698,2,Photo,0.75859,13.568,15.094000000000001,19.997,202.15200000000002,90.0,502.152,4043.038,5053.7970000000005,5.056,92.336,30.000999999999998,26,50,22-02-2019
1022,NOLSM6992624699,2,Photo,0.9204700000000001,20.8,14.984000000000002,19.995,202.393,89.999,502.39300000000003,4047.864,5059.83,5.06,92.20299999999999,30.000999999999998,26,51,22-02-2019
1023,NOLSM7002625700,2,Photo,0.85457,11.582,15.106,20.0,202.294,90.0,502.29400000000004,4045.881,5057.352,5.061,92.31299999999999,29.996,26,52,22-02-2019
1024,NOLSM7012626701,2,Photo,0.84856,20.67,14.935,20.004,202.52,90.0,502.52,4050.393,5062.992,5.064,92.44200000000001,30.0,26,53,22-02-2019
1025,NOLSM7022627702,2,Photo,0.81772,10.83,15.005,19.999000000000002,202.335,90.0,502.335,4046.705,5058.3820000000005,5.035,92.04299999999999,29.994,26,54,22-02-2019
1026,NOLSM13661,2,Photo,1.0010700000000001,14.669,15.039000000000001,20.000999999999998,202.053,90.0,505.264,4029.6259999999997,4993.451,4.996,93.5,29.99,6,1,22-02-2019
1027,NOLSM13762,2,Photo,1.6648900000000002,15.622,15.109000000000002,19.996,200.051,90.001,499.285,4052.4040000000005,5020.19,5.0760000000000005,89.904,30.000999999999998,6,2,22-02-2019
1028,NOLSM13863,2,Photo,1.53778,15.100999999999999,15.017999999999999,20.002,197.983,90.001,500.665,3990.607,5003.956,5.112,91.10700000000001,29.994,6,3,22-02-2019
1029,NOLSM13964,3,Photo,0.83265,18.162,14.932,19.994,199.705,90.0,499.88599999999997,3985.833,4964.32,5.034,91.39200000000001,30.002,6,4,22-02-2019
1030,NOLSM14065,3,Photo,1.8678,15.117,14.91,19.995,194.623,89.999,497.909,3905.086,4980.191,5.072,92.64399999999999,29.999000000000002,6,5,22-02-2019
1031,NOLSM14166,3,Photo,1.90408,11.603,15.085,19.997,201.795,90.001,497.376,4027.7729999999997,5083.95,5.065,92.04,29.997,6,6,22-02-2019
1032,NOLSM14267,1,Photo,1.0001,15.045,14.96,19.998,200.519,90.0,500.17,4061.2529999999997,4899.577,5.026,91.45299999999999,29.997,6,7,22-02-2019
1033,NOLSM14368,1,Photo,1.25767,17.886,14.974,19.995,201.975,89.999,499.999,3942.812,4932.54,5.035,89.861,29.994,6,8,22-02-2019
1034,NOLSM14469,1,Photo,1.6126200000000002,15.707,15.107999999999999,19.99,202.236,90.0,502.462,4031.2790000000005,4989.038,4.927,92.61399999999999,29.982,6,9,22-02-2019
1035,NOLSM145610,2,Photo,0.9269,17.451,14.974,19.997,199.46099999999998,89.999,496.968,3961.823,5075.76,5.031000000000001,91.965,30.009,6,10,22-02-2019
1036,NOLSM146611,2,Photo,1.36145,14.664000000000001,15.029000000000002,20.0,203.44299999999998,90.001,496.80300000000005,3912.0490000000004,5047.235,5.033,91.325,30.004,6,11,22-02-2019
1037,NOLSM147612,2,Photo,0.6703600000000001,14.286,14.956,19.999000000000002,197.72099999999998,90.001,504.88800000000003,3944.087,4956.8009999999995,4.987,91.335,29.997,6,12,22-02-2019
1038,NOLSM148613,3,Photo,1.8864599999999998,14.89,15.106,20.0,202.812,90.00200000000001,497.04900000000004,4002.498,4939.562,5.04,93.23899999999999,29.996,6,13,22-02-2019
1039,NOLSM149614,3,Photo,0.8879799999999999,16.342,15.128,19.996,198.429,89.99799999999999,500.32300000000004,3956.7729999999997,4926.143,5.005,92.335,30.008000000000003,6,14,22-02-2019
1040,NOLSM150615,3,Photo,1.05713,14.749,15.005999999999998,19.995,197.59400000000002,90.0,502.379,4056.607,4941.8279999999995,5.013999999999999,92.137,29.999000000000002,6,15,22-02-2019
1041,NOLSM151616,1,Photo,2.18147,16.917,15.059000000000001,19.999000000000002,198.925,90.0,500.038,4042.905,4982.143,5.008,91.859,30.006999999999998,6,16,22-02-2019
1042,NOLSM152617,1,Photo,1.31503,15.842,14.788,20.009,201.192,90.0,500.848,3987.067,4970.2609999999995,5.013999999999999,92.84899999999999,30.006999999999998,6,17,22-02-2019
1043,NOLSM153618,1,Photo,1.20536,13.988,14.904000000000002,20.003,201.11,90.0,501.05199999999996,3955.645,5001.707,4.984,90.514,30.005,6,18,22-02-2019
1044,NOLSM154619,2,Photo,1.05396,13.134,15.074000000000002,20.005,204.58,90.0,497.968,3908.8509999999997,5139.623,5.067,91.647,30.002,6,19,22-02-2019
1045,NOLSM155620,2,Photo,0.72173,15.068,14.99,20.0,198.61,90.001,500.86800000000005,4070.865,5050.582,5.084,92.47,29.995,6,20,22-02-2019
1046,NOLSM156621,2,Photo,0.97604,12.965,14.99,19.997,201.173,89.999,497.32,4073.84,5081.391,4.928,89.766,30.005,6,21,22-02-2019
1047,NOLSM157622,3,Photo,2.16264,15.755,15.005,20.003,199.005,90.0,498.841,4109.130999999999,4954.072,5.035,90.765,30.0,6,22,22-02-2019
1048,NOLSM158623,3,Photo,1.65988,13.311,14.958,20.000999999999998,201.38099999999997,90.001,497.00800000000004,4017.526,5046.224,5.043,93.139,29.99,6,23,22-02-2019
1049,NOLSM159624,1,Photo,1.59416,13.606,15.079,20.003,202.40099999999998,90.001,501.85400000000004,4079.103,5011.2429999999995,5.052,91.971,29.993000000000002,6,24,22-02-2019
1050,NOLSM160625,1,Photo,1.4639799999999998,17.619,15.13,19.997,195.08900000000003,90.0,498.59,4208.6759999999995,4859.641,5.047,90.932,30.016,6,25,22-02-2019
1051,NOLSM161626,1,Photo,1.44505,16.3,15.06,19.997,201.484,89.999,498.45599999999996,4075.958,4919.492,4.96,90.56299999999999,30.006,6,26,22-02-2019
1052,NOLSM162627,2,Photo,1.52833,14.706,15.061,19.991,203.22299999999998,90.001,498.723,3995.777,5012.291,5.077,92.931,29.999000000000002,6,27,22-02-2019
1053,NOLSM676261,2,Photo,0.75583,16.684,15.049000000000001,20.004,199.46400000000003,90.0,499.464,3989.2709999999997,4986.589,4.988,91.042,29.998,26,1,22-02-2019
