,No_Die,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Lot_Num,Wafer_Num,Datetime
810,NOLSM8241,3,Implantation,6777187000000000.0,9.950081e+16,7.229777e+17,3.011706e+17,5.999994e+17,32300.805,104.134,888.0,154,4,1,20-02-2019
811,NOLSM8342,3,Implantation,1.0499e+16,1.094918e+17,4.536188e+17,2.988524e+17,5.999996e+17,33029.239,103.788,873.0,154,4,2,20-02-2019
812,NOLSM8443,2,Implantation,6883704000000000.0,1.211221e+17,7.208557e+17,2.997931e+17,6.000018e+17,31635.027000000002,104.71600000000001,914.0,155,4,3,20-02-2019
813,NOLSM8544,1,Implantation,3935033000000000.0,7.706341e+16,5.763683e+17,3.015679e+17,5.99999e+17,33163.807,102.964,905.0,154,4,4,20-02-2019
814,NOLSM8645,1,Implantation,1.177267e+16,1.069703e+17,7.449297e+17,3.019468e+17,6.000004e+17,31931.086,103.914,884.0,156,4,5,20-02-2019
815,NOLSM8746,2,Implantation,1.063997e+16,4.980849e+16,4.146487e+17,3.017086e+17,5.999996e+17,30826.011000000002,103.975,903.0,154,4,6,20-02-2019
816,NOLSM8847,3,Implantation,1.097358e+16,9.527547e+16,4.360309e+17,2.989406e+17,5.999983e+17,30499.847,99.31200000000001,898.0,153,4,7,20-02-2019
817,NOLSM8948,2,Implantation,1.466339e+16,1.430992e+17,7.343627e+17,3.019078e+17,5.999999e+17,30703.662,101.088,880.0,155,4,8,20-02-2019
818,NOLSM9049,1,Implantation,2.114054e+16,1.200273e+17,1.180826e+18,3.036145e+17,5.999997e+17,32324.756,103.759,872.0,153,4,9,20-02-2019
819,NOLSM91410,1,Implantation,1.351318e+16,1.13353e+17,6.367495e+17,2.99921e+17,5.999986e+17,31924.552000000003,104.32,902.0,155,4,10,20-02-2019
820,NOLSM92411,2,Implantation,1.02609e+16,9.432227e+16,3.085183e+17,2.994533e+17,5.999987e+17,31500.526,101.507,888.0,154,4,11,20-02-2019
821,NOLSM93412,3,Implantation,1.692967e+16,-2.37523e+16,9.235683e+17,3.020301e+17,5.99999e+17,32179.174,103.426,890.0,158,4,12,20-02-2019
822,NOLSM94413,3,Implantation,9465278000000000.0,1.05116e+17,5.934157e+17,2.995989e+17,6.000002e+17,30475.756,103.195,912.0,154,4,13,20-02-2019
823,NOLSM95414,2,Implantation,9246968000000000.0,1.270199e+17,4.645364e+17,2.994727e+17,5.999993e+17,31478.738999999998,100.492,899.0,153,4,14,20-02-2019
824,NOLSM96415,1,Implantation,1.580833e+16,1.388645e+17,1.058382e+18,3.007184e+17,6.000021e+17,32446.139,100.61200000000001,885.0,154,4,15,20-02-2019
825,NOLSM97416,1,Implantation,1.259375e+16,1.158297e+17,6.683491e+17,3.009912e+17,5.999989e+17,32346.097,103.385,908.0,156,4,16,20-02-2019
826,NOLSM98417,3,Implantation,9160995000000000.0,1.48848e+17,8.972298e+17,2.976581e+17,5.999985e+17,31900.558999999997,102.26299999999999,861.0,153,4,17,20-02-2019
827,NOLSM99418,3,Implantation,1.714949e+16,1.230603e+17,5.053348e+17,2.992338e+17,5.999988e+17,32068.136000000002,104.884,916.0,154,4,18,20-02-2019
828,NOLSM100419,2,Implantation,1.582254e+16,1.018657e+17,1.195812e+18,3.034526e+17,5.999999e+17,31575.591,101.321,916.0,149,4,19,20-02-2019
829,NOLSM101420,1,Implantation,1.87864e+16,1.90949e+17,6.975149e+17,3.019438e+17,5.999993e+17,32022.906000000003,104.28399999999999,907.0,155,4,20,20-02-2019
830,NOLSM102421,1,Implantation,1.060925e+16,1.327324e+17,7.14029e+17,3.006008e+17,6e+17,30933.42,101.024,898.0,155,4,21,20-02-2019
831,NOLSM103422,2,Implantation,9567370000000000.0,1.211098e+17,5.306656e+17,3.009928e+17,6.000007e+17,31425.431,101.15799999999999,877.0,155,4,22,20-02-2019
832,NOLSM104423,3,Implantation,1.678726e+16,1.260218e+17,3.538218e+17,3.010948e+17,5.999998e+17,32261.627,102.80799999999999,898.0,155,4,23,20-02-2019
833,NOLSM105424,2,Implantation,1.751055e+16,1.726507e+17,7.731397e+17,3.010895e+17,5.999989e+17,32507.325,102.652,889.0,159,4,24,20-02-2019
834,NOLSM106425,1,Implantation,7300655000000000.0,5.355197e+16,5.480673e+17,3.013061e+17,6.000008e+17,31857.972,103.834,916.0,153,4,25,20-02-2019
835,NOLSM107426,1,Implantation,7649093000000000.0,1.336104e+17,9.581656e+17,3.003823e+17,5.999986e+17,30998.017000000003,103.704,905.0,155,4,26,20-02-2019
836,NOLSM108427,2,Implantation,7700246000000000.0,1.167551e+17,9.961122e+17,2.999934e+17,5.999985e+17,31665.596,102.212,916.0,155,4,27,20-02-2019
837,NOLSM622241,3,Implantation,1.476752e+16,3.69782e+16,249868800000000.0,3.005162e+17,6.000001e+17,32298.709,105.43,915.0,158,24,1,20-02-2019
838,NOLSM623242,3,Implantation,1.538353e+16,5572450000000000.0,7.823402e+17,2.989883e+17,6.000004e+17,32297.701,104.24700000000001,911.0,156,24,2,20-02-2019
839,NOLSM624243,2,Implantation,8279002000000000.0,2.36285e+16,2739119000000000.0,3.001366e+17,5.999989e+17,32299.957000000002,104.436,910.0,157,24,3,20-02-2019
840,NOLSM625244,1,Implantation,5328888000000000.0,2.75681e+16,2.901964e+16,2.999315e+17,6.00001e+17,32298.502,104.309,910.0,156,24,4,20-02-2019
841,NOLSM626245,1,Implantation,1.22538e+16,1.168901e+17,7.116616e+17,2.998323e+17,5.999997e+17,32302.461,104.34200000000001,910.0,157,24,5,20-02-2019
842,NOLSM627246,3,Implantation,4921424000000000.0,3.510391e+16,4240871000000000.0,3.019194e+17,6.000003e+17,32300.319,104.353,910.0,157,24,6,20-02-2019
843,NOLSM628247,3,Implantation,2.16362e+16,2.02136e+17,1.161224e+18,2.997179e+17,5.99999e+17,32300.86,104.344,909.0,157,24,7,20-02-2019
844,NOLSM629248,1,Implantation,6136025000000000.0,17434023167.0,510167093.39,2.995731e+17,6.000003e+17,32296.362,106.12100000000001,909.0,159,24,8,20-02-2019
845,NOLSM630249,1,Implantation,1.523569e+16,696502600000000.0,2541270000000.0,2.997659e+17,6.00001e+17,32303.654,105.93,910.0,159,24,9,20-02-2019
846,NOLSM6312410,2,Implantation,1.471552e+16,9.321484e+16,3.755852e+17,3.015234e+17,5.999998e+17,32302.162,105.55799999999999,909.0,158,24,10,20-02-2019
847,NOLSM6322411,3,Implantation,1.273183e+16,4.374052e+16,1.652431e+16,3.012845e+17,5.999993e+17,32300.976000000002,105.62700000000001,909.0,158,24,11,20-02-2019
848,NOLSM6332412,3,Implantation,1.793202e+16,1.405951e+17,1.001806e+18,2.99446e+17,5.999993e+17,32299.379,105.26,909.0,158,24,12,20-02-2019
849,NOLSM6342413,1,Implantation,1.324378e+16,8.055292e+16,3.390707e+17,2.97626e+17,5.999998e+17,32299.596,105.117,909.0,158,24,13,20-02-2019
850,NOLSM6352414,1,Implantation,1.329847e+16,8.592789e+16,1.184552e+17,2.988301e+17,6.000012e+17,32298.052000000003,104.988,909.0,157,24,14,20-02-2019
851,NOLSM6362415,2,Implantation,1.137768e+16,1.098086e+17,6.62659e+17,3.005251e+17,5.999979e+17,32301.209,104.42399999999999,909.0,157,24,15,20-02-2019
852,NOLSM6372416,3,Implantation,1.438315e+16,1.994444e+16,5.700782e+17,3.012892e+17,5.999997e+17,32299.831000000002,104.249,909.0,156,24,16,20-02-2019
853,NOLSM6382417,2,Implantation,1.408455e+16,9.50555e+16,6.14474e+17,3.017982e+17,5.999994e+17,32303.551,104.20100000000001,910.0,156,24,17,20-02-2019
854,NOLSM6392418,1,Implantation,1.402306e+16,1.109067e+17,8.271744e+16,3.004976e+17,6.000014e+17,32296.526,104.15700000000001,909.0,156,24,18,20-02-2019
855,NOLSM6402419,1,Implantation,1.089827e+16,8494374000000000.0,35997900000000.0,3.002976e+17,6.000009e+17,32297.235,104.083,909.0,156,24,19,20-02-2019
856,NOLSM6412420,3,Implantation,1.520416e+16,7.29929e+16,1.691752e+17,2.999249e+17,6.000004e+17,32297.616,104.03200000000001,909.0,156,24,20,20-02-2019
857,NOLSM6422421,3,Implantation,1.269772e+16,3.734269e+16,1.081198e+16,2.986413e+17,5.999987e+17,32301.908,104.01100000000001,909.0,156,24,21,20-02-2019
858,NOLSM6432422,2,Implantation,1.785569e+16,4.121479e+16,5.378084e+16,3.027147e+17,6.000015e+17,32299.834,104.113,909.0,156,24,22,20-02-2019
859,NOLSM6442423,1,Implantation,3976215000000000.0,3.835609e+16,5.891946e+16,3.003818e+17,5.999999e+17,32299.947999999997,104.96799999999999,909.0,157,24,23,20-02-2019
860,NOLSM6452424,1,Implantation,1.912659e+16,9.278454e+16,1.094246e+18,2.993057e+17,6.00001e+17,32299.617000000002,104.463,910.0,157,24,24,20-02-2019
861,NOLSM6462425,2,Implantation,2.170771e+16,1.490358e+17,1.939394e+17,2.999106e+17,6.000002e+17,32293.932,104.301,909.0,156,24,25,20-02-2019
862,NOLSM6472426,3,Implantation,1.576079e+16,1.466133e+17,1.623057e+17,3.002726e+17,6.000004e+17,32044.174,103.139,923.0,155,24,26,20-02-2019
863,NOLSM6482427,3,Implantation,2280824000000000.0,2622050000000000.0,1.169536e+17,2.998651e+17,6.000001e+17,32057.072999999997,103.072,906.0,155,24,27,20-02-2019
864,NOLSM10951109,1,Implantation,8465293000000000.0,8.04607e+16,3.8357e+17,2.977746e+17,5.999989e+17,32034.605,104.846,896.0,158,5,28,21-02-2019
865,NOLSM11052110,2,Implantation,1.647625e+16,1.043023e+17,6.930798e+17,3.011146e+17,5.999995e+17,32403.77,105.045,912.0,154,5,29,21-02-2019
866,NOLSM11153111,3,Implantation,1.129598e+16,7.232256e+16,7.255184e+17,2.998998e+17,5.999975e+17,31560.731,105.84100000000001,875.0,154,5,30,21-02-2019
867,NOLSM11254112,1,Implantation,1.987301e+16,9.899461e+16,7.62343e+17,3.019499e+17,6.00001e+17,29604.262000000002,104.26100000000001,916.0,153,5,31,21-02-2019
868,NOLSM11355113,2,Implantation,1.330673e+16,1.36146e+17,1.085071e+17,3.004817e+17,5.999991e+17,31732.122000000003,103.62,880.0,156,5,32,21-02-2019
869,NOLSM11456114,3,Implantation,1.244913e+16,1.889112e+16,2.824697e+17,3.005023e+17,5.999991e+17,31858.818,102.678,893.0,150,5,33,21-02-2019
870,NOLSM11557115,1,Implantation,8738966000000000.0,1.326794e+16,3.101468e+17,2.9981e+17,6.000008e+17,32187.195,102.447,914.0,153,5,34,21-02-2019
871,NOLSM11658116,2,Implantation,1.278441e+16,6.202554e+16,6.865858e+17,3.016671e+17,5.999975e+17,30856.694,103.236,877.0,156,5,35,21-02-2019
872,NOLSM11759117,3,Implantation,9598508000000000.0,3.848271e+16,4.084392e+17,2.977442e+17,6.000003e+17,32042.017999999996,103.96700000000001,917.0,154,5,36,21-02-2019
873,NOLSM118510118,1,Implantation,1.381879e+16,8.863742e+16,7.725948e+17,3.009458e+17,6.000001e+17,31289.639,102.991,912.0,154,5,37,21-02-2019
874,NOLSM119511119,2,Implantation,1.301446e+16,3.710718e+16,1.003472e+18,3.006205e+17,5.999986e+17,32524.693,101.322,903.0,154,5,38,21-02-2019
875,NOLSM120512120,3,Implantation,1.281517e+16,6.136455e+16,6.899709e+17,2.990919e+17,5.999986e+17,32057.54,101.39399999999999,910.0,162,5,39,21-02-2019
876,NOLSM121513121,1,Implantation,6986306000000000.0,1.245323e+17,2.196262e+17,3.030602e+17,5.999995e+17,32900.689,103.55,913.0,156,5,40,21-02-2019
877,NOLSM122514122,2,Implantation,1.261608e+16,7.818982e+16,1.229639e+17,3.011131e+17,6.000006e+17,31640.442000000003,105.17,918.0,153,5,41,21-02-2019
878,NOLSM123515123,3,Implantation,3994759000000000.0,1.202309e+17,1.207734e+17,2.986094e+17,6.000002e+17,31856.772,102.37700000000001,883.0,156,5,42,21-02-2019
879,NOLSM124516124,1,Implantation,1967326000000000.0,1.163335e+17,8.71483e+17,2.991363e+17,5.999998e+17,32050.437,101.995,894.0,155,5,43,21-02-2019
880,NOLSM125517125,2,Implantation,1.625617e+16,2.134598e+17,4.598518e+17,3.023853e+17,5.999995e+17,31710.986,105.264,930.0,152,5,44,21-02-2019
881,NOLSM126518126,3,Implantation,1.1662e+16,5.350511e+16,8.551085e+17,3.009905e+17,5.999988e+17,31155.426,104.162,888.0,153,5,45,21-02-2019
882,NOLSM127519127,1,Implantation,4152999000000000.0,8.83112e+16,8.988816e+17,3.00082e+17,5.999987e+17,31707.301,104.286,903.0,153,5,46,21-02-2019
883,NOLSM128520128,2,Implantation,6968264000000000.0,1.175434e+17,7.578451e+17,2.995406e+17,5.999986e+17,31921.289,103.014,889.0,156,5,47,21-02-2019
884,NOLSM129521129,3,Implantation,1.099917e+16,1.504884e+17,1.817507e+17,3.001803e+17,5.99999e+17,31234.441000000003,103.45299999999999,883.0,153,5,48,21-02-2019
885,NOLSM130522130,1,Implantation,1.28589e+16,5.566068e+16,7.686171e+17,2.997341e+17,6.000007e+17,30801.679,104.564,932.0,157,5,49,21-02-2019
886,NOLSM131523131,2,Implantation,1.331091e+16,8.728188e+16,8.711182e+17,3.005126e+17,5.999991e+17,33283.059,100.90799999999999,896.0,154,5,50,21-02-2019
887,NOLSM132524132,3,Implantation,1.524067e+16,9.847667e+16,7.524837e+17,2.990298e+17,5.999977e+17,31856.142999999996,102.064,914.0,153,5,51,21-02-2019
888,NOLSM133525133,1,Implantation,7863019000000000.0,6.498436e+16,5.644769e+17,3.006359e+17,6.000001e+17,31565.933999999997,104.243,904.0,158,5,52,21-02-2019
889,NOLSM134526134,2,Implantation,1.067692e+16,9.394987e+16,2.806143e+17,2.99517e+17,6.000003e+17,32131.097999999998,105.338,879.0,155,5,53,21-02-2019
890,NOLSM135527135,3,Implantation,1.21172e+16,9.468531e+16,4.772744e+17,2.997926e+17,5.999992e+17,32248.673,100.598,921.0,156,5,54,21-02-2019
891,NOLSM649251649,1,Implantation,1.999463e+16,8464185000000000.0,9.624934e+16,2.989114e+17,5.999999e+17,32054.907000000003,102.945,909.0,154,25,28,21-02-2019
892,NOLSM650252650,2,Implantation,1.286978e+16,1273514000000000.0,6.578329e+17,2.996211e+17,6e+17,32052.091,102.001,915.0,153,25,29,21-02-2019
893,NOLSM651253651,3,Implantation,7339189000000000.0,733790500000000.0,6.483868e+17,2.990147e+17,6.000006e+17,32045.702999999998,102.084,915.0,153,25,30,21-02-2019
894,NOLSM652254652,1,Implantation,7360918000000000.0,204843700000000.0,561017900000000.0,2.995091e+17,6.000002e+17,32045.121,101.727,914.0,153,25,31,21-02-2019
895,NOLSM653255653,2,Implantation,1.190318e+16,945818200000000.0,3.009781e+17,2.984682e+17,6.000004e+17,32045.65,101.34,902.0,152,25,32,21-02-2019
896,NOLSM654256654,3,Implantation,4193431000000000.0,3696705000000.0,36561499.576,2.999362e+17,6.000015e+17,32059.916,100.52799999999999,919.0,151,25,33,21-02-2019
897,NOLSM655257655,1,Implantation,7580002000000000.0,125156600000000.02,5415955000000.0,3.002737e+17,6.000004e+17,32050.475,103.27,923.0,155,25,34,21-02-2019
898,NOLSM656258656,2,Implantation,1.015593e+16,449362777768.0,2.243482e+17,2.983565e+17,6.000001e+17,32054.103,103.47399999999999,910.0,155,25,35,21-02-2019
899,NOLSM657259657,3,Implantation,4079120000000000.0,1106486000000000.0,1803452000000000.0,2.996526e+17,5.99999e+17,32044.64,103.70700000000001,906.0,156,25,36,21-02-2019
900,NOLSM6582510658,1,Implantation,4590594000000000.0,242674700000000.0,176895172086.0,3.014287e+17,6e+17,32040.609,102.727,906.0,154,25,37,21-02-2019
901,NOLSM6592511659,2,Implantation,1.609899e+16,1.020129e+17,421216908.17,3.00417e+17,5.999995e+17,32043.72,103.396,907.0,155,25,38,21-02-2019
902,NOLSM6602512660,3,Implantation,5059169000000000.0,149654200000000.0,1118232000000.0,3.003419e+17,6.000023e+17,32055.941000000003,104.309,890.0,156,25,39,21-02-2019
903,NOLSM6612513661,1,Implantation,8125176000000000.0,2.023434e+16,4.483761e+17,2.996603e+17,5.999989e+17,32051.147,104.40299999999999,861.0,157,25,40,21-02-2019
904,NOLSM6622514662,2,Implantation,2.059877e+16,1029620000000000.0,1398949000000000.0,3.014258e+17,5.999992e+17,32044.632999999998,104.649,865.0,157,25,41,21-02-2019
905,NOLSM6632515663,3,Implantation,1.209814e+16,8.145591e+16,9.079978e+17,3.022077e+17,6.000001e+17,32039.65,104.76100000000001,865.0,157,25,42,21-02-2019
906,NOLSM6642516664,1,Implantation,1.813283e+16,5.502364e+16,7.855658e+17,3.003929e+17,5.999987e+17,32041.139,104.09899999999999,865.0,156,25,43,21-02-2019
907,NOLSM6652517665,2,Implantation,2441931000000000.0,5.155819e+16,2.900961e+17,3.007074e+17,6.000005e+17,32043.715,104.149,865.0,156,25,44,21-02-2019
908,NOLSM6662518666,3,Implantation,1.054583e+16,2955731000000000.0,2938108000000000.0,2.9964e+17,5.999995e+17,32040.817000000003,103.505,869.0,155,25,45,21-02-2019
909,NOLSM6672519667,1,Implantation,6909171000000000.0,5264986000000000.0,8209553000000000.0,2.984594e+17,5.999988e+17,32047.486,104.14,865.0,156,25,46,21-02-2019
910,NOLSM6682520668,2,Implantation,8998365000000000.0,1284093000000000.0,1.842116e+17,2.992737e+17,5.999989e+17,32043.586,104.742,865.0,157,25,47,21-02-2019
911,NOLSM6692521669,3,Implantation,6771267000000000.0,6.763917e+16,639077300000000.0,2.986218e+17,5.999999e+17,32469.85,104.238,865.0,156,25,48,21-02-2019
912,NOLSM6702522670,1,Implantation,1.148317e+16,2.068288e+16,5.881171e+17,2.993236e+17,6.000008e+17,32466.046000000002,104.536,866.0,157,25,49,21-02-2019
913,NOLSM6712523671,2,Implantation,4770092000000000.0,5096856000000000.0,5.092811e+16,3.00741e+17,6.000001e+17,32467.764,104.579,863.0,157,25,50,21-02-2019
914,NOLSM6722524672,3,Implantation,5877206000000000.0,2.084853e+16,2.619744e+16,3.007008e+17,5.999998e+17,32472.189,104.59,866.0,157,25,51,21-02-2019
915,NOLSM6732525673,1,Implantation,1.750719e+16,1.742057e+17,4.082112e+16,2.989468e+17,5.999998e+17,32471.557999999997,105.15299999999999,861.0,158,25,52,21-02-2019
916,NOLSM6742526674,2,Implantation,2.088769e+16,1.521224e+16,42134510000000.0,2.991088e+17,5.999994e+17,32468.26,105.083,861.0,158,25,53,21-02-2019
917,NOLSM6752527675,3,Implantation,2439256000000000.0,4187302000000000.0,1.332261e+17,2.989629e+17,5.999997e+17,32469.21,105.182,860.0,158,25,54,21-02-2019
918,NOLSM10951,3,Implantation,8465293000000000.0,8.04607e+16,3.8357e+17,2.977746e+17,5.999989e+17,32034.605,104.846,896.0,158,5,1,21-02-2019
919,NOLSM11052,2,Implantation,1.647625e+16,1.043023e+17,6.930798e+17,3.011146e+17,5.999995e+17,32403.77,105.045,912.0,154,5,2,21-02-2019
920,NOLSM11153,1,Implantation,1.129598e+16,7.232256e+16,7.255184e+17,2.998998e+17,5.999975e+17,31560.731,105.84100000000001,875.0,154,5,3,21-02-2019
921,NOLSM11254,1,Implantation,1.987301e+16,9.899461e+16,7.62343e+17,3.019499e+17,6.00001e+17,29604.262000000002,104.26100000000001,916.0,153,5,4,21-02-2019
922,NOLSM11355,2,Implantation,1.330673e+16,1.36146e+17,1.085071e+17,3.004817e+17,5.999991e+17,31732.122000000003,103.62,880.0,156,5,5,21-02-2019
923,NOLSM11456,3,Implantation,1.244913e+16,1.889112e+16,2.824697e+17,3.005023e+17,5.999991e+17,31858.818,102.678,893.0,150,5,6,21-02-2019
924,NOLSM11557,3,Implantation,8738966000000000.0,1.326794e+16,3.101468e+17,2.9981e+17,6.000008e+17,32187.195,102.447,914.0,153,5,7,21-02-2019
925,NOLSM11658,2,Implantation,1.278441e+16,6.202554e+16,6.865858e+17,3.016671e+17,5.999975e+17,30856.694,103.236,877.0,156,5,8,21-02-2019
926,NOLSM11759,1,Implantation,9598508000000000.0,3.848271e+16,4.084392e+17,2.977442e+17,6.000003e+17,32042.017999999996,103.96700000000001,917.0,154,5,9,21-02-2019
927,NOLSM118510,1,Implantation,1.381879e+16,8.863742e+16,7.725948e+17,3.009458e+17,6.000001e+17,31289.639,102.991,912.0,154,5,10,21-02-2019
928,NOLSM119511,2,Implantation,1.301446e+16,3.710718e+16,1.003472e+18,3.006205e+17,5.999986e+17,32524.693,101.322,903.0,154,5,11,21-02-2019
929,NOLSM120512,3,Implantation,1.281517e+16,6.136455e+16,6.899709e+17,2.990919e+17,5.999986e+17,32057.54,101.39399999999999,910.0,162,5,12,21-02-2019
930,NOLSM121513,3,Implantation,6986306000000000.0,1.245323e+17,2.196262e+17,3.030602e+17,5.999995e+17,32900.689,103.55,913.0,156,5,13,21-02-2019
931,NOLSM122514,2,Implantation,1.261608e+16,7.818982e+16,1.229639e+17,3.011131e+17,6.000006e+17,31640.442000000003,105.17,918.0,153,5,14,21-02-2019
932,NOLSM123515,1,Implantation,3994759000000000.0,1.202309e+17,1.207734e+17,2.986094e+17,6.000002e+17,31856.772,102.37700000000001,883.0,156,5,15,21-02-2019
933,NOLSM124516,1,Implantation,1967326000000000.0,1.163335e+17,8.71483e+17,2.991363e+17,5.999998e+17,32050.437,101.995,894.0,155,5,16,21-02-2019
934,NOLSM125517,2,Implantation,1.625617e+16,2.134598e+17,4.598518e+17,3.023853e+17,5.999995e+17,31710.986,105.264,930.0,152,5,17,21-02-2019
935,NOLSM126518,3,Implantation,1.1662e+16,5.350511e+16,8.551085e+17,3.009905e+17,5.999988e+17,31155.426,104.162,888.0,153,5,18,21-02-2019
936,NOLSM127519,3,Implantation,4152999000000000.0,8.83112e+16,8.988816e+17,3.00082e+17,5.999987e+17,31707.301,104.286,903.0,153,5,19,21-02-2019
937,NOLSM128520,2,Implantation,6968264000000000.0,1.175434e+17,7.578451e+17,2.995406e+17,5.999986e+17,31921.289,103.014,889.0,156,5,20,21-02-2019
938,NOLSM129521,1,Implantation,1.099917e+16,1.504884e+17,1.817507e+17,3.001803e+17,5.99999e+17,31234.441000000003,103.45299999999999,883.0,153,5,21,21-02-2019
939,NOLSM130522,1,Implantation,1.28589e+16,5.566068e+16,7.686171e+17,2.997341e+17,6.000007e+17,30801.679,104.564,932.0,157,5,22,21-02-2019
940,NOLSM131523,2,Implantation,1.331091e+16,8.728188e+16,8.711182e+17,3.005126e+17,5.999991e+17,33283.059,100.90799999999999,896.0,154,5,23,21-02-2019
941,NOLSM132524,3,Implantation,1.524067e+16,9.847667e+16,7.524837e+17,2.990298e+17,5.999977e+17,31856.142999999996,102.064,914.0,153,5,24,21-02-2019
942,NOLSM133525,3,Implantation,7863019000000000.0,6.498436e+16,5.644769e+17,3.006359e+17,6.000001e+17,31565.933999999997,104.243,904.0,158,5,25,21-02-2019
943,NOLSM134526,2,Implantation,1.067692e+16,9.394987e+16,2.806143e+17,2.99517e+17,6.000003e+17,32131.097999999998,105.338,879.0,155,5,26,21-02-2019
944,NOLSM135527,1,Implantation,1.21172e+16,9.468531e+16,4.772744e+17,2.997926e+17,5.999992e+17,32248.673,100.598,921.0,156,5,27,21-02-2019
945,NOLSM649251,2,Implantation,1.870805e+16,8464185000000000.0,12305510000000.0,2.989114e+17,5.999999e+17,32054.907000000003,102.945,909.0,154,25,1,21-02-2019
946,NOLSM650252,1,Implantation,3392590000000000.0,1273514000000000.0,2.010852e+17,2.996211e+17,6e+17,32052.091,102.001,915.0,153,25,2,21-02-2019
947,NOLSM651253,1,Implantation,1.363962e+16,733790500000000.0,2.311331e+17,2.990147e+17,6.000006e+17,32045.702999999998,102.084,915.0,153,25,3,21-02-2019
948,NOLSM652254,2,Implantation,4898585000000000.0,204843700000000.0,5.075062e+16,2.995091e+17,6.000002e+17,32045.121,101.727,914.0,153,25,4,21-02-2019
949,NOLSM653255,3,Implantation,2972037000000000.0,945818200000000.0,5.779889e+16,2.984682e+17,6.000004e+17,32045.65,101.34,902.0,152,25,5,21-02-2019
950,NOLSM654256,3,Implantation,7786181000000000.0,3696705000000.0,36561499.576,2.999362e+17,6.000015e+17,32059.916,100.52799999999999,919.0,151,25,6,21-02-2019
951,NOLSM655257,2,Implantation,4187771000000000.0,125156600000000.02,5415955000000.0,3.002737e+17,6.000004e+17,32050.475,103.27,923.0,155,25,7,21-02-2019
952,NOLSM656258,1,Implantation,9035775000000000.0,449362777768.0,2.243482e+17,2.983565e+17,6.000001e+17,32054.103,103.47399999999999,910.0,155,25,8,21-02-2019
953,NOLSM657259,1,Implantation,1.46725e+16,1106486000000000.0,1803452000000000.0,2.996526e+17,5.99999e+17,32044.64,103.70700000000001,906.0,156,25,9,21-02-2019
954,NOLSM6582510,2,Implantation,6590899000000000.0,242674700000000.0,176895172086.0,3.014287e+17,6e+17,32040.609,102.727,906.0,154,25,10,21-02-2019
955,NOLSM6592511,3,Implantation,1.153166e+16,1.020129e+17,421216908.17,3.00417e+17,5.999995e+17,32043.72,103.396,907.0,155,25,11,21-02-2019
956,NOLSM6602512,3,Implantation,1.689894e+16,149654200000000.0,1118232000000.0,3.003419e+17,6.000023e+17,32055.941000000003,104.309,890.0,156,25,12,21-02-2019
957,NOLSM6612513,2,Implantation,1.108048e+16,2.023434e+16,4.483761e+17,2.996603e+17,5.999989e+17,32051.147,104.40299999999999,861.0,157,25,13,21-02-2019
958,NOLSM6622514,1,Implantation,1.745435e+16,1029620000000000.0,1398949000000000.0,3.014258e+17,5.999992e+17,32044.632999999998,104.649,865.0,157,25,14,21-02-2019
959,NOLSM6632515,1,Implantation,1.61614e+16,8.145591e+16,9.079978e+17,3.022077e+17,6.000001e+17,32039.65,104.76100000000001,865.0,157,25,15,21-02-2019
960,NOLSM6642516,2,Implantation,2.115645e+16,5.502364e+16,7.855658e+17,3.003929e+17,5.999987e+17,32041.139,104.09899999999999,865.0,156,25,16,21-02-2019
961,NOLSM6652517,3,Implantation,7162873000000000.0,5.155819e+16,2.900961e+17,3.007074e+17,6.000005e+17,32043.715,104.149,865.0,156,25,17,21-02-2019
962,NOLSM6662518,3,Implantation,1.408285e+16,2955731000000000.0,2938108000000000.0,2.9964e+17,5.999995e+17,32040.817000000003,103.505,869.0,155,25,18,21-02-2019
963,NOLSM6672519,2,Implantation,6129271000000000.0,5264986000000000.0,8209553000000000.0,2.984594e+17,5.999988e+17,32047.486,104.14,865.0,156,25,19,21-02-2019
964,NOLSM6682520,1,Implantation,8998365000000000.0,1284093000000000.0,1.842116e+17,2.992737e+17,5.999989e+17,32043.586,104.742,865.0,157,25,20,21-02-2019
965,NOLSM6692521,1,Implantation,6771267000000000.0,6.763917e+16,639077300000000.0,2.986218e+17,5.999999e+17,32469.85,104.238,865.0,156,25,21,21-02-2019
966,NOLSM6702522,2,Implantation,1.148317e+16,2.068288e+16,5.881171e+17,2.993236e+17,5.999999e+17,32466.046000000002,104.536,866.0,157,25,22,21-02-2019
967,NOLSM6712523,3,Implantation,4770092000000000.0,5096856000000000.0,5.092811e+16,3.00741e+17,6.000016e+17,32467.764,104.579,863.0,157,25,23,21-02-2019
968,NOLSM6722524,3,Implantation,5877206000000000.0,2.084853e+16,2.619744e+16,3.007008e+17,6.000001e+17,32472.189,104.59,866.0,157,25,24,21-02-2019
969,NOLSM6732525,1,Implantation,1.750719e+16,1.742057e+17,4.082112e+16,2.989468e+17,6.00001e+17,32471.557999999997,105.15299999999999,861.0,158,25,25,21-02-2019
970,NOLSM6742526,1,Implantation,2.088769e+16,1.521224e+16,42134510000000.0,2.991088e+17,5.999999e+17,32468.26,105.083,861.0,158,25,26,21-02-2019
